NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Latitude,Longitude
L0761015,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3682388,540917,2015-12-07 13:09:33,12/07/2015 01:13:01 PM,12/07/2015 01:18:11 PM,12/07/2015 04:26:05 PM,RTF,REPORT TO FOLLOW,N,5K02,Allen St & N Rocheblave St,70119.0,5,"(29.98130783, -90.06493523)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98130783,-90.06493523
L0929815,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3695969,534284,2015-12-08 20:10:20,12/08/2015 09:28:45 PM,12/08/2015 08:10:20 PM,12/08/2015 09:28:52 PM,RTF,REPORT TO FOLLOW,Y,5E01,Reynes St & Saint Claude Ave,70117.0,5,"(29.96264978, -90.02228011)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96264978,-90.02228011
L1043915,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3675454,536494,2015-12-09 18:01:00,12/09/2015 06:01:40 PM,12/09/2015 06:03:29 PM,12/09/2015 09:08:20 PM,RTF,REPORT TO FOLLOW,N,1M05,028XX Blk Conti St,70119.0,1,"(29.96935740, -90.08698951)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96935740,-90.08698951
L1106915,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3681079,552568,2015-12-10 08:49:09,12/10/2015 09:44:04 AM,12/10/2015 09:48:42 AM,12/10/2015 02:18:33 PM,RTF,REPORT TO FOLLOW,N,3R02,053XX Wickfield Dr,70122.0,3,"(30.01338381, -90.06866397)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01338381,-90.06866397
L1323815,37,AGGRAVATED ASSAULT,1C,103D,DOMESTIC DISTURBANCE,2B,3687342,546444,2015-12-11 23:03:55,12/11/2015 11:05:21 PM,12/11/2015 11:11:40 PM,12/12/2015 03:05:30 AM,RTF,REPORT TO FOLLOW,N,3Y03,026XX Acacia St,70122.0,3,"(29.99635454, -90.04909413)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99635454,-90.04909413
L1467515,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1C,3696287,551770,2015-12-13 04:51:08,12/13/2015 04:56:46 AM,12/13/2015 05:16:08 AM,12/13/2015 12:59:51 PM,RTF,REPORT TO FOLLOW,N,7C03,039XX Downman Rd,70126.0,7,"(30.01072118, -90.02064315)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01072118,-90.02064315
L1485015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3690054,541371,2015-12-13 10:14:19,12/13/2015 10:15:14 AM,12/13/2015 10:21:10 AM,12/13/2015 12:43:02 PM,RTF,REPORT TO FOLLOW,N,5M04,025XX Feliciana St,70117.0,5,"(29.98232147, -90.04070674)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98232147,-90.04070674
L1630815,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1A,3674727,523089,2015-12-14 17:45:49,12/14/2015 05:51:27 PM,12/14/2015 06:27:43 PM,12/14/2015 08:23:26 PM,RTF,REPORT TO FOLLOW,N,6Q05,029XX Dryades St,70115.0,6,"(29.93251904, -90.08974427)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93251904,-90.08974427
L1986115,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,2A,3711767,554890,2015-12-17 19:17:54,12/17/2015 07:19:17 PM,12/17/2015 07:25:36 PM,12/17/2015 09:51:05 PM,RTF,REPORT TO FOLLOW,N,7H03,097XX Chef Menteur Hwy,70127.0,7,"(30.01880068, -89.97162044)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01880068,-89.97162044
L1996015,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3683980,535096,2015-12-17 21:17:09,12/17/2015 09:18:34 PM,12/17/2015 09:17:09 PM,12/17/2015 10:24:51 PM,RTF,REPORT TO FOLLOW,Y,8F02,019XX Dauphine St,70116.0,8,"(29.96525310, -90.06011372)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96525310,-90.06011372
L2008015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3674135,528247,2015-12-18 00:09:31,12/18/2015 12:10:49 AM,12/18/2015 12:12:39 AM,12/18/2015 04:05:03 AM,RTF,REPORT TO FOLLOW,N,6L01,Jackson Ave & S Roman St,70125.0,6,"(29.94671822, -90.09143669)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94671822,-90.09143669
L2217615,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3686642,548420,2015-12-19 23:04:58,12/20/2015 12:01:38 AM,12/20/2015 12:05:17 AM,12/20/2015 04:17:48 AM,RTF,REPORT TO FOLLOW,N,3Y03,025XX Wisteria St,70122.0,3,"(30.00180989, -90.05123410)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00180989,-90.05123410
L2327115,37,AGGRAVATED ASSAULT,1C,35,SIMPLE BATTERY,2A,3730366,561967,2015-12-21 00:31:26,12/21/2015 12:45:25 AM,12/21/2015 12:50:58 AM,12/21/2015 04:32:32 AM,RTF,REPORT TO FOLLOW,N,7L02,046XX Alcee Fortier Blvd,70129.0,7,"(30.03764120, -89.91257721)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.03764120,-89.91257721
L2334815,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3673385,523188,2015-12-21 03:37:48,12/21/2015 03:41:58 AM,12/21/2015 03:46:57 AM,12/21/2015 05:09:35 AM,RTF,REPORT TO FOLLOW,N,6Q02,021XX Louisiana Ave,70115.0,6,"(29.93283115, -90.09397731)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93283115,-90.09397731
L2400615,37,AGGRAVATED ASSAULT,1C,103F,FIGHT,2B,3685412,539245,2015-12-21 18:25:24,12/21/2015 06:29:09 PM,12/21/2015 07:04:18 PM,12/21/2015 08:24:10 PM,RTF,REPORT TO FOLLOW,N,5G01,022XX N Prieur St,70117.0,5,"(29.97661904, -90.05544264)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97661904,-90.05544264
L2497415,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3701275,552867,2015-12-22 16:45:21,12/22/2015 04:47:20 PM,12/22/2015 04:45:21 PM,12/22/2015 07:21:54 PM,RTF,REPORT TO FOLLOW,Y,7C04,Lafon Dr & Warfield St,70126.0,7,"(30.01357750, -90.00484520)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01357750,-90.00484520
L2556115,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3714443,564946,2015-12-23 06:54:23,12/23/2015 07:27:49 AM,12/23/2015 07:32:07 AM,12/23/2015 09:15:11 AM,RTF,REPORT TO FOLLOW,N,7I10,119XX N I-10 Service Rd,70128.0,7,"(30.04636308, -89.96278652)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04636308,-89.96278652
L3079315,37,AGGRAVATED ASSAULT,1C,55,AGGRAVATED CRIMINAL DAMAGE,1B,3715581,555748,2015-12-27 22:33:03,12/28/2015 11:02:09 AM,12/28/2015 11:08:48 AM,12/28/2015 02:54:52 PM,RTF,REPORT TO FOLLOW,N,7J03,108XX Chef Menteur Hwy,70127.0,7,"(30.02103641, -89.95953608)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02103641,-89.95953608
L3087815,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1A,3660622,530067,2015-12-28 00:43:27,12/28/2015 12:51:07 AM,12/28/2015 01:06:23 AM,12/28/2015 03:40:32 AM,RTF,REPORT TO FOLLOW,N,2K01,Plum St & Monroe St,70118.0,2,"(29.95211953, -90.13404253)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95211953,-90.13404253
L3171815,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3717217,566232,2015-12-28 17:43:37,12/28/2015 05:53:09 PM,12/28/2015 05:58:00 PM,12/28/2015 10:41:27 PM,RTF,REPORT TO FOLLOW,N,7K02,123XX S I-10 Service Rd,70128.0,7,"(30.04980885, -89.95397051)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04980885,-89.95397051
L3189015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3705091,512746,2015-12-28 20:17:57,12/28/2015 08:50:29 PM,12/28/2015 08:54:51 PM,12/28/2015 10:30:28 PM,RTF,REPORT TO FOLLOW,N,4D05,057XX Tullis Dr,70131.0,4,"(29.90313678, -89.99426931)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.90313678,-89.99426931
L3201515,37,AGGRAVATED ASSAULT,1C,64G,ARMED ROBBERY WITH GUN,2A,3701209,524164,2015-12-28 23:05:54,12/28/2015 11:06:46 PM,12/28/2015 11:09:16 PM,12/29/2015 01:58:35 AM,RTF,REPORT TO FOLLOW,N,4K02,018XX Nie Pkwy,70131.0,4,"(29.93465822, -90.00610549)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93465822,-90.00610549
L3370415,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3684361,553904,2015-12-30 13:55:31,12/30/2015 01:59:46 PM,12/30/2015 02:05:01 PM,12/30/2015 05:44:14 PM,RTF,REPORT TO FOLLOW,N,3R03,Prentiss Ave & Mandeville St,70122.0,3,"(30.01695846, -90.05824836)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01695846,-90.05824836
A0050916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3678903,545454,2016-01-01 07:28:50,,01/01/2016 07:28:50 AM,01/01/2016 07:30:53 AM,RTF,REPORT TO FOLLOW,N,3M02,Gibson St & Sere St,70122.0,3,"(29.99388809, -90.07578772)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99388809,-90.07578772
A0257716,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3689330,545438,2016-01-03 03:49:27,01/03/2016 03:50:17 AM,01/03/2016 03:55:08 AM,01/03/2016 06:34:44 AM,RTF,REPORT TO FOLLOW,N,5Q04,032XX Almonaster Ave,70126.0,5,"(29.99352648, -90.04285083)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99352648,-90.04285083
A0413716,37,AGGRAVATED ASSAULT,1C,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3715448,565644,2016-01-04 16:34:16,01/04/2016 04:34:52 PM,01/04/2016 04:40:53 PM,01/04/2016 10:56:06 PM,RTF,REPORT TO FOLLOW,N,7I11,121XX N I-10 Service Rd,70128.0,7,"(30.04825109, -89.95958404)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04825109,-89.95958404
A0900716,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1A,3694582,557952,2016-01-08 13:16:03,01/08/2016 04:07:38 PM,01/08/2016 04:26:08 PM,01/08/2016 06:10:06 PM,RTF,REPORT TO FOLLOW,N,7A05,057XX Prince Ln,70126.0,3,"(30.02777143, -90.02580851)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02777143,-90.02580851
A0933416,37,AGGRAVATED ASSAULT,1C,35,SIMPLE BATTERY,1D,3699622,552478,2016-01-08 17:21:10,01/08/2016 08:33:27 PM,,01/08/2016 10:50:24 PM,RTF,REPORT TO FOLLOW,N,7C05,042XX Dale St,70126.0,7,"(30.01256233, -90.01008189)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01256233,-90.01008189
A0997716,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3680399,541346,2016-01-09 05:52:20,01/09/2016 07:28:49 AM,01/09/2016 05:52:20 AM,01/09/2016 10:59:54 AM,RTF,REPORT TO FOLLOW,Y,5K04,Saint Bernard Ave & Bruxelles St,70119.0,5,"(29.98254811, -90.07120405)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98254811,-90.07120405
A1191716,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,2A,3682492,532982,2016-01-10 21:47:28,01/10/2016 09:50:43 PM,01/10/2016 09:54:32 PM,01/11/2016 02:49:50 AM,RTF,REPORT TO FOLLOW,N,8E01,Bourbon St & Saint Ann St,70116.0,8,"(29.95948599, -90.06488474)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95948599,-90.06488474
A1580416,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3678195,524824,2016-01-13 22:02:35,01/13/2016 10:06:01 PM,01/13/2016 10:06:20 PM,01/14/2016 01:20:44 AM,RTF,REPORT TO FOLLOW,N,6G01,017XX Felicity St,70130.0,6,"(29.93718452, -90.07873659)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93718452,-90.07873659
A1601616,37,AGGRAVATED ASSAULT,1C,35,SIMPLE BATTERY,2A,3672434,533798,2016-01-14 03:01:18,01/14/2016 03:25:18 AM,01/14/2016 03:31:01 AM,01/14/2016 06:54:34 AM,RTF,REPORT TO FOLLOW,N,1K01,007XX S Salcedo St,70119.0,1,"(29.96203208, -90.09661897)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96203208,-90.09661897
A1694616,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3681086,520595,2016-01-14 19:49:38,01/14/2016 07:53:50 PM,01/14/2016 07:53:54 PM,01/15/2016 12:01:58 AM,RTF,REPORT TO FOLLOW,N,6B07,019XX Tchoupitoulas St,70130.0,6,"(29.92547034, -90.06975701)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.92547034,-90.06975701
A1924816,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3683452,532367,2016-01-16 18:24:26,01/16/2016 06:25:35 PM,01/16/2016 06:29:31 PM,01/16/2016 11:31:43 PM,RTF,REPORT TO FOLLOW,N,8E04,008XX Blk Decatur St,70116.0,8,"(29.95776757, -90.06187382)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95776757,-90.06187382
A2114616,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3672262,524430,2016-01-18 13:42:08,01/18/2016 01:43:30 PM,01/18/2016 01:54:22 PM,01/18/2016 04:55:04 PM,RTF,REPORT TO FOLLOW,N,2O01,025XX Amelia St,70115.0,2,"(29.93628037, -90.09748041)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93628037,-90.09748041
A2124916,37,AGGRAVATED ASSAULT,1C,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3689233,536260,2016-01-18 15:24:14,01/18/2016 03:25:57 PM,01/18/2016 04:09:52 PM,01/18/2016 04:50:13 PM,RTF,REPORT TO FOLLOW,N,5C02,031XX Marais St,70117.0,5,"(29.96829247, -90.04348093)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96829247,-90.04348093
A2235116,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,2A,3689020,535941,2016-01-19 15:01:50,01/19/2016 03:02:15 PM,01/19/2016 03:09:07 PM,01/19/2016 06:04:37 PM,RTF,REPORT TO FOLLOW,N,5C02,031XX Saint Claude Ave,70117.0,5,"(29.96742394, -90.04416478)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96742394,-90.04416478
A2334616,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3674874,524404,2016-01-20 10:53:12,01/20/2016 12:32:20 PM,01/20/2016 01:20:15 PM,01/20/2016 02:20:30 PM,RTF,REPORT TO FOLLOW,N,6F02,027XX Blk Loyola Ave,70113.0,6,"(29.93613045, -90.08923411)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93613045,-90.08923411
A2498816,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3673755,532854,2016-01-21 15:41:22,01/21/2016 03:52:34 PM,01/21/2016 04:00:58 PM,01/21/2016 06:17:33 PM,RTF,REPORT TO FOLLOW,N,1G02,007XX S Broad St,70119.0,1,"(29.95939936, -90.09248013)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95939936,-90.09248013
A2807116,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,2A,3684277,534335,2016-01-24 03:26:31,01/24/2016 04:09:42 AM,01/24/2016 04:14:26 AM,01/24/2016 06:35:52 AM,RTF,REPORT TO FOLLOW,N,8F01,006XX Esplanade Ave,70116.0,8,"(29.96315215, -90.05919992)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96315215,-90.05919992
A2980016,37,AGGRAVATED ASSAULT,2A,21,COMPLAINT OTHER,2A,3685127,534171,2016-01-25 18:27:34,01/25/2016 06:28:49 PM,01/25/2016 06:33:28 PM,01/25/2016 08:13:06 PM,RTF,REPORT TO FOLLOW,N,8F01,005XX Elysian Fields Ave,70116.0,8,"(29.96267470, -90.05652295)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96267470,-90.05652295
A3077516,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3672461,534604,2016-01-26 16:12:10,01/26/2016 04:12:10 PM,01/26/2016 04:12:21 PM,01/26/2016 06:10:15 PM,RTF,REPORT TO FOLLOW,N,1K01,032XX Tulane Ave,70119.0,1,"(29.96424772, -90.09650628)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96424772,-90.09650628
A3172516,37,AGGRAVATED ASSAULT,1C,63,PROWLER,2C,3672563,530017,2016-01-27 14:18:36,01/27/2016 02:19:38 PM,01/27/2016 02:26:59 PM,01/27/2016 05:40:30 PM,RTF,REPORT TO FOLLOW,N,6M03,014XX S Dorgenois St,70125.0,6,"(29.95163284, -90.09634094)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95163284,-90.09634094
A3215816,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3683286,528022,2016-01-27 20:08:46,01/27/2016 08:09:11 PM,01/27/2016 08:08:46 PM,01/27/2016 10:02:43 PM,RTF,REPORT TO FOLLOW,Y,8A02,005XX Port Of New Orleans Pl,70130.0,8,"(29.94582412, -90.06255099)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94582412,-90.06255099
A3314816,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3684258,533366,2016-01-28 15:57:19,01/28/2016 04:01:18 PM,01/28/2016 04:03:04 PM,01/28/2016 07:12:49 PM,RTF,REPORT TO FOLLOW,N,8E03,011XX Decatur St,70116.0,8,"(29.96048796, -90.05929426)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96048796,-90.05929426
A3492516,37,AGGRAVATED ASSAULT,1C,103F,FIGHT,2B,3672956,517694,2016-01-30 03:23:04,01/30/2016 03:26:12 AM,01/30/2016 03:30:21 AM,01/30/2016 06:42:06 AM,RTF,REPORT TO FOLLOW,N,6O02,005XX Austerlitz St,70115.0,6,"(29.91773663, -90.09552078)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.91773663,-90.09552078
A3640716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1C,3685988,538787,2016-01-31 10:47:46,01/31/2016 10:55:42 AM,01/31/2016 10:58:21 AM,01/31/2016 03:41:35 PM,RTF,REPORT TO FOLLOW,N,5G02,017XX Spain St,70117.0,5,"(29.97534271, -90.05364077)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97534271,-90.05364077
A3667416,37,AGGRAVATED ASSAULT,1C,55,AGGRAVATED CRIMINAL DAMAGE,1B,3673965,529269,2016-01-31 16:06:25,01/31/2016 04:10:04 PM,01/31/2016 04:12:19 PM,01/31/2016 09:35:31 PM,RTF,REPORT TO FOLLOW,N,6L02,033XX Thalia St,70125.0,6,"(29.94953478, -90.09193868)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94953478,-90.09193868
B0147616,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3714623,565281,2016-02-02 09:49:58,02/02/2016 12:46:51 PM,02/02/2016 01:05:52 PM,02/02/2016 04:49:43 PM,RTF,REPORT TO FOLLOW,N,7I10,Bullard Ave & N I-10 Service Rd,70128.0,7,"(30.04727934, -89.96220455)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04727934,-89.96220455
B0678916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3691345,549734,2016-02-06 14:00:11,02/06/2016 02:00:11 PM,02/06/2016 02:00:16 PM,02/06/2016 04:32:37 PM,RTF,REPORT TO FOLLOW,N,3U01,Chef Menteur Hwy & Louisa St,70126.0,3,"(30.00527738, -90.03633042)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00527738,-90.03633042
B0870616,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),1A,3680368,531934,2016-02-07 20:21:30,02/07/2016 08:21:52 PM,02/07/2016 08:21:30 PM,02/07/2016 10:36:39 PM,RTF,REPORT TO FOLLOW,Y,8D02,002XX N Rampart St,70112.0,8,"(29.95667095, -90.07162862)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95667095,-90.07162862
B0893316,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,2A,3676974,530787,2016-02-07 23:23:18,02/07/2016 11:38:09 PM,02/07/2016 11:44:33 PM,02/08/2016 03:02:40 AM,RTF,REPORT TO FOLLOW,N,8J02,S Claiborne Ave & Poydras Exit,70112.0,8,"(29.95361730, -90.08238564)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95361730,-90.08238564
B1492916,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3680816,531937,2016-02-12 19:28:06,02/12/2016 07:38:16 PM,02/12/2016 07:38:21 PM,02/12/2016 09:16:22 PM,RTF,REPORT TO FOLLOW,N,8D02,003XX Burgundy St,70112.0,8,"(29.95666402, -90.07021335)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95666402,-90.07021335
B1569316,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3686107,539768,2016-02-13 14:36:37,02/13/2016 02:46:26 PM,02/13/2016 02:52:47 PM,02/13/2016 04:38:21 PM,RTF,REPORT TO FOLLOW,N,5G02,020XX Saint Roch Ave,70117.0,5,"(29.97803574, -90.05323100)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97803574,-90.05323100
B1661916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3688289,535302,2016-02-14 13:52:24,02/14/2016 03:29:09 PM,,02/14/2016 04:06:48 PM,RTF,REPORT TO FOLLOW,N,5C04,030XX Burgundy St,70117.0,5,"(29.96568760, -90.04649715)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96568760,-90.04649715
B1738116,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3702724,557922,2016-02-15 07:39:23,02/15/2016 07:42:09 AM,02/15/2016 07:54:57 AM,02/15/2016 09:59:14 AM,RTF,REPORT TO FOLLOW,N,7Q03,068XX Parc Brittany Blvd,70126.0,7,"(30.02743072, -90.00008019)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02743072,-90.00008019
B1777116,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3696215,558149,2016-02-15 13:59:12,02/15/2016 11:44:21 PM,02/15/2016 11:57:36 PM,02/16/2016 01:49:53 AM,RTF,REPORT TO FOLLOW,N,7D02,072XX Suffolk Dr,70126.0,7,"(30.02826090, -90.02064034)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02826090,-90.02064034
B1830216,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3691345,549734,2016-02-15 22:48:18,02/15/2016 10:58:20 PM,02/15/2016 10:49:52 PM,02/16/2016 02:49:17 AM,RTF,REPORT TO FOLLOW,N,3U01,Chef Menteur Hwy & Louisa St,70126.0,3,"(30.00527738, -90.03633042)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00527738,-90.03633042
B1967316,37,AGGRAVATED ASSAULT,1C,103F,FIGHT,2B,3682396,528493,2016-02-17 00:35:07,02/17/2016 12:38:28 AM,02/17/2016 12:40:45 AM,02/17/2016 02:53:13 AM,RTF,REPORT TO FOLLOW,N,8A02,Fulton St & Lafayette St,70130.0,8,"(29.94714522, -90.06534405)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94714522,-90.06534405
B2032116,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3661311,531341,2016-02-17 14:36:50,02/17/2016 02:37:23 PM,02/17/2016 02:40:26 PM,02/17/2016 07:26:39 PM,RTF,REPORT TO FOLLOW,N,2K02,Eagle St & Green St,70118.0,2,"(29.95560332, -90.13182447)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95560332,-90.13182447
B2034016,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3680045,546098,2016-02-17 14:57:22,02/17/2016 03:02:46 PM,02/17/2016 03:08:38 PM,02/17/2016 04:24:35 PM,RTF,REPORT TO FOLLOW,N,3P02,037XX Blk Bruxelles St,70122.0,3,"(29.99562694, -90.07215599)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99562694,-90.07215599
B2078916,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3730607,562820,2016-02-17 22:12:17,02/17/2016 10:50:44 PM,02/17/2016 10:59:22 PM,02/18/2016 02:06:41 AM,RTF,REPORT TO FOLLOW,N,7L04,048XX Alsace St,70129.0,7,"(30.03997690, -89.91178278)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.03997690,-89.91178278
B2080316,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3677707,531998,2016-02-17 22:34:10,02/17/2016 11:26:40 PM,02/17/2016 11:37:26 PM,02/18/2016 06:50:16 AM,RTF,REPORT TO FOLLOW,N,1G01,S Claiborne Ave & Tulane Ave,70112.0,1,"(29.95692554, -90.08002810)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95692554,-90.08002810
B2158216,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3678927,554391,2016-02-18 16:20:43,02/18/2016 04:34:12 PM,02/18/2016 04:39:15 PM,02/18/2016 07:42:23 PM,RTF,REPORT TO FOLLOW,N,3N02,060XX Paris Ave,70122.0,3,"(30.01846205, -90.07540177)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01846205,-90.07540177
B2328216,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3678848,554596,2016-02-19 22:39:24,02/19/2016 11:13:51 PM,,02/20/2016 01:25:58 AM,RTF,REPORT TO FOLLOW,N,3N02,060XX Paris Ave,70122.0,3,"(30.01902790, -90.07564382)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.01902790,-90.07564382
B2502716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3692118,540461,2016-02-21 12:30:43,02/21/2016 12:32:22 PM,02/21/2016 12:36:49 PM,02/21/2016 02:56:04 PM,RTF,REPORT TO FOLLOW,N,5H02,024XX Independence St,70117.0,5,"(29.97975628, -90.03421945)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97975628,-90.03421945
