NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip_x,PoliceDistrict,Location,CrimeType,Description,FieldInterviewID,EventDate,District,Zone,OfficerAssignment,StopDescription,ActionsTaken,VehicleYear,VehicleMake,VehicleModel,VehicleStyle,VehicleColor,SubjectID,SubjectRace,SubjectGender,SubjectAge,SubjectHasPhotoID,SubjectHeight,SubjectWeight,SubjectEyeColor,SubjectHairColor,SubjectDriverLicState,CreatedDateTime,LastModifiedDateTime,Longitude,Latitude,Zip_y,BlockAddress
I3156812,37,AGGRAVATED ASSAULT,1C,,,,3696645,517645,2012-09-21 11:57:00,2012-09-21 12:05:00,2012-09-21 12:10:00,2012-09-21 15:20:00,RTF,REPORT TO FOLLOW,,,038XX Texas Dr,70114.0,4,"(29.916875687466455, -90.02074999663776)",VIOLENT CRIME,AGGRAVATED ASSAULT,186297,09/21/2012 06:18:00 PM,4,C,4th  District,CALL FOR SERVICE,Stop Results: Arrest made;Legal Basises: Probable cause,,,,,,218476.0,BLACK,MALE,29.0,No,66.0,140.0,Brown,Black,,09/21/2012 06:20:03 PM,,-90.0207499966,29.9168756875,70114.0,038XX Texas Dr
K0973312,37,AGGRAVATED ASSAULT,1C,,,,3707417,556011,2012-11-08 03:59:00,2012-11-08 04:03:00,2012-11-08 04:16:00,2012-11-08 05:41:00,RTF,REPORT TO FOLLOW,,,048XX Lancelot Dr,70127.0,7,"(30.02202440712084, -89.98532471199104)",VIOLENT CRIME,AGGRAVATED ASSAULT,191585,11/18/2012 12:11:00 AM,7,J,7th  District,SUSPECT PERSON,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Consent to search;Legal Basises: Probable cause;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,224497.0,BLACK,MALE,52.0,Yes,67.0,198.0,Brown,Grey/Silver,LA,11/18/2012 12:15:55 AM,,-89.98532471200001,30.0220244071,70127.0,048XX Lancelot Dr
K1044312,37,AGGRAVATED ASSAULT,2B,,,,3712453,568200,2012-11-08 15:08:00,2012-11-08 15:11:00,2012-11-08 15:25:00,2012-11-08 20:02:00,RTF,REPORT TO FOLLOW,,,Bullard Ave & Wales St,70128.0,7,"(30.05537540733297, -89.96895380146191)",VIOLENT CRIME,AGGRAVATED ASSAULT,190715,11/08/2012 09:46:00 PM,7,I,7th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,223509.0,BLACK,MALE,22.0,Yes,73.0,210.0,Brown,Black,LA,11/08/2012 09:52:23 PM,,-89.96895380149999,30.0553754073,70128.0,Bullard Ave & Wales St
K3564912,37,AGGRAVATED ASSAULT,1C,,,,3682138,532482,2012-11-27 00:37:00,2012-11-27 00:42:00,2012-11-27 00:49:00,2012-11-27 01:59:00,RTF,REPORT TO FOLLOW,,,006XX Bourbon St,70112.0,8,"(29.958121468979424, -90.06602215238546)",VIOLENT CRIME,AGGRAVATED ASSAULT,192439,11/27/2012 01:00:00 AM,8,D,8th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Probable cause;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,225463.0,WHITE,MALE,57.0,No,70.0,160.0,Brown,Brown,,11/27/2012 09:07:24 PM,,-90.0660221524,29.958121469,70112.0,006XX Bourbon St
L2232712,37,AGGRAVATED ASSAULT,2C,,,,3682689,536374,2012-12-16 06:11:00,2012-12-16 06:14:00,2012-12-16 06:17:00,2012-12-16 07:12:00,RTF,REPORT TO FOLLOW,,,015XX Marais St,70116.0,1,"(29.96880636514908, -90.06414612064282)",VIOLENT CRIME,AGGRAVATED ASSAULT,194509,12/16/2012 06:15:00 AM,1,A,1st District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,227799.0,BLACK,MALE,47.0,No,66.0,140.0,Brown,Black,,12/17/2012 04:47:31 AM,,-90.0641461206,29.9688063651,70116.0,015XX Marais St
A0803813,37,AGGRAVATED ASSAULT,1C,,,,3684080,533230,2013-01-07 00:13:00,2013-01-07 00:15:00,2013-01-07 00:16:00,2013-01-07 02:13:00,RTF,REPORT TO FOLLOW,,,011XX Decatur St,70116.0,8,"(29.960119010618325, -90.05986361282028)",VIOLENT CRIME,AGGRAVATED ASSAULT,196495,01/07/2013 01:15:00 AM,8,D,8th  District,TRAFFIC VIOLATION,Stop Results: Verbal warning;Subject Type: Driver;Search Occurred: No;Legal Basises: Probable cause;Legal Basises: Plain view;Evidence Seized: No,,,,,,230032.0,WHITE,FEMALE,30.0,Yes,74.0,110.0,Brown,Brown,LA,01/07/2013 02:59:44 AM,,-90.0598636128,29.9601190106,70116.0,011XX Decatur St
A0803813,37,AGGRAVATED ASSAULT,1C,,,,3684080,533230,2013-01-07 00:13:00,2013-01-07 00:15:00,2013-01-07 00:16:00,2013-01-07 02:13:00,RTF,REPORT TO FOLLOW,,,011XX Decatur St,70116.0,8,"(29.960119010618325, -90.05986361282028)",VIOLENT CRIME,AGGRAVATED ASSAULT,196599,01/08/2013 12:28:00 AM,8,E,8th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Weapon(s);Evidence Types: Other,,,,,,230151.0,WHITE,MALE,24.0,Yes,75.0,175.0,Brown,Brown,LA,01/08/2013 12:53:36 AM,,-90.0598636128,29.9601190106,70116.0,011XX Decatur St
A0803813,37,AGGRAVATED ASSAULT,1C,,,,3684080,533230,2013-01-07 00:13:00,2013-01-07 00:15:00,2013-01-07 00:16:00,2013-01-07 02:13:00,RTF,REPORT TO FOLLOW,,,011XX Decatur St,70116.0,8,"(29.960119010618325, -90.05986361282028)",VIOLENT CRIME,AGGRAVATED ASSAULT,196599,01/08/2013 12:28:00 AM,8,E,8th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Weapon(s);Evidence Types: Other,,,,,,230152.0,WHITE,MALE,20.0,Yes,64.0,125.0,Brown,Brown,IL,01/08/2013 12:53:36 AM,,-90.0598636128,29.9601190106,70116.0,011XX Decatur St
A0803813,37,AGGRAVATED ASSAULT,1C,,,,3684080,533230,2013-01-07 00:13:00,2013-01-07 00:15:00,2013-01-07 00:16:00,2013-01-07 02:13:00,RTF,REPORT TO FOLLOW,,,011XX Decatur St,70116.0,8,"(29.960119010618325, -90.05986361282028)",VIOLENT CRIME,AGGRAVATED ASSAULT,196599,01/08/2013 12:28:00 AM,8,E,8th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Weapon(s);Evidence Types: Other,,,,,,230153.0,BLACK,MALE,24.0,Yes,74.0,175.0,Brown,Black,LA,01/08/2013 12:53:36 AM,,-90.0598636128,29.9601190106,70116.0,011XX Decatur St
A2640313,37,AGGRAVATED ASSAULT,1C,,,,3679462,530123,2013-01-20 06:50:00,2013-01-20 08:12:00,2013-01-20 08:24:00,2013-01-20 10:38:00,RTF,REPORT TO FOLLOW,,,004XX S Rampart St,70112.0,8,"(29.951716124329064, -90.0745540513092)",VIOLENT CRIME,AGGRAVATED ASSAULT,198499,01/31/2013 11:59:00 PM,8,I,8th  District,SUSPECT PERSON,,,,,,,232303.0,WHITE,MALE,55.0,Yes,74.0,220.0,Blue,Blonde,,02/01/2013 12:05:08 AM,,-90.0745540513,29.9517161243,70112.0,004XX S Rampart St
A2754313,37,AGGRAVATED ASSAULT,1C,,,,3690369,524604,2013-01-21 08:32:00,2013-01-21 08:37:00,2013-01-21 08:43:00,2013-01-21 13:44:00,RTF,REPORT TO FOLLOW,,,017XX Wagner St,70114.0,4,"(29.936206790131607, -90.04031174113743)",VIOLENT CRIME,AGGRAVATED ASSAULT,197781,01/21/2013 11:32:00 AM,4,C,4th  District,OTHER,,,,,,,231507.0,BLACK,MALE,28.0,No,77.0,165.0,Brown,Black,,01/21/2013 11:35:44 AM,,-90.04031174110001,29.9362067901,70114.0,017XX Wagner St
B2546513,37,AGGRAVATED ASSAULT,1C,,,,3696802,522591,2013-02-19 13:59:00,2013-02-19 14:02:00,2013-02-19 14:05:00,2013-02-19 16:00:00,RTF,REPORT TO FOLLOW,,,Vespasian Blvd & Westbend Pkwy,70114.0,4,"(29.930470557929592, -90.02007551554621)",VIOLENT CRIME,AGGRAVATED ASSAULT,199448,02/19/2013 05:00:00 PM,4,J,4th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: No;Legal Basises: Probable cause;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,233417.0,BLACK,FEMALE,21.0,No,62.0,107.0,Brown,Black,,02/19/2013 05:10:50 PM,,-90.0200755155,29.930470557899998,70114.0,Vespasian Blvd & Westbend Pkwy
C0088113,37,AGGRAVATED ASSAULT,2C,,,,3662684,528162,2013-03-01 16:56:00,2013-03-01 17:00:00,2013-03-01 17:02:00,2013-03-01 20:11:00,RTF,REPORT TO FOLLOW,,,079XX Plum St,70118.0,2,"(29.946820150353588, -90.1275963444462)",VIOLENT CRIME,AGGRAVATED ASSAULT,200198,03/01/2013 10:29:00 PM,2,L,2nd  District,CALL FOR SERVICE,Stop Results: Arrest made;Legal Basises: Probable cause,2012.0,GMC - GENERAL MOTORS CORP.,OTHER,PICK UP,WHITE,234281.0,WHITE,MALE,58.0,Yes,72.0,185.0,Brown,Brown,LA,03/01/2013 10:31:10 PM,,-90.1275963444,29.9468201504,70118.0,079XX Plum St
C0121113,37,AGGRAVATED ASSAULT,1C,,,,3676504,526205,2013-03-01 21:12:00,2013-03-01 21:12:00,2013-03-01 21:13:00,2013-03-01 22:21:00,RTF,REPORT TO FOLLOW,,,020XX S Liberty St,70113.0,6,"(29.941031943411883, -90.08402888640153)",VIOLENT CRIME,AGGRAVATED ASSAULT,218851,09/15/2013 02:12:00 PM,6,P,6th  District,CALL FOR SERVICE,Stop Results: Arrest made;Legal Basises: Warrant,,,,,,255256.0,BLACK,MALE,60.0,No,68.0,140.0,Brown,Black,LA,09/15/2013 02:17:18 PM,,-90.08402888639999,29.941031943400002,70113.0,020XX S Liberty St
C0121113,37,AGGRAVATED ASSAULT,1C,,,,3676504,526205,2013-03-01 21:12:00,2013-03-01 21:12:00,2013-03-01 21:13:00,2013-03-01 22:21:00,RTF,REPORT TO FOLLOW,,,020XX S Liberty St,70113.0,6,"(29.941031943411883, -90.08402888640153)",VIOLENT CRIME,AGGRAVATED ASSAULT,219108,09/15/2013 12:45:00 PM,6,P,6th  District,CALL FOR SERVICE,Stop Results: Arrest made;Legal Basises: Warrant,,,,,,255553.0,BLACK,MALE,60.0,No,68.0,140.0,Brown,Black,,09/18/2013 10:22:11 AM,,-90.08402888639999,29.941031943400002,70113.0,020XX S Liberty St
C1624113,37,AGGRAVATED ASSAULT,1C,,,,3678163,535530,2013-03-12 21:08:00,2013-03-12 23:11:00,2013-03-13 00:03:00,2013-03-13 01:09:00,RTF,REPORT TO FOLLOW,,,022XX Magic St,70119.0,1,"(29.96662272296753, -90.07846869997309)",VIOLENT CRIME,AGGRAVATED ASSAULT,201307,03/12/2013 11:56:00 PM,1,I,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,235534.0,BLACK,MALE,35.0,Yes,70.0,160.0,Brown,Black,LA,03/13/2013 08:05:11 AM,,-90.0784687,29.966622723,70119.0,022XX Magic St
C1972013,37,AGGRAVATED ASSAULT,1C,,,,3672845,535472,2013-03-15 11:56:00,2013-03-15 11:59:00,2013-03-15 12:02:00,2013-03-15 16:54:00,RTF,REPORT TO FOLLOW,,,Banks St & S Rendon St,70119.0,1,"(29.966622310926223, -90.09526491268988)",VIOLENT CRIME,AGGRAVATED ASSAULT,201503,03/15/2013 04:35:00 PM,1,L,1st District,SUSPECT PERSON,Stop Results: Arrest made;Legal Basises: Probable cause,,,,,,235750.0,BLACK,MALE,18.0,Yes,68.0,150.0,Brown,Brown,LA,03/15/2013 04:41:30 PM,,-90.0952649127,29.9666223109,70119.0,Banks St & S Rendon St
C1972013,37,AGGRAVATED ASSAULT,1C,,,,3672845,535472,2013-03-15 11:56:00,2013-03-15 11:59:00,2013-03-15 12:02:00,2013-03-15 16:54:00,RTF,REPORT TO FOLLOW,,,Banks St & S Rendon St,70119.0,1,"(29.966622310926223, -90.09526491268988)",VIOLENT CRIME,AGGRAVATED ASSAULT,201503,03/15/2013 04:35:00 PM,1,L,1st District,SUSPECT PERSON,Stop Results: Arrest made;Legal Basises: Probable cause,,,,,,235751.0,BLACK,MALE,14.0,No,66.0,120.0,Brown,Brown,,03/15/2013 04:41:30 PM,,-90.0952649127,29.9666223109,70119.0,Banks St & S Rendon St
C1972013,37,AGGRAVATED ASSAULT,1C,,,,3672845,535472,2013-03-15 11:56:00,2013-03-15 11:59:00,2013-03-15 12:02:00,2013-03-15 16:54:00,RTF,REPORT TO FOLLOW,,,Banks St & S Rendon St,70119.0,1,"(29.966622310926223, -90.09526491268988)",VIOLENT CRIME,AGGRAVATED ASSAULT,201503,03/15/2013 04:35:00 PM,1,L,1st District,SUSPECT PERSON,Stop Results: Arrest made;Legal Basises: Probable cause,,,,,,235752.0,BLACK,MALE,16.0,No,67.0,150.0,Brown,Brown,,03/15/2013 04:41:30 PM,,-90.0952649127,29.9666223109,70119.0,Banks St & S Rendon St
D1582313,37,AGGRAVATED ASSAULT,2C,,,,3681383,527762,2013-04-12 11:25:00,2013-04-12 11:29:00,2013-04-12 11:32:00,2013-04-12 12:26:00,RTF,REPORT TO FOLLOW,,,004XX Julia St,70130.0,8,"(29.94516600120013, -90.06857074491708)",VIOLENT CRIME,AGGRAVATED ASSAULT,383130,01/11/2017 06:29:00 AM,3,M,3rd  District,CALL FOR SERVICE,,,,,,,436286.0,WHITE,MALE,32.0,No,73.0,200.0,Green,Blonde,LA,01/11/2017 06:33:03 AM,01/11/2017 06:33:28 AM,-90.0685707449,29.9451660012,70130.0,004XX Julia St
D2206913,37,AGGRAVATED ASSAULT,1C,,,,3683821,545843,2013-04-16 17:18:00,2013-04-16 17:21:00,2013-04-16 17:22:00,2013-04-16 19:41:00,RTF,REPORT TO FOLLOW,,,Frenchmen St & Sere St,70122.0,3,"(29.994808262222353, -90.06023895372718)",VIOLENT CRIME,AGGRAVATED ASSAULT,204296,04/16/2013 06:23:00 PM,3,X,3rd  District,SUSPECT PERSON,Search Types: Pat-down;Legal Basises: Probable cause;Evidence Seized: No,,,,,,238873.0,BLACK,MALE,20.0,Yes,73.0,190.0,Brown,Black,,04/16/2013 06:31:37 PM,,-90.06023895370001,29.9948082622,70122.0,Frenchmen St & Sere St
D2206913,37,AGGRAVATED ASSAULT,1C,,,,3683821,545843,2013-04-16 17:18:00,2013-04-16 17:21:00,2013-04-16 17:22:00,2013-04-16 19:41:00,RTF,REPORT TO FOLLOW,,,Frenchmen St & Sere St,70122.0,3,"(29.994808262222353, -90.06023895372718)",VIOLENT CRIME,AGGRAVATED ASSAULT,204296,04/16/2013 06:23:00 PM,3,X,3rd  District,SUSPECT PERSON,Search Types: Pat-down;Legal Basises: Probable cause;Evidence Seized: No,,,,,,238874.0,BLACK,MALE,18.0,Yes,69.0,130.0,Brown,Black,,04/16/2013 06:31:37 PM,,-90.06023895370001,29.9948082622,70122.0,Frenchmen St & Sere St
E3555813,37,AGGRAVATED ASSAULT,1C,,,,3674809,533871,2013-05-25 22:56:00,2013-05-25 23:42:00,2013-05-25 23:49:00,2013-05-26 01:09:00,RTF,REPORT TO FOLLOW,,,004XX Manasses Pl,70119.0,1,"(29.96216160422729, -90.0891175083842)",VIOLENT CRIME,AGGRAVATED ASSAULT,207392,05/25/2013 11:50:00 PM,1,H,1st District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,242263.0,HISPANIC,MALE,63.0,Yes,67.0,170.0,Brown,Grey/Silver,TX,05/26/2013 02:07:42 AM,,-90.08911750840001,29.962161604200002,70119.0,004XX Manasses Pl
F2756813,37,AGGRAVATED ASSAULT,1C,,,,3706911,560244,2013-06-20 17:00:00,2013-06-20 17:01:00,2013-06-20 17:24:00,2013-06-20 18:56:00,RTF,REPORT TO FOLLOW,,,069XX Salem Dr,70127.0,7,"(30.0336798602413, -89.98676634764495)",VIOLENT CRIME,AGGRAVATED ASSAULT,209604,06/20/2013 11:25:00 PM,7,O,7th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: Yes;Evidence Types: Other,,,,,,244765.0,BLACK,MALE,19.0,No,62.0,110.0,Brown,Brown,LA,06/20/2013 11:30:05 PM,,-89.9867663476,30.0336798602,70127.0,069XX Salem Dr
F4014813,37,AGGRAVATED ASSAULT,1C,,,,3699459,533445,2013-06-29 07:08:00,2013-06-29 07:12:00,2013-06-29 07:31:00,2013-06-29 09:53:00,RTF,REPORT TO FOLLOW,,,011XX Tupelo St,70117.0,5,"(29.9602312518156, -90.01129248945048)",VIOLENT CRIME,AGGRAVATED ASSAULT,210626,06/29/2013 07:00:00 AM,5,E,5th  District,CALL FOR SERVICE,Legal Basises: Warrant,,,,,,245933.0,BLACK,FEMALE,17.0,No,63.0,120.0,Brown,Blonde,,06/30/2013 09:30:02 AM,,-90.01129248950001,29.9602312518,70117.0,011XX Tupelo St
G2988913,37,AGGRAVATED ASSAULT,2C,,,,3682806,540554,2013-07-22 07:22:00,2013-07-22 07:29:00,2013-07-22 07:42:00,2013-07-22 13:31:00,RTF,REPORT TO FOLLOW,,,020XX N Tonti St,70119.0,5,"(29.98029634810141, -90.06363035137456)",VIOLENT CRIME,AGGRAVATED ASSAULT,213217,07/22/2013 10:20:00 AM,5,K,5th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,248902.0,BLACK,FEMALE,22.0,No,67.0,160.0,Brown,Black,LA,07/24/2013 01:52:57 PM,,-90.0636303514,29.980296348099998,70119.0,020XX N Tonti St
G2988913,37,AGGRAVATED ASSAULT,2C,,,,3682806,540554,2013-07-22 07:22:00,2013-07-22 07:29:00,2013-07-22 07:42:00,2013-07-22 13:31:00,RTF,REPORT TO FOLLOW,,,020XX N Tonti St,70119.0,5,"(29.98029634810141, -90.06363035137456)",VIOLENT CRIME,AGGRAVATED ASSAULT,213217,07/22/2013 10:20:00 AM,5,K,5th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,248903.0,BLACK,MALE,26.0,No,69.0,160.0,Brown,Black,,07/24/2013 01:52:57 PM,,-90.0636303514,29.980296348099998,70119.0,020XX N Tonti St
G3909813,37,AGGRAVATED ASSAULT,1C,,,,3677436,520781,2013-07-28 19:11:00,2013-07-28 19:45:00,2013-07-28 20:01:00,2013-07-28 22:40:00,RTF,REPORT TO FOLLOW,,,010XX 4th St,70130.0,6,"(29.92608974595417, -90.08127351091242)",VIOLENT CRIME,AGGRAVATED ASSAULT,213704,07/28/2013 09:51:00 PM,6,A,6th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,249442.0,WHITE,FEMALE,28.0,No,65.0,100.0,Blue,Black,LA,07/28/2013 09:54:46 PM,,-90.0812735109,29.926089746,70130.0,010XX 4th St
H1290613,37,AGGRAVATED ASSAULT,1C,,,,3704747,512403,2013-08-10 06:18:00,2013-08-10 06:22:00,2013-08-10 06:29:00,2013-08-10 13:28:00,RTF,REPORT TO FOLLOW,,,056XX Tullis Dr,70131.0,4,"(29.902204298829968, -89.99537009935665)",VIOLENT CRIME,AGGRAVATED ASSAULT,215175,08/10/2013 10:27:00 AM,4,D,4th  District,CALL FOR SERVICE,,,,,,,251100.0,BLACK,FEMALE,33.0,Yes,68.0,170.0,Brown,Black,LA,08/11/2013 10:23:37 AM,,-89.9953700994,29.9022042988,70131.0,056XX Tullis Dr
H1290613,37,AGGRAVATED ASSAULT,1C,,,,3704747,512403,2013-08-10 06:18:00,2013-08-10 06:22:00,2013-08-10 06:29:00,2013-08-10 13:28:00,RTF,REPORT TO FOLLOW,,,056XX Tullis Dr,70131.0,4,"(29.902204298829968, -89.99537009935665)",VIOLENT CRIME,AGGRAVATED ASSAULT,215175,08/10/2013 10:27:00 AM,4,D,4th  District,CALL FOR SERVICE,,,,,,,251101.0,BLACK,FEMALE,29.0,Yes,64.0,165.0,Brown,Black,LA,08/11/2013 10:23:37 AM,,-89.9953700994,29.9022042988,70131.0,056XX Tullis Dr
H1290613,37,AGGRAVATED ASSAULT,1C,,,,3704747,512403,2013-08-10 06:18:00,2013-08-10 06:22:00,2013-08-10 06:29:00,2013-08-10 13:28:00,RTF,REPORT TO FOLLOW,,,056XX Tullis Dr,70131.0,4,"(29.902204298829968, -89.99537009935665)",VIOLENT CRIME,AGGRAVATED ASSAULT,215175,08/10/2013 10:27:00 AM,4,D,4th  District,CALL FOR SERVICE,,,,,,,251102.0,BLACK,MALE,39.0,Yes,61.0,210.0,Brown,Black,WI,08/11/2013 10:23:37 AM,,-89.9953700994,29.9022042988,70131.0,056XX Tullis Dr
H1386313,37,AGGRAVATED ASSAULT,1C,,,,3692702,535061,2013-08-10 21:41:00,2013-08-10 21:41:00,2013-08-10 22:04:00,2013-08-10 23:24:00,RTF,REPORT TO FOLLOW,,,043XX Saint Claude Ave,70117.0,5,"(29.964887318734075, -90.03257165694278)",VIOLENT CRIME,AGGRAVATED ASSAULT,215169,08/10/2013 09:41:00 PM,5,D,5th  District,CALL FOR SERVICE,Stop Results: Arrest made;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,251094.0,BLACK,MALE,26.0,No,67.0,145.0,Brown,Black,LA,08/11/2013 09:26:51 AM,,-90.0325716569,29.964887318699997,70117.0,043XX Saint Claude Ave
H1386313,37,AGGRAVATED ASSAULT,1C,,,,3692702,535061,2013-08-10 21:41:00,2013-08-10 21:41:00,2013-08-10 22:04:00,2013-08-10 23:24:00,RTF,REPORT TO FOLLOW,,,043XX Saint Claude Ave,70117.0,5,"(29.964887318734075, -90.03257165694278)",VIOLENT CRIME,AGGRAVATED ASSAULT,215170,08/10/2013 09:41:00 PM,5,D,5th  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Evidence Seized: Yes;Evidence Types: Weapon(s),,,,,,251095.0,BLACK,MALE,42.0,No,69.0,185.0,Brown,Black,LA,08/11/2013 09:29:50 AM,,-90.0325716569,29.964887318699997,70117.0,043XX Saint Claude Ave
H2868913,37,AGGRAVATED ASSAULT,1C,,,,3706989,560247,2013-08-21 17:01:00,2013-08-21 17:14:00,2013-08-21 17:21:00,2013-08-21 20:08:00,RTF,REPORT TO FOLLOW,,,091XX Bunker Hill Rd,70127.0,7,"(30.033685588417978, -89.98651974933789)",VIOLENT CRIME,AGGRAVATED ASSAULT,220980,09/25/2013 10:00:00 AM,6,H,SOD,OTHER,,,,,,,257667.0,BLACK,MALE,17.0,No,68.0,260.0,Brown,Black,,10/08/2013 12:32:04 PM,,-89.9865197493,30.0336855884,70127.0,091XX Bunker Hill Rd
H4243813,37,AGGRAVATED ASSAULT,1C,,,,3665132,536073,2013-08-31 11:47:00,2013-08-31 12:27:00,2013-08-31 12:37:00,2013-08-31 16:37:00,RTF,REPORT TO FOLLOW,,,089XX Olive St,70118.0,2,"(29.968501759869877, -90.11960250294018)",VIOLENT CRIME,AGGRAVATED ASSAULT,217317,08/31/2013 12:45:00 PM,2,S,2nd  District,CALL FOR SERVICE,Stop Results: Arrest made;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,253527.0,BLACK,FEMALE,37.0,Yes,67.0,110.0,Brown,Black,,09/01/2013 09:54:08 AM,,-90.11960250290001,29.968501759899997,70118.0,089XX Olive St
H4251313,37,AGGRAVATED ASSAULT,1C,,,,3673833,523350,2013-08-31 12:54:00,2013-08-31 12:55:00,2013-08-31 12:57:00,2013-08-31 15:49:00,RTF,REPORT TO FOLLOW,,,021XX Toledano St,70115.0,6,"(29.93326142875937, -90.09255933962591)",VIOLENT CRIME,AGGRAVATED ASSAULT,217226,08/31/2013 01:26:00 PM,6,F,6th  District,OTHER,Stop Results: No action taken;Search Occurred: No;Evidence Seized: No,,,,,,253425.0,BLACK,MALE,54.0,No,69.0,190.0,Brown,Black,LA,08/31/2013 01:37:11 PM,,-90.09255933959999,29.9332614288,70115.0,021XX Toledano St
I3253513,37,AGGRAVATED ASSAULT,2A,,,,3693603,526923,2013-09-24 20:05:00,2013-09-24 20:07:00,2013-09-24 20:10:00,2013-09-24 22:51:00,RTF,REPORT TO FOLLOW,,,Florence Ave & De Armas St,70114.0,4,"(29.942482501571604, -90.0300186794904)",VIOLENT CRIME,AGGRAVATED ASSAULT,219584,09/24/2013 10:52:00 PM,4,K,4th  District,CRIMINAL VIOLATION,Stop Results: Arrest made;Search Occurred: Yes;Legal Basises: Probable cause;Legal Basises: Incident to arrest;Evidence Seized: No,,,,,,256114.0,BLACK,MALE,15.0,No,67.0,130.0,Brown,Black,,09/24/2013 10:55:07 PM,,-90.0300161,29.94248442,70114.0,Florence Ave & De Armas St
I3474513,37,AGGRAVATED ASSAULT,1C,,,,3677586,536801,2013-09-26 12:22:00,2013-09-26 12:24:00,2013-09-26 12:28:00,2013-09-26 14:35:00,RTF,REPORT TO FOLLOW,,,025XX St Ann St,70119.0,1,"(29.970134902256433, -90.08024696740509)",VIOLENT CRIME,AGGRAVATED ASSAULT,219775,09/26/2013 02:17:00 PM,1,J,1st District,CALL FOR SERVICE,Stop Results: Arrest made;Legal Basises: Probable cause,,,,,,256329.0,BLACK,MALE,70.0,No,72.0,140.0,Brown,Grey/Silver,,09/26/2013 02:19:42 PM,,-90.08024426,29.97013504,70119.0,025XX St Ann St
J0167613,37,AGGRAVATED ASSAULT,1C,,,,3680692,532500,2013-10-02 03:49:00,2013-10-02 03:52:00,2013-10-02 03:56:00,2013-10-02 05:52:00,RTF,REPORT TO FOLLOW,,,No,,1,"(29.95821485872434, -90.07058759138579)",VIOLENT CRIME,AGGRAVATED ASSAULT,220333,10/02/2013 06:17:00 AM,1,E,1st District,FLAGGED DOWN,Stop Results: Verbal warning;Search Occurred: No;Evidence Seized: No,,,,,,256932.0,BLACK,FEMALE,44.0,No,64.0,160.0,Blue,Black,,10/02/2013 06:22:44 AM,,-90.07058526,29.95821733,,No
