NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description
C3714513,30S,HOMICIDE BY SHOOTING,2A,,,,3687403,538361,2013-03-27 20:07:00,2013-03-27 20:08:00,2013-03-27 20:15:00,2013-03-27 22:54:00,RTF,REPORT TO FOLLOW,,,016XX Painters St,70117.0,5,"(29.974125505250747, -90.04918873319667)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C3988313,30S,HOMICIDE BY SHOOTING,2A,,,,3674856,525206,2013-03-29 20:42:00,2013-03-29 20:44:00,2013-03-29 20:46:00,2013-03-29 22:51:00,RTF,REPORT TO FOLLOW,,,026XX La Salle St,70113.0,6,"(29.938334324064257, -90.0892661737303)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D0132913,30S,HOMICIDE BY SHOOTING,2A,,,,3660823,530835,2013-04-01 22:44:00,2013-04-01 22:45:00,2013-04-01 22:50:00,2013-04-02 05:04:00,RTF,REPORT TO FOLLOW,,,015XX Eagle St,70118.0,2,"(29.95422375912618, -90.13338385146042)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D1389513,30S,HOMICIDE BY SHOOTING,2A,,,,3679101,536048,2013-04-11 00:50:00,2013-04-11 00:53:00,2013-04-11 00:55:00,2013-04-11 05:24:00,RTF,REPORT TO FOLLOW,,,009XX N Johnson St,70116.0,1,"(29.968018766816385, -90.07548854596658)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D2232813,30S,HOMICIDE BY SHOOTING,2A,,,,3665152,536082,2013-04-16 20:50:00,2013-04-16 20:51:00,2013-04-16 20:59:00,2013-04-17 00:24:00,RTF,REPORT TO FOLLOW,,,General Ogden St & Olive St,70118.0,2,"(29.968525924362574, -90.1195390405657)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D2616713,30S,HOMICIDE BY SHOOTING,2A,,,,3699064,556934,2013-04-19 17:13:00,2013-04-19 17:14:00,2013-04-19 17:20:00,2013-04-19 21:15:00,RTF,REPORT TO FOLLOW,,,052XX Basinview Dr,70126.0,7,"(30.024829859030493, -90.01168427154391)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D2799513,30S,HOMICIDE BY SHOOTING,2A,,,,3696718,551494,2013-04-20 22:11:00,2013-04-20 22:13:00,2013-04-20 22:16:00,2013-04-21 05:21:00,RTF,REPORT TO FOLLOW,,,060XX Chef Menteur Hwy,70126.0,7,"(30.009946107213043, -90.01929433224421)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3009613,30S,HOMICIDE BY SHOOTING,2A,,,,3699460,533397,2013-04-22 13:33:00,2013-04-22 13:35:00,2013-04-22 13:37:00,2013-04-22 15:55:00,RTF,REPORT TO FOLLOW,,,Saint Claude Ave & Tupelo St,70117.0,5,"(29.960099237190608, -90.011291080499)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3024613,30S,HOMICIDE BY SHOOTING,2A,,,,3698770,531563,2013-04-22 15:51:00,2013-04-22 15:53:00,2013-04-22 16:03:00,2013-04-22 23:13:00,RTF,REPORT TO FOLLOW,,,006XX Tupelo St,70117.0,5,"(29.95507825972683, -90.01353664519722)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3185813,30S,HOMICIDE BY SHOOTING,2A,,,,3670410,536821,2013-04-23 17:46:00,2013-04-23 17:47:00,2013-04-23 17:50:00,2013-04-24 01:35:00,RTF,REPORT TO FOLLOW,,,040XX Baudin St,70119.0,1,"(29.970403727681862, -90.10290889731617)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3225313,30S,HOMICIDE BY SHOOTING,2A,,,,3712042,553485,2013-04-23 23:36:00,2013-04-23 23:37:00,2013-04-23 23:42:00,2013-04-24 06:08:00,RTF,REPORT TO FOLLOW,,,042XX Mccoy St,70127.0,7,"(30.01492847718302, -89.97080594479509)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3871413,30S,HOMICIDE BY SHOOTING,2A,,,,3678662,539661,2013-04-28 14:15:00,2013-04-28 14:15:00,2013-04-28 14:15:00,2013-04-28 22:49:00,RTF,REPORT TO FOLLOW,,,015XX N Broad St,70119.0,1,"(29.97796651917352, -90.07674979670259)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E0113813,30S,HOMICIDE BY SHOOTING,2A,,,,3672195,524970,2013-05-01 18:15:00,2013-05-01 18:17:00,2013-05-01 18:19:00,2013-05-01 22:08:00,RTF,REPORT TO FOLLOW,,,Amelia St & Magnolia St,70115.0,2,"(29.937764573598148, -90.09767526127975)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E0498913,30S,HOMICIDE BY SHOOTING,2A,,,,3678780,533933,2013-05-04 11:50:00,2013-05-04 11:51:00,2013-05-04 11:52:00,2013-05-04 14:53:00,RTF,REPORT TO FOLLOW,,,018XX Conti St,70112.0,1,"(29.962212922328135, -90.07657553370149)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E0737013,30S,HOMICIDE BY SHOOTING,2A,,,,3686049,542315,2013-05-06 02:58:00,2013-05-06 02:59:00,2013-05-06 03:06:00,2013-05-06 06:53:00,RTF,REPORT TO FOLLOW,,,Florida Ave & I-10 W,70117.0,5,"(29.985039266438964, -90.0533254687447)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E1411313,30S,HOMICIDE BY SHOOTING,2A,,,,3683894,549561,2013-05-10 22:43:00,2013-05-10 22:44:00,2013-05-10 22:50:00,2013-05-11 02:45:00,RTF,REPORT TO FOLLOW,,,Elysian Fields Ave & Sumpter St,70122.0,3,"(30.005029197281413, -90.05987782785417)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E2388513,30S,HOMICIDE BY SHOOTING,2A,,,,3696405,526998,2013-05-17 20:43:00,2013-05-17 20:45:00,2013-05-17 20:48:00,2013-05-18 02:14:00,RTF,REPORT TO FOLLOW,,,012XX Horace St,70114.0,4,"(29.942600794113485, -90.02116946144777)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E2420113,30S,HOMICIDE BY SHOOTING,2A,,,,3672500,528265,2013-05-18 00:21:00,2013-05-18 00:28:00,2013-05-18 00:31:00,2013-05-18 06:35:00,RTF,REPORT TO FOLLOW,,,027XX S Galvez St,70125.0,6,"(29.946815699881068, -90.09660007269093)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E2420313,30S,HOMICIDE BY SHOOTING,2A,,,,3691935,553106,2013-05-18 00:22:00,2013-05-18 00:24:00,2013-05-18 00:32:00,2013-05-18 06:13:00,RTF,REPORT TO FOLLOW,,,051XX Congress Dr,70126.0,3,"(30.01452846213544, -90.0343477739961)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F0066013,30S,HOMICIDE BY SHOOTING,2A,,,,3708662,519189,2013-06-01 12:23:00,2013-06-01 12:24:00,2013-06-01 12:27:00,2013-06-01 19:16:00,RTF,REPORT TO FOLLOW,,,029XX Preston Pl,70131.0,4,"(29.92073716779623, -89.9827622240047)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F0987713,30S,HOMICIDE BY SHOOTING,2A,,,,3661361,529843,2013-06-07 21:53:00,2013-06-07 21:54:00,2013-06-07 21:59:00,2013-06-08 01:53:00,RTF,REPORT TO FOLLOW,,,085XX Willow St,70118.0,2,"(29.951480575446062, -90.13171790201788)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1090313,30S,HOMICIDE BY SHOOTING,2A,,,,3692383,536423,2013-06-08 16:09:00,2013-06-08 16:10:00,2013-06-08 16:13:00,2013-06-08 19:37:00,RTF,REPORT TO FOLLOW,,,014XX Mazant St,70117.0,5,"(29.968642291838403, -90.0335302444955)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1358513,30S,HOMICIDE BY SHOOTING,2A,,,,3683635,539164,2013-06-10 16:35:00,2013-06-10 16:36:00,2013-06-10 16:39:00,2013-06-10 21:40:00,RTF,REPORT TO FOLLOW,,,Pauger St & N Prieur St,70116.0,5,"(29.976449049701685, -90.06106076696273)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1823913,30S,HOMICIDE BY SHOOTING,2A,,,,3678435,523646,2013-06-14 00:43:00,2013-06-14 00:45:00,2013-06-14 00:46:00,2013-06-14 06:59:00,RTF,REPORT TO FOLLOW,,,020XX Prytania St,70130.0,6,"(29.93393750556679, -90.07802087695319)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2133113,30S,HOMICIDE BY SHOOTING,2A,,,,3677367,536882,2013-06-16 02:31:00,2013-06-16 02:33:00,2013-06-16 02:34:00,2013-06-16 06:09:00,RTF,REPORT TO FOLLOW,,,N Dorgenois St & Saint Ann St,70119.0,1,"(29.970364208147718, -90.08093579643283)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2508813,30S,HOMICIDE BY SHOOTING,2A,,,,3715437,565503,2013-06-18 21:17:00,2013-06-18 21:19:00,2013-06-18 21:23:00,2013-06-19 01:21:00,RTF,REPORT TO FOLLOW,,,121XX N I-10 Service Rd,70128.0,7,"(30.047861726966346, -89.95962427151291)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2656613,30S,HOMICIDE BY SHOOTING,2A,,,,3666331,537395,2013-06-19 22:45:00,2013-06-19 22:46:00,2013-06-19 22:53:00,2013-06-20 01:50:00,RTF,REPORT TO FOLLOW,,,039XX General Ogden St,70118.0,3,"(29.972101844181964, -90.11577162200476)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2882513,30S,HOMICIDE BY SHOOTING,2A,,,,3660591,530578,2013-06-21 15:43:00,2013-06-21 15:45:00,2013-06-21 15:54:00,2013-06-21 19:37:00,RTF,REPORT TO FOLLOW,,,014XX Eagle St,70118.0,2,"(29.953523770164008, -90.13412491161812)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F3398713,30S,HOMICIDE BY SHOOTING,2A,,,,3680190,530705,2013-06-25 09:46:00,2013-06-25 09:47:00,2013-06-25 09:49:00,2013-06-25 20:27:00,RTF,REPORT TO FOLLOW,,,002XX Baronne St,70112.0,8,"(29.95329441764097, -90.07223515196178)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F3681813,30S,HOMICIDE BY SHOOTING,2A,,,,3687306,539462,2013-06-27 03:34:00,2013-06-27 03:35:00,2013-06-27 03:38:00,2013-06-27 06:56:00,RTF,REPORT TO FOLLOW,,,019XX Painters St,70117.0,5,"(29.977155856579724, -90.04945611970635)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F4101713,30S,HOMICIDE BY SHOOTING,2A,,,,3696078,519682,2013-06-29 21:33:00,2013-06-29 21:34:00,2013-06-29 21:38:00,2013-06-30 04:43:00,RTF,REPORT TO FOLLOW,,,033XX Garden Oaks Dr,70114.0,4,"(29.922494595540936, -90.02246612031831)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F4219113,30S,HOMICIDE BY SHOOTING,2A,,,,3674810,523256,2013-06-30 17:45:00,2013-06-30 17:47:00,2013-06-30 17:54:00,2013-07-01 07:16:00,RTF,REPORT TO FOLLOW,,,019XX 6th St,70115.0,6,"(29.93297383314632, -90.08947822990712)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G0692213,30S,HOMICIDE BY SHOOTING,2A,,,,3694678,524507,2013-07-05 20:35:00,2013-07-05 20:36:00,2013-07-05 20:40:00,2013-07-06 00:01:00,RTF,REPORT TO FOLLOW,,,017XX Elizardi Blvd,70114.0,4,"(29.93580566801191, -90.02671165703947)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G1136213,30S,HOMICIDE BY SHOOTING,2A,,,,3680666,536989,2013-07-09 00:07:00,2013-07-09 00:10:00,2013-07-09 00:19:00,2013-07-09 04:14:00,RTF,REPORT TO FOLLOW,,,Esplanade Ave & N Roman St,70116.0,1,"(29.97055886207404, -90.07051347057217)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G1380213,30S,HOMICIDE BY SHOOTING,2A,,,,3677595,537185,2013-07-10 18:44:00,2013-07-10 18:45:00,2013-07-10 18:49:00,2013-07-11 01:11:00,RTF,REPORT TO FOLLOW,,,N Dorgenois St & Dumaine St,70119.0,1,"(29.971190500394673, -90.08020528185554)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G1394813,30S,HOMICIDE BY SHOOTING,2A,,,,3691297,536630,2013-07-10 20:59:00,2013-07-10 21:01:00,2013-07-10 21:06:00,2013-07-11 02:03:00,RTF,REPORT TO FOLLOW,,,037XX N Villere St,70117.0,5,"(29.969245297753794, -90.03695248447131)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G1796513,30S,HOMICIDE BY SHOOTING,2A,,,,3683407,537296,2013-07-13 19:21:00,2013-07-13 19:22:00,2013-07-13 19:26:00,2013-07-13 22:22:00,RTF,REPORT TO FOLLOW,,,014XX Saint Anthony St,70116.0,5,"(29.97131965851399, -90.0618463255074)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G1819713,30S,HOMICIDE BY SHOOTING,2A,,,,3673538,527837,2013-07-13 22:36:00,2013-07-13 22:38:00,2013-07-13 22:41:00,2013-07-14 01:33:00,RTF,REPORT TO FOLLOW,,,2nd St & S Roman St,70125.0,6,"(29.94560799427248, -90.09333734590436)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G1828513,30S,HOMICIDE BY SHOOTING,2A,,,,3674756,522622,2013-07-13 23:38:00,2013-07-13 23:40:00,2013-07-13 23:45:00,2013-07-14 06:59:00,RTF,REPORT TO FOLLOW,,,030XX Baronne St,70115.0,6,"(29.931232150763922, -90.08967042785626)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G2170913,30S,HOMICIDE BY SHOOTING,2A,,,,3679224,535038,2013-07-16 13:42:00,2013-07-16 13:43:00,2013-07-16 13:44:00,2013-07-16 16:50:00,RTF,REPORT TO FOLLOW,,,007XX N Roman St,70112.0,1,"(29.96523789848521, -90.07513513132507)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G2691713,30S,HOMICIDE BY SHOOTING,2A,,,,3695658,522661,2013-07-19 21:42:00,2013-07-19 21:45:00,2013-07-19 21:47:00,2013-07-20 01:08:00,RTF,REPORT TO FOLLOW,,,034XX Vespasian Blvd,70114.0,4,"(29.93069903664827, -90.02368440593554)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G2842113,30S,HOMICIDE BY SHOOTING,2A,,,,3674058,533314,2013-07-21 00:13:00,2013-07-21 00:14:00,2013-07-21 00:20:00,2013-07-21 06:20:00,RTF,REPORT TO FOLLOW,,,S Broad St & Gravier St,70119.0,1,"(29.960652442408314, -90.09150812068737)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G3756513,30S,HOMICIDE BY SHOOTING,2A,,,,3685603,538573,2013-07-27 16:52:00,2013-07-27 16:53:00,2013-07-27 16:56:00,2013-07-27 20:53:00,RTF,REPORT TO FOLLOW,,,N Derbigny St & Mandeville St,70117.0,5,"(29.974763775996333, -90.05486606474716)",VIOLENT CRIME,HOMICIDE BY SHOOTING
G3829213,30S,HOMICIDE BY SHOOTING,2A,,,,3681080,539866,2013-07-28 03:43:00,2013-07-28 03:45:00,2013-07-28 03:46:00,2013-07-28 08:10:00,RTF,REPORT TO FOLLOW,,,022XX Saint Bernard Ave,70119.0,1,"(29.978457063921233, -90.06910576460115)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H0340313,30S,HOMICIDE BY SHOOTING,2A,,,,3674413,523235,2013-08-03 10:06:00,2013-08-03 10:09:00,2013-08-03 10:10:00,2013-08-03 12:45:00,RTF,REPORT TO FOLLOW,,,030XX Danneel St,70115.0,6,"(29.932927933962837, -90.09073225084747)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H0440413,30S,HOMICIDE BY SHOOTING,2A,,,,3677731,534767,2013-08-04 02:23:00,2013-08-04 02:25:00,2013-08-04 02:26:00,2013-08-04 08:00:00,RTF,REPORT TO FOLLOW,,,004XX N Galvez St,70112.0,1,"(29.96453773394491, -90.07985931200518)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H1740913,30S,HOMICIDE BY SHOOTING,2A,,,,3697205,551896,2013-08-13 14:35:00,2013-08-13 14:35:00,2013-08-13 14:37:00,2013-08-13 22:31:00,RTF,REPORT TO FOLLOW,,,043XX Stemway Dr,70126.0,7,"(30.011036091178337, -90.01774114852745)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H3154313,30S,HOMICIDE BY SHOOTING,2A,,,,3696044,519704,2013-08-23 15:46:00,2013-08-23 15:49:00,2013-08-23 15:49:00,2013-08-23 22:30:00,RTF,REPORT TO FOLLOW,,,033XX Garden Oaks Dr,70114.0,4,"(29.922556157565545, -90.02257264962454)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H3723013,30S,HOMICIDE BY SHOOTING,2A,,,,3681834,521160,2013-08-27 18:59:00,2013-08-27 19:01:00,2013-08-27 19:03:00,2013-08-28 00:39:00,RTF,REPORT TO FOLLOW,,,004XX Felicity St,70130.0,6,"(29.92699899790026, -90.06737709445086)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H4019213,30S,HOMICIDE BY SHOOTING,2A,,,,3674941,524002,2013-08-29 20:18:00,2013-08-29 20:20:00,2013-08-29 20:21:00,2013-08-29 22:55:00,RTF,REPORT TO FOLLOW,,,028XX S Saratoga St,70115.0,6,"(29.935021179412193, -90.0890390976538)",VIOLENT CRIME,HOMICIDE BY SHOOTING
H4168913,30S,HOMICIDE BY SHOOTING,2A,,,,3692746,550554,2013-08-30 21:31:00,2013-08-30 21:34:00,2013-08-30 21:40:00,2013-08-30 23:32:00,RTF,REPORT TO FOLLOW,,,044XX Congress Dr,70126.0,3,"(30.007486104565785, -90.03187700390497)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I0129313,30S,HOMICIDE BY SHOOTING,2A,,,,3660130,530586,2013-09-02 00:16:00,2013-09-02 00:17:00,2013-09-02 00:22:00,2013-09-02 05:25:00,RTF,REPORT TO FOLLOW,,,013XX General Ogden St,70118.0,2,"(29.953559025905715, -90.13558029899875)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I0832213,30S,HOMICIDE BY SHOOTING,2A,,,,3681165,533028,2013-09-07 02:23:00,2013-09-07 02:24:00,2013-09-07 02:24:00,2013-09-07 06:58:00,RTF,REPORT TO FOLLOW,,,N Rampart St & Toulouse St,70112.0,8,"(29.959652337828917, -90.06907559206121)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I0853713,30S,HOMICIDE BY SHOOTING,2A,,,,3682951,538708,2013-09-07 07:29:00,2013-09-07 07:40:00,2013-09-07 07:45:00,2013-09-07 13:48:00,RTF,REPORT TO FOLLOW,,,018XX N Roman St,70116.0,5,"(29.975216073648703, -90.0632370073827)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I1154513,30S,HOMICIDE BY SHOOTING,2A,,,,3684066,538431,2013-09-09 11:55:00,2013-09-09 11:57:00,2013-09-09 12:01:00,2013-09-09 14:56:00,RTF,REPORT TO FOLLOW,,,020XX N Derbigny St,70116.0,5,"(29.97442038986386, -90.0597252721118)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I1524913,30S,HOMICIDE BY SHOOTING,2A,,,,3678517,548587,2013-09-11 23:06:00,2013-09-11 23:09:00,2013-09-11 23:16:00,2013-09-12 08:59:00,RTF,REPORT TO FOLLOW,,,044XX Jeanne Marie Pl,70122.0,3,"(30.002514262697147, -90.0768986334335)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I2042013,30S,HOMICIDE BY SHOOTING,2A,,,,3717928,556969,2013-09-15 19:38:00,,2013-09-15 19:49:00,2013-09-15 22:59:00,RTF,REPORT TO FOLLOW,,,047XX Sherwood Dr,70128.0,7,"(30.024314330942527, -89.95207653689133)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I2135313,30S,HOMICIDE BY SHOOTING,2A,,,,3683360,538355,2013-09-16 14:16:00,2013-09-16 14:18:00,2013-09-16 14:33:00,2013-09-16 16:35:00,RTF,REPORT TO FOLLOW,,,018XX N Derbigny St,70116.0,5,"(29.97423297459224, -90.06195764912339)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I2453713,30S,HOMICIDE BY SHOOTING,2A,,,,3698867,532242,2013-09-18 21:34:00,2013-09-18 21:35:00,2013-09-18 21:40:00,2013-09-18 23:49:00,RTF,REPORT TO FOLLOW,,,060XX Dauphine St,70117.0,5,"(29.95694219683425, -90.01320565588229)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I3527313,30S,HOMICIDE BY SHOOTING,2A,,,,3680545,520577,2013-09-26 18:46:00,2013-09-26 18:47:00,2013-09-26 18:49:00,2013-09-27 01:23:00,RTF,REPORT TO FOLLOW,,,005XX Josephine St,70130.0,6,"(29.92543503457876, -90.07146639605422)",VIOLENT CRIME,HOMICIDE BY SHOOTING
I3952613,30S,HOMICIDE BY SHOOTING,2A,,,,3695124,525852,2013-09-29 22:46:00,2013-09-29 22:48:00,2013-09-29 22:50:00,2013-09-30 03:00:00,RTF,REPORT TO FOLLOW,,,015XX Southlawn Blvd,70114.0,4,"(29.93948996355535, -90.02525516046663)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J0581213,30S,HOMICIDE BY SHOOTING,2A,,,,3695086,525852,2013-10-04 22:15:00,2013-10-04 22:15:00,2013-10-04 22:23:00,2013-10-05 06:09:00,RTF,REPORT TO FOLLOW,,,015XX Southlawn Blvd,70114.0,4,"(29.939491156314904, -90.02537513095355)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J0777213,30S,HOMICIDE BY SHOOTING,2A,,,,3723968,563661,2013-10-06 10:36:00,2013-10-06 10:37:00,2013-10-06 10:44:00,2013-10-06 15:45:00,RTF,REPORT TO FOLLOW,,,131XX Maple Wood Dr,70129.0,7,"(30.042513012965344, -89.93273303686655)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J0885213,30S,HOMICIDE BY SHOOTING,2A,,,,3676247,537751,2013-10-07 08:10:00,2013-10-07 08:11:00,2013-10-07 08:12:00,2013-10-07 12:36:00,RTF,REPORT TO FOLLOW,,,008XX N Dupre St,70119.0,1,"(29.972787274340217, -90.08444297112572)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J0964213,30S,HOMICIDE BY SHOOTING,2A,,,,3696899,553912,2013-10-07 18:46:00,2013-10-07 18:47:00,2013-10-07 18:49:00,2013-10-08 01:41:00,RTF,REPORT TO FOLLOW,,,047XX Stemway Dr,70126.0,7,"(30.016588989953085, -90.01863483949202)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J1020913,30S,HOMICIDE BY SHOOTING,2A,,,,3686764,537560,2013-10-08 06:55:00,2013-10-08 06:56:00,2013-10-08 06:59:00,2013-10-08 11:17:00,RTF,REPORT TO FOLLOW,,,Music St & N Villere St,70117.0,5,"(29.97194271146226, -90.05123514282066)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J1825313,30S,HOMICIDE BY SHOOTING,2A,,,,3679651,544800,2013-10-13 22:00:00,2013-10-13 22:02:00,2013-10-13 22:03:00,2013-10-14 05:42:00,RTF,REPORT TO FOLLOW,,,034XX Paris Ave,70122.0,3,"(29.99206711514624, -90.07344772588891)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J2679713,30S,HOMICIDE BY SHOOTING,2A,,,,3670474,530304,2013-10-19 20:31:00,2013-10-19 20:32:00,2013-10-19 20:36:00,2013-10-20 02:34:00,RTF,REPORT TO FOLLOW,,,S Gayoso St & Eden St,70125.0,2,"(29.952482253347895, -90.10292778142347)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J3236613,30S,HOMICIDE BY SHOOTING,2A,,,,3691791,523901,2013-10-23 18:29:00,2013-10-23 18:30:00,2013-10-23 18:36:00,2013-10-24 13:33:00,RTF,REPORT TO FOLLOW,,,Mardi Gras Blvd & Copernicus St (4I04),70114.0,4,"(29.934229580074728, -90.03584759337483)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J3452113,30S,HOMICIDE BY SHOOTING,2A,,,,3706578,560239,2013-10-25 07:46:00,,2013-10-25 07:54:00,2013-10-25 11:17:00,RTF,REPORT TO FOLLOW,,,069XX Boston Dr,70127.0,7,"(30.033676868222585, -89.98781884267966)",VIOLENT CRIME,HOMICIDE BY SHOOTING
J3688913,30S,HOMICIDE BY SHOOTING,2A,,,,3664467,536987,2013-10-26 23:12:00,2013-10-26 23:13:00,2013-10-26 23:18:00,2013-10-27 02:45:00,RTF,REPORT TO FOLLOW,,,034XX Mistletoe St,70118.0,2,"(29.971034309505754, -90.12167209365388)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K1498413,30S,HOMICIDE BY SHOOTING,2A,,,,3720625,574065,2013-11-11 20:29:00,2013-11-11 20:30:00,2013-11-11 20:37:00,2013-11-11 23:01:00,RTF,REPORT TO FOLLOW,,,149XX Curran Blvd,70128.0,7,"(30.07123161012272, -89.94289910569066)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K1571713,30S,HOMICIDE BY SHOOTING,2A,,,,3706330,561434,2013-11-12 12:03:00,2013-11-12 12:05:00,2013-11-12 12:07:00,2013-11-12 23:19:00,RTF,REPORT TO FOLLOW,,,072XX Salem Dr,70127.0,7,"(30.036970652636377, -89.98855822514908)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K1802613,30S,HOMICIDE BY SHOOTING,2A,,,,3690758,524634,2013-11-13 21:17:00,2013-11-13 21:17:00,2013-11-13 21:20:00,2013-11-14 03:19:00,RTF,REPORT TO FOLLOW,,,Gen De Gaulle Exit & Business 90 W,70114.0,4,"(29.936277204097042, -90.03908259116047)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K2042613,30S,HOMICIDE BY SHOOTING,2A,,,,3690905,549478,2013-11-15 15:24:00,2013-11-15 15:25:00,2013-11-15 15:28:00,2013-11-15 19:11:00,RTF,REPORT TO FOLLOW,,,044XX Chef Menteur Hwy,70126.0,3,"(30.004584867155423, -90.03773166504351)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K2419313,30S,HOMICIDE BY SHOOTING,2A,,,,3676117,526233,2013-11-18 12:37:00,2013-11-18 12:38:00,2013-11-18 12:42:00,2013-11-18 16:14:00,RTF,REPORT TO FOLLOW,,,021XX La Salle St,70113.0,6,"(29.941120530592585, -90.08524975420444)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K2490713,30S,HOMICIDE BY SHOOTING,2A,,,,3683010,541537,2013-11-18 22:18:00,2013-11-18 22:20:00,2013-11-18 22:24:00,2013-11-19 01:51:00,RTF,REPORT TO FOLLOW,,,025XX St Anthony St,70119.0,5,"(29.982993036188855, -90.06295161162735)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K2773913,30S,HOMICIDE BY SHOOTING,2A,,,,3686139,550906,2013-11-20 19:57:00,2013-11-20 19:59:00,2013-11-20 20:04:00,2013-11-21 03:59:00,RTF,REPORT TO FOLLOW,,,049XX Painters St,70122.0,3,"(30.00865866256977, -90.05273793253936)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K2783513,30S,HOMICIDE BY SHOOTING,2A,,,,3687214,555418,2013-11-20 21:29:00,2013-11-20 21:30:00,2013-11-20 21:34:00,2013-11-21 06:40:00,RTF,REPORT TO FOLLOW,,,060XX Lafaye St,70122.0,3,"(30.02103192294726, -90.04918191360805)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K2919713,30S,HOMICIDE BY SHOOTING,2A,,,,3678441,528037,2013-11-21 20:37:00,2013-11-21 20:39:00,2013-11-21 20:42:00,2013-11-22 00:05:00,RTF,REPORT TO FOLLOW,,,010XX Loyola Ave,,6,"(29.946011122762553, -90.07785004875133)",VIOLENT CRIME,HOMICIDE BY SHOOTING
