,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
37412,D1965115,67S,SHOPLIFTING,1C,107,SUSPICIOUS PERSON,2A,3684284,537922,04/16/2015 10:27:40 AM,,04/16/2015 10:27:40 AM,04/16/2015 11:31:16 AM,RTF,REPORT TO FOLLOW,Y,5A04,020XX N Claiborne Ave,70116.0,5,"(29.97301485, -90.05905301)",PROPERTY CRIME
37491,D1993715,966,DRUG VIOLATIONS,1G,107,SUSPICIOUS PERSON,2A,3696212,520195,04/16/2015 03:09:40 PM,04/16/2015 05:11:15 PM,04/16/2015 03:09:40 PM,04/16/2015 06:52:18 PM,RTF,REPORT TO FOLLOW,Y,4C02,032XX Garden Oaks Dr,70114.0,4,"(29.92390344, -90.02202357)",OTHER CFS
37601,D2033315,21C,CURFEW VIOLATION,1A,107,SUSPICIOUS PERSON,2A,3700618,517876,04/16/2015 08:26:33 PM,04/16/2015 08:26:41 PM,04/16/2015 08:26:33 PM,04/16/2015 09:41:03 PM,NAT,Necessary Action Taken,Y,4D01,General De Gaulle Dr & Kabel Dr,,4,"(29.91738548, -90.00820075)",OTHER CFS
38327,D2309515,103,DISTURBANCE (OTHER),1A,103D,DOMESTIC DISTURBANCE,2B,3687177,545486,04/19/2015 02:14:58 AM,,04/19/2015 02:14:58 AM,04/19/2015 02:16:56 AM,NAT,Necessary Action Taken,Y,3Y03,Franklin Ave & Sage St,,3,"(29.99372434, -90.04964996)",OTHER CFS
38547,D2407515,966,DRUG VIOLATIONS,1G,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3690386,548798,04/19/2015 10:02:32 PM,,04/19/2015 10:02:32 PM,04/20/2015 12:33:29 AM,RTF,REPORT TO FOLLOW,Y,3U01,042XX Old Gentilly Rd,70126.0,3,"(30.00273134, -90.03939447)",OTHER CFS
38549,D2408515,21,COMPLAINT OTHER,1H,20I,AUTO ACCIDENT WITH INJURY,2B,3684739,540363,04/19/2015 10:11:34 PM,,04/19/2015 10:11:34 PM,04/20/2015 12:51:47 AM,DUP,DUPLICATE,Y,5L01,I10 E Onramp & Elysian Fields Ave,70117.0,5,"(29.97971332, -90.05753045)",OTHER CFS
38568,D2418615,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3705019,558403,04/20/2015 12:07:59 AM,04/20/2015 12:08:37 AM,04/20/2015 12:07:59 AM,04/20/2015 12:14:41 AM,NAT,Necessary Action Taken,Y,7R02,057XX Crowder Blvd,,7,"(30.02868075, -89.99281237)",OTHER CFS
39275,D2669415,67S,SHOPLIFTING,1C,107,SUSPICIOUS PERSON,2A,3689003,536001,04/21/2015 08:46:30 PM,04/21/2015 09:41:30 PM,04/21/2015 08:46:30 PM,04/21/2015 10:38:04 PM,RTF,REPORT TO FOLLOW,Y,5C02,031XX Saint Claude Ave,70117.0,5,"(29.96758786, -90.04421930)",PROPERTY CRIME
39276,D2669415,67S,SHOPLIFTING,1C,107,SUSPICIOUS PERSON,2A,3689003,536001,04/21/2015 08:46:30 PM,04/21/2015 09:41:30 PM,04/21/2015 08:46:30 PM,04/21/2015 10:38:04 PM,RTF,REPORT TO FOLLOW,Y,5C02,031XX Saint Claude Ave,70117.0,5,"(29.96758786, -90.04421930)",PROPERTY CRIME
39441,D2713415,20,AUTO ACCIDENT,1C,20I,AUTO ACCIDENT WITH INJURY,2B,3683408,546700,04/22/2015 06:09:12 AM,04/22/2015 06:10:41 AM,04/22/2015 06:09:12 AM,04/22/2015 07:32:18 AM,RTF,REPORT TO FOLLOW,Y,3Q04,Norman Mayer Ave & Gentilly Blvd,,3,"(29.99717809, -90.06151112)",OTHER CFS
39533,D2754215,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3679970,531546,04/22/2015 12:49:02 PM,04/22/2015 12:49:17 PM,04/22/2015 12:49:02 PM,04/22/2015 01:28:21 PM,NAT,Necessary Action Taken,Y,8I02,S Rampart St & Canal St,70112.0,8,"(29.95561609, -90.07289762)",OTHER CFS
39765,D2835515,21,COMPLAINT OTHER,1H,1055,OFFICER NEEDS ASSISTANCE,2A,3680018,540847,04/23/2015 12:29:49 AM,04/23/2015 12:31:38 AM,04/23/2015 12:29:49 AM,04/23/2015 02:44:11 AM,NAT,Necessary Action Taken,Y,1C02,Rousselin Dr & Aubry St,,1,"(29.98118785, -90.07242541)",OTHER CFS
39892,D2881615,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3681705,531947,04/23/2015 11:35:41 AM,,04/23/2015 11:35:41 AM,04/23/2015 12:37:10 PM,NAT,Necessary Action Taken,Y,8D05,004XX Blk Bourbon St,70112.0,8,"(29.95666607, -90.06740589)",OTHER CFS
40008,D2939415,103,DISTURBANCE (OTHER),1A,107,SUSPICIOUS PERSON,2A,3694984,523834,04/23/2015 07:54:52 PM,,04/23/2015 07:54:52 PM,04/23/2015 08:25:37 PM,NAT,Necessary Action Taken,Y,4I02,019XX Jo Ann Pl,70114.0,4,"(29.93394756, -90.02576876)",OTHER CFS
40241,D3004315,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3682548,531531,04/24/2015 09:19:47 AM,,04/24/2015 09:19:47 AM,04/24/2015 09:20:17 AM,NAT,Necessary Action Taken,Y,8C03,005XX Blk Saint Louis St,,8,"(29.95549526, -90.06476029)",OTHER CFS
40312,D3031715,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3684638,541562,04/24/2015 01:55:28 PM,04/24/2015 02:25:55 PM,04/24/2015 01:55:28 PM,04/24/2015 02:25:59 PM,RTF,REPORT TO FOLLOW,Y,5L03,025XX Elysian Fields Ave,70117.0,5,"(29.98301398, -90.05780651)",OTHER CFS
40376,D3077915,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3681348,531038,04/24/2015 08:04:40 PM,,04/24/2015 08:04:40 PM,04/24/2015 08:14:28 PM,NAT,Necessary Action Taken,Y,8D01,007XX Iberville St,70130.0,8,"(29.95417558, -90.06856697)",OTHER CFS
40440,D3103015,19,DRUNK,1F,24,MEDICAL,2B,3684732,534510,04/24/2015 11:58:32 PM,04/25/2015 12:02:35 AM,04/24/2015 11:58:32 PM,04/25/2015 12:48:39 AM,NAT,Necessary Action Taken,Y,8F01,006XX Frenchmen St,70116.0,8,"(29.96361879, -90.05775743)",OTHER CFS
40452,D3104715,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3681849,532136,04/25/2015 12:19:27 AM,04/25/2015 12:19:51 AM,04/25/2015 12:19:27 AM,04/25/2015 01:58:27 AM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95718057, -90.06694606)",OTHER CFS
40627,D3150615,100,HIT & RUN,1E,20I,AUTO ACCIDENT WITH INJURY,2B,3695751,549597,04/25/2015 10:52:37 AM,04/25/2015 10:58:37 AM,04/25/2015 10:52:37 AM,04/25/2015 12:17:38 PM,RTF,REPORT TO FOLLOW,Y,7B03,Almonaster Ave & Jourdan Rd,70126.0,7,"(30.00476271, -90.02241577)",OTHER CFS
40746,D3192415,21P,LOST PROPERTY,1A,65P,"SIMPLE ROBBERY, PROPERTY SNATCHING",2B,3681451,531376,04/25/2015 05:41:15 PM,04/25/2015 07:31:05 PM,04/25/2015 05:41:15 PM,04/25/2015 07:40:58 PM,VOI,VOID,Y,8D04,007XX Bienville St,70130.0,8,"(29.95510232, -90.06822811)",OTHER CFS
40754,D3194315,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3673923,525551,04/25/2015 05:56:49 PM,04/25/2015 06:03:22 PM,04/25/2015 05:56:49 PM,04/25/2015 06:39:51 PM,NAT,Necessary Action Taken,Y,6I02,Washington Ave & S Robertson St,70115.0,6,"(29.93931327, -90.09219827)",OTHER CFS
40844,D3225115,35,SIMPLE BATTERY,1D,24,MEDICAL,2B,3683115,540624,04/25/2015 10:39:27 PM,04/25/2015 11:17:52 PM,04/25/2015 10:39:27 PM,04/26/2015 06:00:56 AM,RTF,REPORT TO FOLLOW,Y,5K02,023XX Saint Anthony St,70119.0,5,"(29.98048045, -90.06265028)",OTHER CFS
40895,D3241715,103,DISTURBANCE (OTHER),1A,103D,DOMESTIC DISTURBANCE,2B,3691951,537256,04/26/2015 01:11:15 AM,,04/26/2015 01:11:15 AM,04/26/2015 02:13:20 AM,NAT,Necessary Action Taken,Y,5H01,039XX N Claiborne Ave,70117.0,5,"(29.97094797, -90.03486425)",OTHER CFS
41059,D3310915,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3681255,530701,04/26/2015 04:22:39 PM,,04/26/2015 04:22:39 PM,04/26/2015 04:28:00 PM,NAT,Necessary Action Taken,Y,8C01,001XX Royal St,70130.0,8,"(29.95325317, -90.06887037)",OTHER CFS
41060,D3311615,103M,MENTAL PATIENT,1A,107,SUSPICIOUS PERSON,2A,37369000,3513814,04/26/2015 04:29:37 PM,04/26/2015 04:31:08 PM,04/26/2015 04:29:37 PM,04/26/2015 07:21:25 PM,NAT,Necessary Action Taken,Y,8E05,Decatur St & St Philip St,70116.0,8,"(0, 0)",OTHER CFS
41111,D3329615,55,AGGRAVATED CRIMINAL DAMAGE,1B,94,DISCHARGING FIREARM,2B,3673344,530704,04/26/2015 07:10:04 PM,04/26/2015 07:12:19 PM,04/26/2015 07:10:04 PM,04/27/2015 02:20:11 AM,RTF,REPORT TO FOLLOW,Y,6M03,037XX Earhart Blvd,70125.0,6,"(29.95349922, -90.09385177)",VIOLENT CRIME
41256,D3369715,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3680337,529488,04/27/2015 03:24:19 AM,04/27/2015 03:49:14 AM,04/27/2015 03:24:19 AM,04/27/2015 04:19:33 AM,RTF,REPORT TO FOLLOW,Y,8I01,Poydras St & Carondelet St,,8,"(29.94994592, -90.07181217)",OTHER CFS
41389,D3438815,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2B,3683260,531423,04/27/2015 03:21:27 PM,04/27/2015 03:30:18 PM,04/27/2015 03:21:27 PM,04/27/2015 04:45:41 PM,RTF,REPORT TO FOLLOW,Y,8B02,001XX Toulouse St,70130.0,8,"(29.95517557, -90.06251401)",OTHER CFS
41471,D3463515,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3675002,521885,04/27/2015 06:50:37 PM,,04/27/2015 06:50:37 PM,04/27/2015 07:54:13 PM,NAT,Necessary Action Taken,Y,6D02,8th St & Saint Charles Ave,,6,"(29.92920077, -90.08891770)",OTHER CFS
42190,D3698615,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3681820,530254,04/29/2015 03:23:31 PM,,04/29/2015 03:23:31 PM,04/29/2015 04:57:06 PM,NAT,Necessary Action Taken,Y,8C01,Magazine St & Canal St,,8,"(29.95200498, -90.06710236)",OTHER CFS
42299,D3725915,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3693134,545150,04/29/2015 06:36:31 PM,04/29/2015 06:36:36 PM,04/29/2015 06:36:31 PM,04/29/2015 07:06:50 PM,NAT,Necessary Action Taken,Y,5Q02,036XX Kimi O'Gray Ave,70126.0,5,"(29.99261762, -90.03084414)",OTHER CFS
42491,D3771815,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3684029,534399,04/30/2015 02:17:52 AM,,04/30/2015 02:17:52 AM,04/30/2015 02:54:26 AM,NAT,Necessary Action Taken,Y,8E02,Esplanade Ave & Royal St,,8,"(29.96333693, -90.05998192)",OTHER CFS
42962,E0014115,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3682248,532665,05/01/2015 02:49:32 AM,,05/01/2015 02:49:32 AM,05/01/2015 03:05:59 AM,NAT,Necessary Action Taken,Y,8D06,St Peter St & Bourbon St,70112.0,8,"(29.95862250, -90.06566702)",OTHER CFS
43248,E0111315,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3681744,532591,05/01/2015 08:05:01 PM,,05/01/2015 08:05:01 PM,05/01/2015 08:55:53 PM,NAT,Necessary Action Taken,Y,8D03,Toulouse St & Dauphine St,,8,"(29.95843435, -90.06726110)",OTHER CFS
43700,E0306015,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3680935,532738,05/03/2015 09:35:58 AM,,05/03/2015 09:35:58 AM,05/03/2015 09:56:18 AM,NAT,Necessary Action Taken,Y,8D03,005XX N Rampart St,70112.0,8,"(29.95886280, -90.06980889)",OTHER CFS
43847,E0371715,21,COMPLAINT OTHER,1H,20I,AUTO ACCIDENT WITH INJURY,2B,3681883,531587,05/03/2015 09:17:53 PM,05/03/2015 09:24:18 PM,05/03/2015 09:17:53 PM,05/03/2015 09:25:03 PM,NAT,Necessary Action Taken,Y,8D05,Conti St & Royal St,70130.0,8,"(29.95567030, -90.06685815)",OTHER CFS
44183,E0514915,35,SIMPLE BATTERY,1D,24,MEDICAL,2B,3681288,531201,05/05/2015 02:18:27 AM,05/05/2015 02:33:02 AM,05/05/2015 02:18:27 AM,05/05/2015 05:04:49 AM,RTF,REPORT TO FOLLOW,Y,8D04,007XX Iberville St,70130.0,8,"(29.95462649, -90.06874918)",OTHER CFS
44199,E0520515,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3682209,533201,05/05/2015 05:21:37 AM,,05/05/2015 05:21:37 AM,05/05/2015 05:36:21 AM,NAT,Necessary Action Taken,Y,8E01,009XX Saint Ann St,70116.0,8,"(29.96009834, -90.06577238)",OTHER CFS
44499,E0634915,966,DRUG VIOLATIONS,1G,107,SUSPICIOUS PERSON,2A,37369000,3513814,05/05/2015 11:44:53 PM,05/05/2015 11:45:06 PM,05/05/2015 11:44:53 PM,05/06/2015 01:31:58 AM,RTF,REPORT TO FOLLOW,Y,,Dau & Bour,,0,"(0E-8, 0E-8)",OTHER CFS
44927,E0763615,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3682270,530841,05/06/2015 09:12:04 PM,,05/06/2015 09:12:04 PM,05/06/2015 09:32:14 PM,NAT,Necessary Action Taken,Y,8C02,Bienville St & Decatur St,70130.0,8,"(29.95360677, -90.06566022)",OTHER CFS
45047,E0790515,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681446,531014,05/07/2015 02:00:22 AM,,05/07/2015 02:00:22 AM,05/07/2015 02:19:24 AM,NAT,Necessary Action Taken,Y,8D04,007XX Iberville St,70130.0,8,"(29.95410635, -90.06825649)",OTHER CFS
45173,E0824415,966,DRUG VIOLATIONS,1G,24,MEDICAL,2B,3681594,537504,05/07/2015 10:39:59 AM,05/07/2015 11:22:27 AM,05/07/2015 10:39:59 AM,05/07/2015 01:12:05 PM,RTF,REPORT TO FOLLOW,Y,1B01,015XX N Derbigny St,70116.0,1,"(29.97194751, -90.06756399)",OTHER CFS
45832,E1066215,56,SIMPLE CRIMINAL DAMAGE,1D,24,MEDICAL,2B,3682313,532662,05/09/2015 03:43:57 AM,05/09/2015 03:48:37 AM,05/09/2015 03:43:57 AM,05/09/2015 06:27:46 AM,RTF,REPORT TO FOLLOW,Y,8D06,007XX Bourbon St,70116.0,8,"(29.95861234, -90.06546275)",OTHER CFS
45926,E1130315,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3679820,531659,05/09/2015 05:22:30 PM,05/09/2015 05:22:46 PM,05/09/2015 05:22:30 PM,05/09/2015 05:28:21 PM,NAT,Necessary Action Taken,Y,8I02,Canal St & Elk Pl,,8,"(29.95593052, -90.07336830)",OTHER CFS
46128,E1196215,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2B,3680879,532814,05/10/2015 04:06:04 AM,,05/10/2015 04:06:04 AM,05/10/2015 04:17:06 AM,UNF,UNFOUNDED,Y,1E03,005XX N Rampart St,70112.0,1,"(29.95907388, -90.06998424)",OTHER CFS
46269,E1264715,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2B,3677898,526270,05/10/2015 06:26:55 PM,05/10/2015 08:08:49 PM,05/10/2015 06:26:55 PM,05/10/2015 08:17:58 PM,UNF,UNFOUNDED,Y,6H02,019XX Mlk Blvd,70113.0,6,"(29.94117043, -90.07962247)",OTHER CFS
46432,E1347215,79,VIOLATION OF PROTECTION ORDER,1A,79,VIOLATION OF PROTECTION ORDER,2C,3681931,538246,05/11/2015 11:48:48 AM,05/11/2015 01:50:01 PM,05/11/2015 11:48:48 AM,05/11/2015 02:49:39 PM,RTF,REPORT TO FOLLOW,Y,1B01,017XX Saint Bernard Ave,70116.0,1,"(29.97397818, -90.06647178)",OTHER CFS
46676,E1433715,21,COMPLAINT OTHER,1H,64J,CARJACKING,2A,3671488,525910,05/12/2015 01:25:10 AM,05/12/2015 01:26:49 AM,05/12/2015 01:25:10 AM,05/12/2015 03:00:05 AM,RTF,REPORT TO FOLLOW,Y,2O01,Gen Taylor St & S Claiborne Ave,70125.0,2,"(29.94037108, -90.09987523)",OTHER CFS
46786,E1460115,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3682578,531061,05/12/2015 09:04:48 AM,05/12/2015 09:05:16 AM,05/12/2015 09:04:48 AM,05/12/2015 09:14:50 AM,NAT,Necessary Action Taken,Y,8B02,Conti St & N Peters St,70130.0,8,"(29.95420118, -90.06468105)",OTHER CFS
46897,E1500415,20,AUTO ACCIDENT,1C,20I,AUTO ACCIDENT WITH INJURY,2B,3694878,549666,05/12/2015 03:00:12 PM,05/12/2015 03:18:17 PM,05/12/2015 03:00:12 PM,05/12/2015 05:21:16 PM,RTF,REPORT TO FOLLOW,Y,7A01,I10 E & Highrise E,70126.0,3,"(30.00497779, -90.02517141)",OTHER CFS
47051,E1542915,21C,CURFEW VIOLATION,1A,107,SUSPICIOUS PERSON,2A,3668112,532911,05/12/2015 08:16:35 PM,05/12/2015 08:22:26 PM,05/12/2015 08:16:35 PM,05/13/2015 12:12:43 AM,NAT,Necessary Action Taken,Y,2U04,Pine St & Forshey St,70125.0,2,"(29.95972219, -90.11029604)",OTHER CFS
47234,E1580615,20,AUTO ACCIDENT,1C,20I,AUTO ACCIDENT WITH INJURY,2B,3680895,532769,05/13/2015 02:51:09 AM,05/13/2015 02:56:53 AM,05/13/2015 02:51:09 AM,05/13/2015 05:18:38 AM,RTF,REPORT TO FOLLOW,Y,1E04,005XX N Rampart St,70112.0,1,"(29.95895047, -90.06993714)",OTHER CFS
47781,E1793015,966,DRUG VIOLATIONS,1G,95,ILLEGAL CARRYING OF WEAPON,2B,3696015,526934,05/14/2015 04:52:16 PM,,05/14/2015 04:52:16 PM,05/14/2015 05:44:58 PM,RTF,REPORT TO FOLLOW,Y,4K01,012XX Odeon Ave,70114.0,4,"(29.94243824, -90.02240251)",OTHER CFS
48167,E1944515,20,AUTO ACCIDENT,1C,20I,AUTO ACCIDENT WITH INJURY,2B,3674444,521056,05/15/2015 06:58:24 PM,,05/15/2015 06:58:24 PM,05/15/2015 08:16:21 PM,RTF,REPORT TO FOLLOW,Y,6D01,Louisiana Ave & Prytania St,,6,"(29.92693720, -90.09070825)",OTHER CFS
48281,E1976015,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3682116,533076,05/15/2015 11:40:08 PM,05/15/2015 11:40:11 PM,05/15/2015 11:40:08 PM,05/15/2015 11:45:37 PM,NAT,Necessary Action Taken,Y,8E01,007XX Dauphine St,70116.0,8,"(29.95975624, -90.06607004)",OTHER CFS
48298,E1981515,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3673402,537131,05/16/2015 12:28:22 AM,,05/16/2015 12:28:22 AM,05/16/2015 12:35:36 AM,NAT,Necessary Action Taken,Y,1M03,N Jefferson Davis Pkwy & Iberville St,,1,"(29.97117002, -90.09344876)",OTHER CFS
48325,E1986415,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3681597,531806,05/16/2015 01:06:19 AM,,05/16/2015 01:06:19 AM,05/16/2015 01:16:18 AM,NAT,Necessary Action Taken,Y,8D05,Conti St & Bourbon St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
48623,E2104315,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3682031,532378,05/17/2015 12:44:37 AM,05/17/2015 12:44:56 AM,05/17/2015 12:44:37 AM,05/17/2015 02:17:37 AM,RTF,REPORT TO FOLLOW,Y,8D06,Toulouse St & Bourbon St,70112.0,8,"(29.95783996, -90.06636321)",OTHER CFS
48925,E2233415,21C,CURFEW VIOLATION,1A,107,SUSPICIOUS PERSON,2A,3675256,522060,05/18/2015 02:48:55 AM,,05/18/2015 02:48:55 AM,05/18/2015 03:36:42 AM,NAT,Necessary Action Taken,Y,6D02,Saint Charles Ave & 7th St,,6,"(29.92967199, -90.08811084)",OTHER CFS
50124,E2622215,21,COMPLAINT OTHER,1H,20I,AUTO ACCIDENT WITH INJURY,2B,3693383,536493,05/20/2015 11:49:18 PM,05/21/2015 12:16:02 AM,05/20/2015 11:49:18 PM,05/21/2015 12:21:19 AM,NAT,Necessary Action Taken,Y,5D03,Poland Ave & N Robertson St,,5,"(29.96880495, -90.03036858)",OTHER CFS
50505,E2752715,21,COMPLAINT OTHER,1H,103F,FIGHT,2B,3682082,529645,05/21/2015 11:25:02 PM,05/21/2015 11:25:19 PM,05/21/2015 11:25:02 PM,05/21/2015 11:40:10 PM,NAT,Necessary Action Taken,Y,8G02,003XX Canal St,,8,"(29.95032257, -90.06629572)",OTHER CFS
50516,E2756015,56,SIMPLE CRIMINAL DAMAGE,1D,107,SUSPICIOUS PERSON,2A,3673758,536227,05/21/2015 11:43:49 PM,05/22/2015 12:03:45 AM,05/21/2015 11:43:49 PM,05/22/2015 01:46:21 AM,RTF,REPORT TO FOLLOW,Y,1L02,032XX Canal St,70119.0,1,"(29.96867277, -90.09235296)",OTHER CFS
50565,E2766115,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681597,531806,05/22/2015 01:25:39 AM,,05/22/2015 01:25:39 AM,05/22/2015 02:53:39 AM,NAT,Necessary Action Taken,Y,8D05,Conti St & Bourbon St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
50608,E2775915,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3680740,532728,05/22/2015 04:30:02 AM,,05/22/2015 04:30:02 AM,05/22/2015 04:39:43 AM,NAT,Necessary Action Taken,Y,1E04,004XX N Rampart St,70112.0,1,"(29.95884115, -90.07042591)",OTHER CFS
50783,E2851015,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3681379,531516,05/22/2015 05:52:18 PM,05/22/2015 05:52:47 PM,05/22/2015 05:52:18 PM,05/22/2015 05:59:23 PM,NAT,Necessary Action Taken,Y,8D04,Bienville St & Bourbon St,70112.0,8,"(29.95548846, -90.06845210)",OTHER CFS
50978,E2908015,35,SIMPLE BATTERY,1D,24,MEDICAL,2B,3697981,551700,05/23/2015 02:56:08 AM,05/23/2015 02:57:09 AM,05/23/2015 02:56:08 AM,05/24/2015 03:43:37 PM,UNF,UNFOUNDED,Y,7C01,Chef Menteur Hwy & Majestic Oaks Dr,,7,"(30.01047329, -90.01529488)",OTHER CFS
51202,E3024015,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3683498,532721,05/23/2015 11:46:18 PM,,05/23/2015 11:46:18 PM,05/23/2015 11:49:19 PM,NAT,Necessary Action Taken,Y,8E04,005XX Dumaine St,70116.0,8,"(29.95873932, -90.06171738)",OTHER CFS
51220,E3028915,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3684678,535196,05/24/2015 12:33:27 AM,,05/24/2015 12:33:27 AM,05/24/2015 12:56:55 AM,NAT,Necessary Action Taken,Y,8F03,008XX Frenchmen St,,8,"(29.96550774, -90.05790508)",OTHER CFS
51813,E3273815,62C,SIMPLE BURGLARY VEHICLE,1E,107,SUSPICIOUS PERSON,2A,3704427,511035,05/26/2015 02:50:50 AM,05/26/2015 03:33:25 AM,05/26/2015 02:50:50 AM,05/26/2015 04:38:57 AM,RTF,REPORT TO FOLLOW,Y,4D05,035XX Timber Wolf Ln,70131.0,4,"(29.89845452, -89.99642855)",PROPERTY CRIME
51814,E3273815,62C,SIMPLE BURGLARY VEHICLE,1E,107,SUSPICIOUS PERSON,2A,3704427,511035,05/26/2015 02:50:50 AM,05/26/2015 03:33:25 AM,05/26/2015 02:50:50 AM,05/26/2015 04:38:57 AM,RTF,REPORT TO FOLLOW,Y,4D05,035XX Timber Wolf Ln,70131.0,4,"(29.89845452, -89.99642855)",PROPERTY CRIME
52109,E3403915,18,TRAFFIC INCIDENT,1H,107,SUSPICIOUS PERSON,2A,3681554,531807,05/27/2015 12:57:13 AM,05/27/2015 12:57:59 AM,05/27/2015 12:57:13 AM,05/27/2015 01:20:37 AM,NAT,Necessary Action Taken,Y,8D04,008XX Conti St,70112.0,8,"(29.95628491, -90.06788831)",OTHER CFS
52152,E3417915,21,COMPLAINT OTHER,1H,107,SUSPICIOUS PERSON,2A,3684921,538150,05/27/2015 05:53:36 AM,05/27/2015 05:55:08 AM,05/27/2015 05:53:36 AM,05/27/2015 06:21:29 AM,NAT,Necessary Action Taken,Y,5B03,016XX Elysian Fields Ave,70117.0,5,"(29.97362252, -90.05703369)",OTHER CFS
52410,E3521715,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2B,3687490,537926,05/27/2015 10:25:02 PM,05/27/2015 11:15:28 PM,05/27/2015 10:25:02 PM,05/28/2015 01:24:04 AM,UNF,UNFOUNDED,Y,5C03,026XX N Robertson St,70117.0,5,"(29.97292868, -90.04892657)",OTHER CFS
52411,E3521815,966,DRUG VIOLATIONS,1G,107,SUSPICIOUS PERSON,2A,3681597,531806,05/27/2015 10:26:26 PM,05/27/2015 10:28:38 PM,05/27/2015 10:26:26 PM,05/28/2015 01:02:20 AM,RTF,REPORT TO FOLLOW,Y,8D05,Conti St & Bourbon St,,8,"(29.95628022, -90.06775199)",OTHER CFS
52655,E3606715,19,DRUNK,1F,24,MEDICAL,2B,3683283,532138,05/28/2015 04:02:27 PM,,05/28/2015 04:02:27 PM,05/28/2015 04:31:11 PM,NAT,Necessary Action Taken,Y,8B02,007XX Decatur St,70116.0,8,"(29.95714085, -90.06241669)",OTHER CFS
52813,E3666315,103,DISTURBANCE (OTHER),1A,103F,FIGHT,2B,3682495,532984,05/29/2015 01:04:02 AM,,05/29/2015 01:04:02 AM,05/29/2015 01:08:10 AM,NAT,Necessary Action Taken,Y,8E01,Bourbon St & St Ann St,70116.0,8,"(29.95949211, -90.06487464)",OTHER CFS
52849,E3677815,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2B,3682181,535545,05/29/2015 04:11:23 AM,05/29/2015 04:12:12 AM,05/29/2015 04:11:23 AM,05/29/2015 11:24:27 AM,UNF,UNFOUNDED,Y,1F02,013XX Treme St,70116.0,1,"(29.96654257, -90.06577861)",OTHER CFS
52879,E3690815,21,COMPLAINT OTHER,1H,24,MEDICAL,2B,3683449,534842,05/29/2015 08:07:53 AM,,05/29/2015 08:07:53 AM,05/29/2015 08:14:01 AM,NAT,Necessary Action Taken,Y,8E02,Dauphine St & Esplanade Ave,,8,"(29.96457328, -90.06179733)",OTHER CFS
52980,E3736015,43B,SEXUAL BATTERY,1Y,43B,SEXUAL BATTERY,2B,37369000,3513814,05/29/2015 04:05:01 PM,,05/29/2015 04:05:01 PM,05/29/2015 04:05:24 PM,RTF,REPORT TO FOLLOW,Y,5D04,044XX Urquhart St,70117.0,5,"(0, 0)",OTHER CFS
