,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
46640,E1427715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/11/2015 11:48:02 PM,,05/11/2015 11:48:02 PM,05/11/2015 11:48:23 PM,NAT,Necessary Action Taken,Y,8C02,003XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
46649,E1429115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681867,532106,05/12/2015 12:06:57 AM,05/12/2015 12:07:03 AM,05/12/2015 12:06:57 AM,05/12/2015 01:06:23 AM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70130.0,8,"(29.95709748, -90.06689088)",OTHER CFS
46654,E1430315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 12:20:24 AM,,05/12/2015 12:20:24 AM,05/12/2015 12:21:21 AM,NAT,Necessary Action Taken,Y,8D06,007XX Saint Peter St,70130.0,8,"(0, 0)",OTHER CFS
46657,E1431015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 12:31:46 AM,,05/12/2015 12:31:46 AM,05/12/2015 02:09:36 AM,NAT,Necessary Action Taken,Y,5C03,Franklin Ave & N Robertson St,70117.0,5,"(0, 0)",OTHER CFS
46669,E1432615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681813,532089,05/12/2015 01:02:03 AM,05/12/2015 01:02:09 AM,05/12/2015 01:02:03 AM,05/12/2015 01:09:54 AM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95705191, -90.06705979)",OTHER CFS
46693,E1437215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 02:24:34 AM,05/12/2015 02:33:21 AM,05/12/2015 02:24:34 AM,05/12/2015 02:37:11 AM,NAT,Necessary Action Taken,Y,8C02,003XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
46694,E1437315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682868,535366,05/12/2015 02:25:12 AM,05/12/2015 02:25:18 AM,05/12/2015 02:25:12 AM,05/12/2015 02:29:42 AM,NAT,Necessary Action Taken,Y,1A01,N Rampart St & Esplanade Ave,,1,"(29.96602949, -90.06361383)",OTHER CFS
46695,E1437515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 02:25:52 AM,,05/12/2015 02:25:52 AM,05/12/2015 02:33:21 AM,VOI,VOID,Y,8C02,003XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
46747,E1448215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3679779,524773,05/12/2015 06:28:32 AM,,05/12/2015 06:28:32 AM,05/12/2015 06:32:01 AM,VOI,VOID,Y,6E02,014XX Coliseum St,70130.0,6,"(29.93699673, -90.07373617)",OTHER CFS
46750,E1448915,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3679269,549692,05/12/2015 06:40:10 AM,,05/12/2015 06:40:10 AM,05/12/2015 07:11:45 AM,RTF,REPORT TO FOLLOW,Y,3M04,046XX Paris Ave,70122.0,3,"(30.00553249, -90.07448317)",OTHER CFS
46764,E1455515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3662604,530161,05/12/2015 08:19:35 AM,,05/12/2015 08:19:35 AM,05/12/2015 09:01:07 AM,NAT,Necessary Action Taken,Y,2K03,Green St & Dante St,70118.0,2,"(29.95231916, -90.12778053)",OTHER CFS
46795,E1463915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3673321,525550,05/12/2015 09:39:18 AM,,05/12/2015 09:39:18 AM,05/12/2015 09:41:44 AM,NAT,Necessary Action Taken,Y,6I01,6th St & Magnolia St,70115.0,6,"(29.93932814, -90.09410054)",OTHER CFS
46801,E1464915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3669950,518679,05/12/2015 09:50:53 AM,,05/12/2015 09:50:53 AM,05/12/2015 10:03:40 AM,NAT,Necessary Action Taken,Y,2F04,Valence St & Magazine St,,2,"(29.92053435, -90.10497516)",OTHER CFS
46806,E1465615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3665651,536107,05/12/2015 09:58:55 AM,,05/12/2015 09:58:55 AM,05/12/2015 10:23:40 AM,NAT,Necessary Action Taken,Y,2S02,Edinburgh St & Eagle St,70118.0,2,"(29.96858077, -90.11796127)",OTHER CFS
46829,E1473215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3671207,529030,05/12/2015 11:14:10 AM,,05/12/2015 11:14:10 AM,05/12/2015 11:32:26 AM,NAT,Necessary Action Taken,Y,2R01,039XX Louisiana Avenue Pkwy,70125.0,6,"(29.94895869, -90.10065392)",OTHER CFS
46830,E1473415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682589,535587,05/12/2015 11:15:36 AM,05/12/2015 11:15:50 AM,05/12/2015 11:15:36 AM,05/12/2015 11:22:18 AM,NAT,Necessary Action Taken,Y,1A01,Henriette Delille St & Esplanade Ave,,1,"(29.96664718, -90.06448868)",OTHER CFS
46912,E1504615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 03:35:49 PM,,05/12/2015 03:35:49 PM,05/12/2015 04:16:05 PM,NAT,Necessary Action Taken,Y,6F02,4th St & La Salle St,,6,"(0, 0)",OTHER CFS
46937,E1512915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3697981,551700,05/12/2015 04:34:16 PM,,05/12/2015 04:34:16 PM,05/12/2015 04:54:39 PM,NAT,Necessary Action Taken,Y,7C01,Chef Menteur Hwy & Majestic Oaks Dr,70126.0,7,"(30.01047329, -90.01529488)",OTHER CFS
46958,E1517715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681597,531806,05/12/2015 05:10:26 PM,,05/12/2015 05:10:26 PM,05/12/2015 05:21:57 PM,NAT,Necessary Action Taken,Y,8D05,Conti St & Bourbon St,70112.0,8,"(29.95628022, -90.06775199)",OTHER CFS
46985,E1523615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699729,551934,05/12/2015 05:44:01 PM,,05/12/2015 05:44:01 PM,05/12/2015 06:02:36 PM,NAT,Necessary Action Taken,Y,7C02,Chef Menteur Hwy & Dale St,70126.0,7,"(30.01106212, -90.00976377)",OTHER CFS
47004,E1529115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 06:20:27 PM,,05/12/2015 06:20:27 PM,05/12/2015 07:21:12 PM,NAT,Necessary Action Taken,Y,6B07,019XX Tchoupitoulas St,70130.0,6,"(0, 0)",OTHER CFS
47084,E1552415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3685120,548229,05/12/2015 09:40:33 PM,,05/12/2015 09:40:33 PM,05/12/2015 09:50:42 PM,NAT,Necessary Action Taken,Y,3Y03,Clematis St & Wisteria St,70122.0,3,"(30.00133014, -90.05604969)",OTHER CFS
47109,E1558415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3671457,526031,05/12/2015 10:34:10 PM,,05/12/2015 10:34:10 PM,05/12/2015 10:41:42 PM,NAT,Necessary Action Taken,Y,2R01,General Taylor St & S Claiborne Ave,,2,"(29.94070448, -90.09996605)",OTHER CFS
47123,E1561215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3673465,523188,05/12/2015 10:54:22 PM,,05/12/2015 10:54:22 PM,05/12/2015 11:01:19 PM,NAT,Necessary Action Taken,Y,6Q02,021XX Louisiana Ave,70115.0,6,"(29.93282813, -90.09372651)",OTHER CFS
47126,E1562015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3675838,523787,05/12/2015 11:01:35 PM,,05/12/2015 11:01:35 PM,05/12/2015 11:20:32 PM,NAT,Necessary Action Taken,Y,6Q05,Dryades St & 3rd St,70113.0,6,"(29.93440410, -90.08621359)",OTHER CFS
47128,E1562315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680927,530925,05/12/2015 11:04:46 PM,05/12/2015 11:05:22 PM,05/12/2015 11:04:46 PM,05/13/2015 12:15:58 AM,NAT,Necessary Action Taken,Y,8D01,Canal St & Bourbon St,70112.0,8,"(29.95387931, -90.06989927)",OTHER CFS
47140,E1563715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/12/2015 11:25:28 PM,,05/12/2015 11:25:28 PM,05/13/2015 12:51:35 AM,NAT,Necessary Action Taken,Y,8F01,Frenchmen St & Royal St,70116.0,8,"(0, 0)",OTHER CFS
47141,E1563815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3680935,532738,05/12/2015 11:25:51 PM,,05/12/2015 11:25:51 PM,05/12/2015 11:30:59 PM,UNF,UNFOUNDED,Y,8D03,Saint Louis St & N Rampart St,70112.0,8,"(29.95886279, -90.06980889)",OTHER CFS
47146,E1564615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3679436,526783,05/12/2015 11:32:50 PM,,05/12/2015 11:32:50 PM,05/12/2015 11:51:23 PM,NAT,Necessary Action Taken,Y,6G03,Calliope St & Carondelet St,70113.0,6,"(29.94253541, -90.07474888)",OTHER CFS
47198,E1573815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683298,534641,05/13/2015 01:18:31 AM,,05/13/2015 01:18:31 AM,05/13/2015 01:57:33 AM,NAT,Necessary Action Taken,Y,8E02,Barracks St & Dauphine St,70116.0,8,"(29.96402274, -90.06228219)",OTHER CFS
47213,E1576215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/13/2015 01:40:08 AM,,05/13/2015 01:40:08 AM,05/13/2015 03:24:34 AM,VOI,VOID,Y,8C02,003XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
47222,E1578315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3687428,536347,05/13/2015 02:06:14 AM,,05/13/2015 02:06:14 AM,05/13/2015 03:02:27 AM,NAT,Necessary Action Taken,Y,5C02,027XX Saint Claude Ave,70117.0,5,"(29.96858807, -90.04918099)",OTHER CFS
47244,E1582515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3687715,536321,05/13/2015 03:49:03 AM,,05/13/2015 03:49:03 AM,05/13/2015 04:17:27 AM,NAT,Necessary Action Taken,Y,5C02,Saint Claude Ave & Saint Ferdinand St,70117.0,5,"(29.96850834, -90.04827359)",OTHER CFS
47295,E1597815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682494,531977,05/13/2015 08:10:14 AM,,05/13/2015 08:10:14 AM,05/13/2015 08:17:10 AM,NAT,Necessary Action Taken,Y,8C03,006XX Toulouse St,70130.0,8,"(29.95672370, -90.06491361)",OTHER CFS
47304,E1602615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/13/2015 09:09:20 AM,,05/13/2015 09:09:20 AM,05/13/2015 09:23:51 AM,NAT,Necessary Action Taken,Y,8I01,009XX Canal St,70112.0,8,"(0, 0)",OTHER CFS
47317,E1610915,20I,AUTO ACCIDENT WITH INJURY,2B,20I,AUTO ACCIDENT WITH INJURY,2B,3672362,524286,05/13/2015 10:31:34 AM,,05/13/2015 10:31:34 AM,05/13/2015 11:43:33 AM,RTF,REPORT TO FOLLOW,Y,2O01,Amelia St & Freret St,70115.0,6,"(29.93587919, -90.09716900)",OTHER CFS
47322,E1612215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/13/2015 10:49:01 AM,,05/13/2015 10:49:01 AM,05/13/2015 11:55:37 AM,NAT,Necessary Action Taken,Y,8I01,Canal St & St Charles Ave,70130.0,8,"(0, 0)",OTHER CFS
47350,E1624215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681568,536835,05/13/2015 12:37:38 PM,05/13/2015 12:43:28 PM,05/13/2015 12:37:38 PM,05/13/2015 01:00:21 PM,NAT,Necessary Action Taken,Y,1A01,Kerlerec St & N Claiborne Ave,,1,"(29.97010814, -90.06766821)",OTHER CFS
47354,E1625315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3684303,544551,05/13/2015 12:51:18 PM,,05/13/2015 12:51:18 PM,05/13/2015 01:07:20 PM,NAT,Necessary Action Taken,Y,3X01,I610 E & Elysian Fields Ave,70122.0,3,"(29.99124142, -90.05876005)",OTHER CFS
47381,E1633315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3691560,549285,05/13/2015 01:54:03 PM,,05/13/2015 01:54:03 PM,05/13/2015 01:55:33 PM,VOI,VOID,Y,3U02,Louisa St & Old Gentilly Rd,70126.0,3,"(30.00403582, -90.03566632)",OTHER CFS
47382,E1633515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3691560,549285,05/13/2015 01:54:31 PM,,05/13/2015 01:54:31 PM,05/13/2015 02:08:40 PM,NAT,Necessary Action Taken,Y,3U02,Louisa St & Old Gentilly Rd,70126.0,3,"(30.00403582, -90.03566632)",OTHER CFS
47442,E1660715,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3679820,531659,05/13/2015 05:37:17 PM,05/13/2015 07:45:17 PM,05/13/2015 05:37:17 PM,05/13/2015 08:26:53 PM,RTF,REPORT TO FOLLOW,Y,8I02,Canal St & Elk Pl,,8,"(29.95593052, -90.07336830)",OTHER CFS
47493,E1676315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3684640,533927,05/13/2015 07:32:55 PM,05/13/2015 07:55:30 PM,05/13/2015 07:32:55 PM,05/13/2015 07:56:30 PM,NAT,Necessary Action Taken,Y,8E05,Esplanade Ave & Decatur St,70116.0,8,"(29.96201850, -90.05807064)",OTHER CFS
47536,E1689115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682248,532665,05/13/2015 09:10:39 PM,05/13/2015 09:10:57 PM,05/13/2015 09:10:39 PM,05/13/2015 09:22:32 PM,NAT,Necessary Action Taken,Y,8D06,007XX Bourbon St,70112.0,8,"(29.95862250, -90.06566702)",OTHER CFS
47563,E1696215,94,DISCHARGING FIREARM,2B,94,DISCHARGING FIREARM,2B,3685284,555859,05/13/2015 10:03:25 PM,,05/13/2015 10:03:25 PM,05/13/2015 10:26:06 PM,DUP,DUPLICATE,Y,3R03,Robert E Lee Blvd & Music St,70122.0,3,"(30.02230514, -90.05526334)",OTHER CFS
47630,E1718215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3662694,529137,05/14/2015 03:24:31 AM,,05/14/2015 03:24:31 AM,05/14/2015 03:25:02 AM,GOA,GONE ON ARRIVAL,Y,2K03,Jeannette St & S Carrollton Ave,70118.0,2,"(29.94950171, -90.12753132)",OTHER CFS
47648,E1721815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674612,527614,05/14/2015 04:36:52 AM,05/14/2015 04:37:15 AM,05/14/2015 04:36:52 AM,05/14/2015 05:35:38 AM,NAT,Necessary Action Taken,Y,6I03,Jackson Ave & S Claiborne Ave,70125.0,6,"(29.94496551, -90.08995386)",OTHER CFS
47665,E1732415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/14/2015 08:00:42 AM,05/14/2015 08:01:25 AM,05/14/2015 08:00:42 AM,05/14/2015 04:55:33 PM,NAT,Necessary Action Taken,Y,2F04,043XX Magazine St,70115.0,6,"(0, 0)",OTHER CFS
47666,E1732815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674507,524602,05/14/2015 08:04:18 AM,05/14/2015 08:10:15 AM,05/14/2015 08:04:18 AM,05/14/2015 08:56:13 AM,NAT,Necessary Action Taken,Y,6F02,023XX Washington Ave,70115.0,6,"(29.93668620, -90.09038808)",OTHER CFS
47683,E1745115,103F,FIGHT,2B,103F,FIGHT,2B,3683802,552033,05/14/2015 09:59:46 AM,,05/14/2015 09:59:46 AM,05/14/2015 09:59:58 AM,RTF,REPORT TO FOLLOW,Y,3T01,052XX Elysian Fields Ave,70122.0,3,"(30.01183092, -90.06008093)",OTHER CFS
47811,E1801015,110E,ELECTRONIC MONITORING ESCAPE/EVASION,2A,110E,ELECTRONIC MONITORING ESCAPE/EVASION,2A,3675084,525927,05/14/2015 05:53:15 PM,,05/14/2015 05:53:15 PM,05/14/2015 05:53:23 PM,RTF,REPORT TO FOLLOW,Y,6I02,024XX Freret St,70113.0,6,"(29.94031075, -90.08852088)",OTHER CFS
47827,E1811915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3693122,534145,05/14/2015 07:17:46 PM,,05/14/2015 07:17:46 PM,05/14/2015 07:25:42 PM,NAT,Necessary Action Taken,Y,5D04,009XX Kentucky St,70117.0,5,"(29.96235808, -90.03127583)",OTHER CFS
47854,E1819915,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3665498,520128,05/14/2015 08:20:09 PM,,05/14/2015 08:20:09 PM,05/14/2015 08:28:26 PM,NAT,Necessary Action Taken,Y,2F01,011XX Eleonore St,70115.0,2,"(29.92464791, -90.11897854)",OTHER CFS
47898,E1836415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683181,535180,05/14/2015 10:25:04 PM,05/14/2015 10:31:54 PM,05/14/2015 10:25:04 PM,05/15/2015 01:17:41 AM,NAT,Necessary Action Taken,Y,8F02,010XX Esplanade Ave,70116.0,8,"(29.96550835, -90.06263305)",OTHER CFS
47901,E1837115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683298,534641,05/14/2015 10:28:57 PM,,05/14/2015 10:28:57 PM,05/14/2015 10:32:10 PM,DUP,DUPLICATE,Y,8E02,Barracks St & Dauphine St,70116.0,8,"(29.96402274, -90.06228219)",OTHER CFS
47911,E1839515,94,DISCHARGING FIREARM,2B,94,DISCHARGING FIREARM,2B,3696005,519354,05/14/2015 10:44:57 PM,05/14/2015 10:47:56 PM,05/14/2015 10:44:57 PM,05/14/2015 11:34:39 PM,UNF,UNFOUNDED,Y,4C02,034XX Garden Oaks Dr,70114.0,4,"(29.92159748, -90.02270560)",OTHER CFS
47942,E1847415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/15/2015 12:22:42 AM,,05/15/2015 12:22:42 AM,05/15/2015 12:37:44 AM,NAT,Necessary Action Taken,Y,8D06,Toulouse St & Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
47967,E1851515,79,VIOLATION OF PROTECTION ORDER,2C,79,VIOLATION OF PROTECTION ORDER,2C,3665194,531770,05/15/2015 01:05:56 AM,,05/15/2015 01:05:56 AM,05/15/2015 03:34:05 AM,RTF,REPORT TO FOLLOW,Y,2P01,Nelson St & S Carrollton Ave,70125.0,2,"(29.95667041, -90.11954926)",OTHER CFS
47978,E1854915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681238,532519,05/15/2015 01:50:17 AM,,05/15/2015 01:50:17 AM,05/15/2015 02:21:14 AM,GOA,GONE ON ARRIVAL,Y,8D03,Burgundy St & Saint Louis St,70112.0,8,"(29.95825257, -90.06886267)",OTHER CFS
48011,E1866815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/15/2015 05:50:12 AM,,05/15/2015 05:50:12 AM,05/15/2015 06:08:20 AM,NAT,Necessary Action Taken,Y,8D04,003XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
48036,E1890215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3666666,531866,05/15/2015 10:58:03 AM,,05/15/2015 10:58:03 AM,05/15/2015 11:03:26 AM,NAT,Necessary Action Taken,Y,2U01,Walmsley Ave & Burdette St,70125.0,2,"(29.95689032, -90.11489761)",OTHER CFS
48080,E1918715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682534,532444,05/15/2015 03:48:24 PM,,05/15/2015 03:48:24 PM,05/15/2015 03:50:33 PM,NAT,Necessary Action Taken,Y,8D06,Royal St & Saint Peter St,70130.0,8,"(29.95800744, -90.06477006)",OTHER CFS
48104,E1924815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3669950,518679,05/15/2015 04:26:03 PM,,05/15/2015 04:26:03 PM,05/15/2015 04:27:52 PM,NAT,Necessary Action Taken,Y,2F04,Valence St & Magazine St,70115.0,2,"(29.92053435, -90.10497516)",OTHER CFS
48120,E1927415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3687807,528740,05/15/2015 04:47:41 PM,,05/15/2015 04:47:41 PM,05/15/2015 04:52:54 PM,NAT,Necessary Action Taken,Y,4G01,008XX Belleville St,,4,"(29.94765900, -90.04825220)",OTHER CFS
48134,E1931415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3670400,529159,05/15/2015 05:17:22 PM,,05/15/2015 05:17:22 PM,05/15/2015 05:40:04 PM,NAT,Necessary Action Taken,Y,2R01,General Pershing St & S Broad St,70125.0,2,"(29.94933868, -90.10319816)",OTHER CFS
48155,E1939115,60,AGGRAVATED BURGLARY,2A,60,AGGRAVATED BURGLARY,2A,3664303,537319,05/15/2015 06:15:13 PM,,05/15/2015 06:15:13 PM,05/15/2015 08:12:16 PM,RTF,REPORT TO FOLLOW,Y,3A01,093XX Airline Hwy,70118.0,3,"(29.97195454, -90.12217755)",PROPERTY CRIME
48156,E1939115,60,AGGRAVATED BURGLARY,2A,60,AGGRAVATED BURGLARY,2A,3664303,537319,05/15/2015 06:15:13 PM,,05/15/2015 06:15:13 PM,05/15/2015 08:12:16 PM,RTF,REPORT TO FOLLOW,Y,3A01,093XX Airline Hwy,70118.0,3,"(29.97195454, -90.12217755)",PROPERTY CRIME
48166,E1944015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682495,532984,05/15/2015 06:52:59 PM,,05/15/2015 06:52:59 PM,05/15/2015 06:57:35 PM,UNF,UNFOUNDED,Y,8E01,Bourbon St & St Ann St,70116.0,8,"(29.95949211, -90.06487464)",OTHER CFS
48193,E1950115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3688204,548745,05/15/2015 07:50:16 PM,,05/15/2015 07:50:16 PM,05/15/2015 08:07:23 PM,NAT,Necessary Action Taken,Y,3Y03,Gentilly Blvd & Aster St,70122.0,3,"(30.00265408, -90.04628889)",OTHER CFS
48205,E1953215,35D,SIMPLE BATTERY DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3715452,565491,05/15/2015 08:13:34 PM,05/15/2015 08:13:39 PM,05/15/2015 08:13:34 PM,05/15/2015 10:40:35 PM,UNF,UNFOUNDED,Y,7I11,121XX N I-10 Service Rd,70128.0,7,"(30.04783086, -89.95957427)",OTHER CFS
48213,E1955315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/15/2015 08:27:27 PM,,05/15/2015 08:27:27 PM,05/15/2015 09:33:03 PM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & Conti St,70112.0,8,"(0, 0)",OTHER CFS
48246,E1963915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3694758,558060,05/15/2015 09:38:50 PM,,05/15/2015 09:38:50 PM,05/15/2015 09:56:46 PM,NAT,Necessary Action Taken,Y,7A05,075XX Downman Rd,70126.0,3,"(30.02806416, -90.02524668)",OTHER CFS
48256,E1967515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3686515,540154,05/15/2015 10:07:53 PM,,05/15/2015 10:07:53 PM,05/16/2015 12:14:09 AM,NAT,Necessary Action Taken,Y,5L02,021XX Music St,70117.0,5,"(29.97908569, -90.05192840)",OTHER CFS
48294,E1979615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699694,531962,05/16/2015 12:11:02 AM,,05/16/2015 12:11:02 AM,05/16/2015 12:27:54 AM,NAT,Necessary Action Taken,Y,5E04,Dauphine St & Tricou St,70117.0,5,"(29.95614753, -90.01060275)",OTHER CFS
48316,E1985215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/16/2015 12:57:29 AM,,05/16/2015 12:57:29 AM,05/16/2015 01:59:41 AM,NAT,Necessary Action Taken,Y,8C02,003XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
48345,E1991415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/16/2015 02:39:18 AM,,05/16/2015 02:39:18 AM,05/16/2015 02:45:30 AM,NAT,Necessary Action Taken,Y,8D06,007XX Bourbon St,70116.0,8,"(0, 0)",OTHER CFS
48355,E1995215,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2B,95K,ILLEGAL CARRYING OF WEAPON- KNIFE,2B,3673072,539909,05/16/2015 03:39:04 AM,05/16/2015 03:41:07 AM,05/16/2015 03:39:04 AM,05/16/2015 06:31:20 AM,RTF,REPORT TO FOLLOW,Y,1M01,Orleans Ave & Ida St,70119.0,1,"(29.97881795, -90.09439418)",OTHER CFS
48367,E1998815,103F,FIGHT,2B,103F,FIGHT,2B,3681092,531735,05/16/2015 04:54:35 AM,,05/16/2015 04:54:35 AM,05/16/2015 05:13:52 AM,NAT,Necessary Action Taken,Y,8D02,Dauphine St & Bienville St,70112.0,8,"(29.95610098, -90.06934975)",OTHER CFS
48375,E2001715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/16/2015 05:40:24 AM,,05/16/2015 05:40:24 AM,05/16/2015 06:20:38 AM,NAT,Necessary Action Taken,Y,8D02,003XX Dauphine St,70112.0,8,"(0, 0)",OTHER CFS
48485,E2063515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/16/2015 06:56:51 PM,,05/16/2015 06:56:51 PM,05/16/2015 07:13:10 PM,NAT,Necessary Action Taken,Y,8D06,Toulouse St & Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
48489,E2064715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682248,532665,05/16/2015 07:07:49 PM,,05/16/2015 07:07:49 PM,05/16/2015 07:14:24 PM,GOA,GONE ON ARRIVAL,Y,8D06,007XX Bourbon St,70112.0,8,"(29.95862250, -90.06566702)",OTHER CFS
48497,E2067715,35D,SIMPLE BATTERY DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3716930,569189,05/16/2015 07:38:14 PM,05/16/2015 09:28:12 PM,05/16/2015 07:38:14 PM,05/16/2015 10:50:49 PM,RTF,REPORT TO FOLLOW,Y,7K03,Morrison Rd & Gannon Rd,70128.0,7,"(30.05794780, -89.95476416)",OTHER CFS
48571,E2086515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,05/16/2015 10:08:42 PM,,05/16/2015 10:08:42 PM,05/17/2015 12:11:51 AM,NAT,Necessary Action Taken,Y,8B02,001XX Conti St,70130.0,8,"(0, 0)",OTHER CFS
