,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
202271,H0722215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3679408,527574,08/06/2015 05:06:46 PM,08/06/2015 05:30:43 PM,08/06/2015 05:31:06 PM,08/06/2015 06:37:21 PM,RTF,REPORT TO FOLLOW,N,6G04,Howard Ave & Baronne St,70113.0,6,"(29.94470936, -90.07481073)",OTHER CFS
202285,H0724415,67B,BICYCLE THEFT,2A,67B,BICYCLE THEFT,1E,3681315,539574,08/06/2015 05:18:16 PM,08/06/2015 05:48:03 PM,08/06/2015 05:57:04 PM,08/06/2015 06:49:05 PM,UNF,UNFOUNDED,N,5K04,N Galvez St & Saint Bernard Ave,70119.0,5,"(29.97764739, -90.06837244)",PROPERTY CRIME
202286,H0724415,67B,BICYCLE THEFT,2A,67B,BICYCLE THEFT,1E,3681315,539574,08/06/2015 05:18:16 PM,08/06/2015 05:48:03 PM,08/06/2015 05:57:04 PM,08/06/2015 06:49:05 PM,UNF,UNFOUNDED,N,5K04,N Galvez St & Saint Bernard Ave,70119.0,5,"(29.97764739, -90.06837244)",PROPERTY CRIME
202329,H0731315,24,MEDICAL,2B,103,DISTURBANCE (OTHER),1A,37369000,3513814,08/06/2015 06:06:35 PM,08/06/2015 07:09:57 PM,08/06/2015 07:08:55 PM,08/06/2015 07:52:05 PM,NAT,Necessary Action Taken,N,6B02,005XX Saint Andrew St,70130.0,6,"(0, 0)",OTHER CFS
202350,H0733715,62A,"BURGLAR ALARM, SILENT",2C,62,SIMPLE BURGLARY,1E,3675782,519947,08/06/2015 06:38:50 PM,08/06/2015 06:41:58 PM,08/06/2015 06:47:05 PM,08/06/2015 06:52:58 PM,NAT,Necessary Action Taken,N,6A04,032XX Magazine St,70115.0,6,"(29.92384755, -90.08652231)",OTHER CFS
202389,H0738515,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3683729,545180,08/06/2015 07:23:32 PM,08/06/2015 09:07:07 PM,,08/06/2015 10:39:05 PM,RTF,REPORT TO FOLLOW,N,3X02,021XX Pleasure St,70122.0,3,"(29.99298851, -90.06055092)",OTHER CFS
202415,H0741915,24,MEDICAL,2B,19,DRUNK,1F,37369000,3513814,08/06/2015 07:58:22 PM,08/06/2015 07:58:22 PM,08/06/2015 07:59:08 PM,08/06/2015 08:13:42 PM,NAT,Necessary Action Taken,N,1L01,027XX Canal St,70119.0,1,"(0, 0)",OTHER CFS
202468,H0747715,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3662560,527422,08/06/2015 08:53:22 PM,08/06/2015 08:58:17 PM,08/06/2015 09:02:17 PM,08/06/2015 09:54:34 PM,RTF,REPORT TO FOLLOW,N,2L01,078XX Zimpel St,70118.0,2,"(29.94479056, -90.12800996)",OTHER CFS
202469,H0747815,67A,AUTO THEFT,2A,67A,AUTO THEFT,1B,3690953,535518,08/06/2015 08:54:09 PM,,,08/06/2015 08:58:19 PM,DUP,DUPLICATE,N,5D02,Saint Claude Ave & Independence St,70117.0,5,"(29.96620055, -90.03807820)",PROPERTY CRIME
202470,H0747815,67A,AUTO THEFT,2A,67A,AUTO THEFT,1B,3690953,535518,08/06/2015 08:54:09 PM,,,08/06/2015 08:58:19 PM,DUP,DUPLICATE,N,5D02,Saint Claude Ave & Independence St,70117.0,5,"(29.96620055, -90.03807820)",PROPERTY CRIME
202493,H0751115,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3747626,604856,08/06/2015 09:33:32 PM,08/06/2015 09:40:57 PM,08/06/2015 09:50:16 PM,08/06/2015 10:15:53 PM,UNF,UNFOUNDED,N,7L07,Hwy 11 Bridge,70129.0,7,"(30.15496597, -89.85628664)",OTHER CFS
202516,H0754915,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1A,3670863,520340,08/06/2015 10:05:29 PM,08/06/2015 10:10:17 PM,08/06/2015 10:12:33 PM,08/06/2015 10:17:08 PM,GOA,GONE ON ARRIVAL,N,2F04,014XX Napoleon Ave,70115.0,2,"(29.92507413, -90.10203618)",OTHER CFS
202602,H0772115,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,08/07/2015 01:19:19 AM,08/07/2015 01:32:31 AM,08/07/2015 01:39:23 AM,08/07/2015 02:04:26 AM,NAT,Necessary Action Taken,N,6E04,Calliope St & Saint Charles Ave,70130.0,6,"(0, 0)",OTHER CFS
202670,H0787815,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3681761,544198,08/07/2015 06:43:52 AM,08/07/2015 07:17:15 AM,08/07/2015 07:26:35 AM,08/07/2015 08:45:01 AM,RTF,REPORT TO FOLLOW,N,3X01,New Orleans St & Benefit St,70122.0,3,"(29.99035003, -90.06680302)",OTHER CFS
202687,H0802715,100,HIT & RUN,2A,100,HIT & RUN,1E,3682082,524120,08/07/2015 09:55:02 AM,08/07/2015 09:56:35 AM,,08/07/2015 10:54:33 AM,RTF,REPORT TO FOLLOW,N,6C01,Tchoupitoulas St & Henderson St,70130.0,6,"(29.93513174, -90.06649004)",OTHER CFS
202764,H0799015,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1A,3785174,609629,08/07/2015 09:17:52 AM,08/07/2015 09:19:11 AM,08/07/2015 09:36:18 AM,08/07/2015 10:46:02 AM,NAT,Necessary Action Taken,N,7N02,271XX Chef Menteur Hwy,70129.0,7,"(30.16670446, -89.73727860)",OTHER CFS
202863,H0812215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3672258,538459,08/07/2015 11:32:17 AM,08/07/2015 11:51:18 AM,08/07/2015 11:53:05 AM,08/07/2015 01:01:34 PM,RTF,REPORT TO FOLLOW,N,1M02,Bienville St & N Scott St,70119.0,1,"(29.97485386, -90.09701618)",OTHER CFS
202951,H0824715,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,08/07/2015 01:23:47 PM,08/07/2015 01:23:47 PM,08/07/2015 01:24:27 PM,08/07/2015 02:17:34 PM,NAT,Necessary Action Taken,N,8D01,001XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
202962,H0826215,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3691606,548831,08/07/2015 01:36:41 PM,08/07/2015 01:38:22 PM,,08/07/2015 03:48:44 PM,RTF,REPORT TO FOLLOW,N,3U01,I-10 E & Louisa St,70126.0,3,"(30.00278448, -90.03553747)",OTHER CFS
203065,H0839215,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3684815,538136,08/07/2015 03:45:45 PM,08/07/2015 06:59:58 PM,08/07/2015 07:08:44 PM,08/07/2015 07:19:15 PM,UNF,UNFOUNDED,N,5A04,N Claiborne Av & Elysian Fields Ave,70117.0,5,"(29.97358903, -90.05736819)",OTHER CFS
203100,H0843315,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3700187,535025,08/07/2015 04:20:53 PM,08/07/2015 04:40:58 PM,08/07/2015 04:38:06 PM,08/07/2015 06:13:49 PM,RTF,REPORT TO FOLLOW,N,5E03,Tupelo St & N Claiborne Ave,70117.0,5,"(29.96455393, -90.00893458)",OTHER CFS
203117,H0845215,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3712090,566826,08/07/2015 04:32:58 PM,08/07/2015 04:51:12 PM,,08/07/2015 05:00:05 PM,VOI,VOID,N,7I14,XX Marywood Ct,70128.0,7,"(30.05161099, -89.97015258)",OTHER CFS
203143,H0848515,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3713365,557204,08/07/2015 04:57:26 PM,08/07/2015 05:49:15 PM,,08/07/2015 07:50:10 PM,RTF,REPORT TO FOLLOW,N,7J02,Warren Dr & Pressburg St,70127.0,7,"(30.02511364, -89.96648320)",OTHER CFS
203151,H0849615,100I,HIT & RUN WITH INJURIES,2B,20,AUTO ACCIDENT,1C,3678584,524470,08/07/2015 05:10:51 PM,08/07/2015 05:46:12 PM,08/07/2015 05:50:56 PM,08/07/2015 06:56:51 PM,RTF,REPORT TO FOLLOW,N,6E03,Felicity St & Saint Charles Ave,70130.0,6,"(29.93620094, -90.07752016)",OTHER CFS
203186,H0854715,103D,DOMESTIC DISTURBANCE,2A,103D,DOMESTIC DISTURBANCE,1A,3680879,521288,08/07/2015 05:53:49 PM,08/07/2015 06:17:15 PM,08/07/2015 06:31:37 PM,08/07/2015 08:00:06 PM,RTF,REPORT TO FOLLOW,N,6B02,019XX Saint Thomas St,70130.0,6,"(29.92738208, -90.07038429)",OTHER CFS
203191,H0855415,103,DISTURBANCE (OTHER),2A,21,COMPLAINT OTHER,1H,3687906,545017,08/07/2015 05:55:56 PM,08/07/2015 06:28:31 PM,08/07/2015 06:33:54 PM,08/07/2015 07:11:57 PM,DUP,DUPLICATE,N,3Y04,027XX Edge St,70122.0,3,"(29.99241306, -90.04736401)",OTHER CFS
203256,H0865115,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3701534,552270,08/07/2015 07:16:05 PM,08/07/2015 07:39:10 PM,08/07/2015 07:47:07 PM,08/07/2015 08:25:07 PM,NAT,Necessary Action Taken,N,7C04,072XX Chef Menteur Hwy,70126.0,7,"(30.01192778, -90.00404972)",OTHER CFS
203327,H0874715,79,VIOLATION OF PROTECTION ORDER,2C,21,COMPLAINT OTHER,1H,3705970,557645,08/07/2015 08:25:14 PM,08/07/2015 08:25:14 PM,,08/08/2015 12:52:56 AM,RTF,REPORT TO FOLLOW,N,7R01,054XX Crowder Blvd,70127.0,7,"(30.02656550, -89.98983440)",OTHER CFS
203413,H0887515,103F,FIGHT,2B,21N,NOISE COMPLAINT,1E,3664919,548234,08/07/2015 09:53:29 PM,08/07/2015 10:36:50 PM,08/07/2015 10:48:33 PM,08/07/2015 11:06:20 PM,NAT,Necessary Action Taken,N,3B03,003XX 14th St,70124.0,3,"(30.00194733, -90.11986575)",OTHER CFS
203524,H0907315,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3696421,534093,08/08/2015 12:19:58 AM,08/08/2015 01:14:37 AM,08/08/2015 01:22:17 AM,08/08/2015 01:31:33 AM,NAT,Necessary Action Taken,N,5E01,051XX Saint Claude Ave,70117.0,5,"(29.96210994, -90.02086192)",OTHER CFS
203605,H0919515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3693549,549018,08/08/2015 02:31:23 AM,08/08/2015 02:55:21 AM,08/08/2015 03:00:14 AM,08/08/2015 06:55:33 AM,RTF,REPORT TO FOLLOW,N,5Q03,Almonaster Ave & Alvar St,70126.0,5,"(30.00323841, -90.02939427)",OTHER CFS
203666,H0928615,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3691604,549444,08/08/2015 04:50:00 AM,08/08/2015 05:24:12 AM,08/08/2015 05:30:16 AM,08/08/2015 05:57:59 AM,NAT,Necessary Action Taken,N,3U02,046XX Old Gentilly Rd,70126.0,3,"(30.00447040, -90.03552249)",OTHER CFS
203704,H0933915,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3698823,551807,08/08/2015 07:13:14 AM,08/08/2015 07:28:51 AM,08/08/2015 07:42:40 AM,08/08/2015 08:11:55 AM,RTF,REPORT TO FOLLOW,N,7C02,I-10 E Onramp & Chef Menteur Hwy,70126.0,7,"(30.01074253, -90.01263244)",OTHER CFS
203747,H0938715,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3669684,531901,08/08/2015 08:37:52 AM,08/08/2015 09:24:42 AM,08/08/2015 09:31:16 AM,08/08/2015 10:08:02 AM,RTF,REPORT TO FOLLOW,N,2V03,S Jefferson Davis Pkwy & Earhart Blvd,70125.0,2,"(29.95689839, -90.10536692)",OTHER CFS
203769,H0941115,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,08/08/2015 09:04:48 AM,08/08/2015 09:06:07 AM,08/08/2015 09:09:10 AM,08/08/2015 09:40:45 AM,NAT,Necessary Action Taken,N,3T01,049XX Music St,70122.0,3,"(0, 0)",OTHER CFS
203835,H0948415,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3680828,532468,08/08/2015 10:39:50 AM,08/08/2015 10:41:12 AM,08/08/2015 10:45:12 AM,08/08/2015 11:33:59 AM,NAT,Necessary Action Taken,N,8D03,004XX N Rampart St,70112.0,8,"(29.95812342, -90.07015910)",OTHER CFS
203843,H0949315,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,08/08/2015 10:52:20 AM,08/08/2015 10:52:20 AM,08/08/2015 10:54:39 AM,08/08/2015 11:27:40 AM,NAT,Necessary Action Taken,N,8D06,Royal St & Saint Peter St,70130.0,8,"(0, 0)",OTHER CFS
203868,H0952615,35D,SIMPLE BATTERY DOMESTIC,2B,34C,AGGRAVATED BATTERY BY KNIFE,1A,0,0,08/08/2015 11:30:59 AM,08/08/2015 11:36:32 AM,08/08/2015 11:36:41 AM,08/08/2015 02:22:27 PM,RTF,REPORT TO FOLLOW,N,4H02,022XX Cobblestone,,0,,OTHER CFS
203879,H0954215,62D,SIMPLE BURGLARY DOMESTIC,2C,56D,CRIMINAL DAMAGE DOMESTIC,1A,3661851,532213,08/08/2015 11:38:46 AM,08/08/2015 11:42:27 AM,08/08/2015 11:50:16 AM,08/08/2015 01:33:34 PM,RTF,REPORT TO FOLLOW,N,2K02,088XX Spruce St,70118.0,2,"(29.95798485, -90.13008904)",PROPERTY CRIME
203899,H0957215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3683521,545080,08/08/2015 12:10:59 PM,08/08/2015 12:15:00 PM,08/08/2015 12:26:50 PM,08/08/2015 02:26:00 PM,RTF,REPORT TO FOLLOW,N,3X02,Pleasure St & Touro St,70122.0,3,"(29.99272023, -90.06121178)",OTHER CFS
203964,H0964915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,08/08/2015 01:41:46 PM,08/08/2015 03:21:58 PM,08/08/2015 03:32:15 PM,08/08/2015 03:44:29 PM,NAT,Necessary Action Taken,N,7J03,048XX Coronado Dr,70127.0,7,"(0, 0)",OTHER CFS
203977,H0966415,99,WRECKLESS DRIVING,2A,99,WRECKLESS DRIVING,1D,3693029,535069,08/08/2015 01:57:06 PM,08/08/2015 02:03:41 PM,,08/08/2015 02:04:00 PM,GOA,GONE ON ARRIVAL,N,5D02,Saint Claude Ave & Poland Ave,70117.0,5,"(29.96490073, -90.03153870)",OTHER CFS
203980,H0966715,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,08/08/2015 02:01:09 PM,08/08/2015 02:02:17 PM,08/08/2015 02:09:49 PM,08/08/2015 03:29:34 PM,NAT,Necessary Action Taken,N,8F04,007XX Mandeville St,70117.0,8,"(0, 0)",OTHER CFS
204000,H0968815,21,COMPLAINT OTHER,2A,21M,MISSING ADULT,1A,3710585,552718,08/08/2015 02:34:54 PM,08/08/2015 02:38:03 PM,08/08/2015 02:45:46 PM,08/08/2015 03:17:34 PM,NAT,Necessary Action Taken,N,7G04,095XX Old Gentilly Rd,70127.0,7,"(30.01286784, -89.97543592)",OTHER CFS
204007,H0969715,67S,SHOPLIFTING,2A,67S,SHOPLIFTING,1C,3698860,519359,08/08/2015 02:44:39 PM,08/08/2015 02:49:39 PM,08/08/2015 02:57:14 PM,08/08/2015 04:03:35 PM,RTF,REPORT TO FOLLOW,N,4D01,041XX General De Gaulle Dr,70131.0,4,"(29.92152099, -90.01369339)",PROPERTY CRIME
204008,H0969715,67S,SHOPLIFTING,2A,67S,SHOPLIFTING,1C,3698860,519359,08/08/2015 02:44:39 PM,08/08/2015 02:49:39 PM,08/08/2015 02:57:14 PM,08/08/2015 04:03:35 PM,RTF,REPORT TO FOLLOW,N,4D01,041XX General De Gaulle Dr,70131.0,4,"(29.92152099, -90.01369339)",PROPERTY CRIME
204067,H0977415,52F,FIRE,2A,52F,FIRE,1B,3683700,525028,08/08/2015 04:03:11 PM,08/08/2015 04:08:12 PM,08/08/2015 04:09:37 PM,08/08/2015 05:56:22 PM,NAT,Necessary Action Taken,N,8A01,US90 W,70130.0,8,"(29.93757828, -90.06135084)",OTHER CFS
204076,H0978715,35D,SIMPLE BATTERY DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,1A,3687822,529068,08/08/2015 04:16:27 PM,08/08/2015 04:17:04 PM,08/08/2015 04:24:29 PM,08/08/2015 06:29:43 PM,RTF,REPORT TO FOLLOW,N,4G01,007XX Belleville St,70114.0,4,"(29.94856270, -90.04819188)",OTHER CFS
204094,H0980815,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3681380,531514,08/08/2015 04:38:35 PM,08/08/2015 05:08:36 PM,08/08/2015 05:18:04 PM,08/08/2015 05:46:13 PM,NAT,Necessary Action Taken,N,8D04,Bourbon St & Bienville St,70112.0,8,"(29.95548305, -90.06844659)",OTHER CFS
204118,H0983715,106,"OBSCENITY, EXPOSING",2A,21,COMPLAINT OTHER,1H,3683449,532259,08/08/2015 05:04:34 PM,08/08/2015 05:05:43 PM,08/08/2015 05:14:13 PM,08/08/2015 05:24:06 PM,NAT,Necessary Action Taken,N,8B02,008XX Decatur St,70116.0,8,"(29.95746870, -90.06188883)",OTHER CFS
204129,H0985615,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,1D,3682093,532383,08/08/2015 05:16:54 PM,08/08/2015 07:50:20 PM,08/08/2015 08:00:44 PM,08/08/2015 09:09:32 PM,RTF,REPORT TO FOLLOW,N,8D06,006XX Bourbon St,70130.0,8,"(29.95785081, -90.06616704)",VIOLENT CRIME
204149,H0988115,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3672510,530080,08/08/2015 05:33:40 PM,08/08/2015 05:51:54 PM,08/08/2015 05:58:25 PM,08/08/2015 06:07:37 PM,NAT,Necessary Action Taken,N,6M05,014XX S Dorgenois St,70125.0,6,"(29.95180659, -90.09650536)",OTHER CFS
204167,H0990115,52F,FIRE,2A,52F,FIRE,1B,3684709,537338,08/08/2015 05:45:11 PM,08/08/2015 07:05:48 PM,08/08/2015 07:11:48 PM,08/08/2015 07:13:44 PM,NAT,Necessary Action Taken,N,5A05,021XX N Villere St,70116.0,5,"(29.97139699, -90.05773125)",OTHER CFS
204199,H0994215,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3679748,531903,08/08/2015 06:16:14 PM,08/08/2015 06:21:51 PM,08/08/2015 06:27:29 PM,08/08/2015 06:47:29 PM,NAT,Necessary Action Taken,N,1E02,012XX Canal St,70112.0,1,"(29.95660349, -90.07358916)",OTHER CFS
204273,H1004215,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3677360,536017,08/08/2015 07:49:15 PM,08/08/2015 07:53:15 PM,08/08/2015 07:56:03 PM,08/08/2015 08:23:32 PM,NAT,Necessary Action Taken,N,1I01,006XX N Rocheblave St,70119.0,1,"(29.96798854, -90.08098693)",OTHER CFS
204348,H1014615,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,08/08/2015 09:15:54 PM,08/09/2015 07:20:01 PM,08/09/2015 07:56:41 PM,08/09/2015 10:38:32 PM,RTF,REPORT TO FOLLOW,N,3Q01,004XX Warrington Dr,70122.0,3,"(0, 0)",OTHER CFS
204349,H1014615,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,08/08/2015 09:15:54 PM,08/09/2015 07:20:01 PM,08/09/2015 07:56:41 PM,08/09/2015 10:38:32 PM,RTF,REPORT TO FOLLOW,N,3Q01,004XX Warrington Dr,70122.0,3,"(0, 0)",OTHER CFS
204464,H1027115,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3693395,541659,08/08/2015 10:19:37 PM,08/08/2015 10:30:07 PM,08/08/2015 10:46:35 PM,08/08/2015 10:59:22 PM,NAT,Necessary Action Taken,N,5Q03,Alvar Overpass,70126.0,5,"(29.98301004, -90.03014573)",OTHER CFS
204497,H1031315,103,DISTURBANCE (OTHER),2A,21N,NOISE COMPLAINT,1E,3706283,564414,08/08/2015 11:04:46 PM,08/09/2015 12:51:12 AM,08/09/2015 01:03:50 AM,08/09/2015 01:28:53 AM,UNF,UNFOUNDED,N,7P04,095XX Dinkins St,70127.0,7,"(30.04516774, -89.98859326)",OTHER CFS
204543,H1039015,103,DISTURBANCE (OTHER),2A,21N,NOISE COMPLAINT,1E,3692291,538953,08/09/2015 12:31:56 AM,08/09/2015 01:03:40 AM,08/09/2015 01:08:30 AM,08/09/2015 01:33:17 AM,NAT,Necessary Action Taken,N,5H01,020XX Alvar St,70117.0,5,"(29.97560329, -90.03372890)",OTHER CFS
204602,H1048315,103D,DOMESTIC DISTURBANCE,2B,67C,THEFT FROM EXTERIOR,1E,3679746,546055,08/09/2015 02:26:08 AM,08/09/2015 07:14:46 AM,08/09/2015 07:17:43 AM,08/09/2015 10:35:15 AM,RTF,REPORT TO FOLLOW,N,3P02,037XX Paris Ave,70122.0,3,"(29.99551623, -90.07310172)",OTHER CFS
204683,H1057915,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1A,3667749,534664,08/09/2015 05:04:58 AM,,,08/09/2015 05:06:02 AM,DUP,DUPLICATE,N,2T05,S Carrollton Ave & Palm St,70118.0,2,"(29.96455346, -90.11138457)",OTHER CFS
204685,H1058215,34C,AGGRAVATED BATTERY BY KNIFE,2B,34C,AGGRAVATED BATTERY BY KNIFE,1A,3680743,530680,08/09/2015 05:08:04 AM,08/09/2015 05:14:19 AM,08/09/2015 05:21:16 AM,08/09/2015 01:02:17 PM,RTF,REPORT TO FOLLOW,N,8I01,001XX Blk Carondelet St,70112.0,8,"(29.95321107, -90.07048716)",VIOLENT CRIME
204842,H1078215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3679778,544778,08/09/2015 11:01:19 AM,08/09/2015 12:16:50 PM,08/09/2015 12:46:47 PM,08/09/2015 02:52:44 PM,RTF,REPORT TO FOLLOW,N,3P01,Paris Ave & Pleasure St,70122.0,3,"(29.99200520, -90.07304444)",OTHER CFS
204922,H1088915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,08/09/2015 01:05:40 PM,08/09/2015 01:12:23 PM,08/09/2015 01:14:06 PM,08/09/2015 02:49:09 PM,NAT,Necessary Action Taken,N,7K03,071XX W Tamaron Blvd,70128.0,7,"(0, 0)",OTHER CFS
204939,H1090815,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3671719,551758,08/09/2015 01:26:11 PM,08/09/2015 01:28:29 PM,08/09/2015 01:44:55 PM,08/09/2015 02:34:21 PM,NAT,Necessary Action Taken,N,3J02,Marconi Dr & Filmore Ave,70124.0,3,"(30.01143794, -90.09826517)",OTHER CFS
204956,H1092815,99,WRECKLESS DRIVING,2A,99,WRECKLESS DRIVING,1D,3747199,603530,08/09/2015 01:37:06 PM,,08/09/2015 01:38:09 PM,08/09/2015 01:38:47 PM,GOA,GONE ON ARRIVAL,N,7L08,I-10 E & Twinspan E,70129.0,7,"(30.15133472, -89.85769157)",OTHER CFS
205018,H1099715,103,DISTURBANCE (OTHER),2A,21,COMPLAINT OTHER,1H,3681482,531725,08/09/2015 03:04:19 PM,08/09/2015 03:16:12 PM,08/09/2015 03:18:55 PM,08/09/2015 03:25:56 PM,UNF,UNFOUNDED,N,8D04,003XX Bourbon St,70112.0,8,"(29.95606230, -90.06811909)",OTHER CFS
205039,H1102015,56,SIMPLE CRIMINAL DAMAGE,2A,56,SIMPLE CRIMINAL DAMAGE,1A,3695449,524460,08/09/2015 03:33:30 PM,08/09/2015 04:21:30 PM,08/09/2015 04:32:53 PM,08/09/2015 04:36:47 PM,DUP,DUPLICATE,N,4I04,031XX Americus St,70114.0,4,"(29.93565320, -90.02427928)",OTHER CFS
205057,H1103915,99,WRECKLESS DRIVING,2A,99,WRECKLESS DRIVING,1D,3694503,549610,08/09/2015 03:52:16 PM,08/09/2015 04:09:47 PM,,08/09/2015 04:12:34 PM,GOA,GONE ON ARRIVAL,N,3U02,Highrise West 3rd,70126.0,3,"(30.00483799, -90.02635957)",OTHER CFS
205102,H1108315,24,MEDICAL,2B,103,DISTURBANCE (OTHER),1A,37369000,3513814,08/09/2015 04:46:03 PM,08/09/2015 04:55:01 PM,08/09/2015 05:03:26 PM,08/09/2015 05:40:10 PM,NAT,Necessary Action Taken,N,6K02,030XX Jackson Ave,70125.0,6,"(0, 0)",OTHER CFS
205124,H1111515,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3679670,522671,08/09/2015 05:22:50 PM,08/09/2015 05:25:35 PM,08/09/2015 05:33:19 PM,08/09/2015 05:39:48 PM,NAT,Necessary Action Taken,N,6B03,019XX Magazine St,70130.0,6,"(29.93121974, -90.07415367)",OTHER CFS
205273,H1129915,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3682169,531369,08/09/2015 08:02:14 PM,08/09/2015 08:03:57 PM,08/09/2015 08:08:10 PM,08/09/2015 08:11:57 PM,NAT,Necessary Action Taken,N,8C02,Chartres St & Conti St,70130.0,8,"(29.95506067, -90.06596217)",OTHER CFS
205410,H1147815,103,DISTURBANCE (OTHER),2A,21,COMPLAINT OTHER,1H,3686740,552305,08/09/2015 10:59:57 PM,08/09/2015 11:26:08 PM,08/09/2015 11:27:10 PM,08/09/2015 11:32:53 PM,NAT,Necessary Action Taken,N,3T02,053XX Franklin Ave,70122.0,3,"(30.01248929, -90.05078748)",OTHER CFS
205799,H1198415,103,DISTURBANCE (OTHER),2A,103,DISTURBANCE (OTHER),1A,3682817,532698,08/10/2015 10:54:23 AM,08/10/2015 11:28:28 AM,08/10/2015 11:35:23 AM,08/10/2015 12:52:52 PM,NAT,Necessary Action Taken,N,8C03,006XX Saint Ann St,70116.0,8,"(29.95869582, -90.06386826)",OTHER CFS
205887,H1211115,103M,MENTAL PATIENT,2A,21,COMPLAINT OTHER,1H,37369000,3513814,08/10/2015 01:00:13 PM,08/10/2015 01:39:51 PM,08/10/2015 01:42:13 PM,08/10/2015 03:20:48 PM,NAT,Necessary Action Taken,N,6I03,022XX Magnolia St,70113.0,6,"(0, 0)",OTHER CFS
205892,H1211615,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3706934,560244,08/10/2015 01:05:15 PM,08/10/2015 01:05:15 PM,08/10/2015 01:07:24 PM,08/10/2015 01:46:22 PM,NAT,Necessary Action Taken,N,7O10,Bunker Hill Rd & Salem Dr,70127.0,7,"(30.03368129, -89.98669363)",OTHER CFS
205960,H1220615,100I,HIT & RUN WITH INJURIES,2B,100,HIT & RUN,1E,3680273,541478,08/10/2015 02:24:59 PM,08/10/2015 03:10:50 PM,08/10/2015 03:17:21 PM,08/10/2015 04:21:15 PM,RTF,REPORT TO FOLLOW,N,1C02,Saint Bernard Ave & Law St,70119.0,1,"(29.98291452, -90.07159583)",OTHER CFS
