,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
67430,G1071215,30S,HOMICIDE BY SHOOTING,2A,21,COMPLAINT OTHER,1H,3682210,533199,07/09/2015 12:48:30 AM,07/09/2015 12:50:12 AM,07/09/2015 12:48:30 AM,07/09/2015 02:44:52 AM,RTF,REPORT TO FOLLOW,Y,8E01,009XX Saint Ann St,70116.0,8,"(29.96009293, -90.06576687)",VIOLENT CRIME
67660,G1159015,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3668387,532302,07/09/2015 05:35:32 PM,,07/09/2015 05:35:32 PM,07/09/2015 05:48:47 PM,NAT,Necessary Action Taken,Y,2U03,Earhart Blvd & Audubon St,70125.0,2,"(29.95803818, -90.10944907)",OTHER CFS
67685,G1165515,107,SUSPICIOUS PERSON,2A,67S,SHOPLIFTING,1C,3682633,531078,07/09/2015 06:15:07 PM,07/09/2015 06:15:37 PM,07/09/2015 06:15:07 PM,07/09/2015 08:23:01 PM,NAT,Necessary Action Taken,Y,8B02,004XX N Peters St,70130.0,8,"(29.95424673, -90.06450733)",OTHER CFS
67800,G1193115,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3683067,532540,07/09/2015 09:54:01 PM,07/09/2015 09:54:08 PM,07/09/2015 09:54:01 PM,07/09/2015 10:12:50 PM,NAT,Necessary Action Taken,Y,8C03,006XX Saint Ann St,70116.0,8,"(29.95825435, -90.06308522)",OTHER CFS
67865,G1215015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/10/2015 01:20:17 AM,07/10/2015 01:21:02 AM,07/10/2015 01:20:17 AM,07/10/2015 01:55:34 AM,RTF,REPORT TO FOLLOW,Y,8C01,Canal St & Royal St,70130.0,8,"(0, 0)",OTHER CFS
67956,G1260215,20I,AUTO ACCIDENT WITH INJURY,2B,21,COMPLAINT OTHER,1H,3671209,529028,07/10/2015 11:43:00 AM,,07/10/2015 11:43:00 AM,07/10/2015 12:47:07 PM,RTF,REPORT TO FOLLOW,Y,2R01,Louisiana Avenue Pkwy & S Dorgenois St,70125.0,6,"(29.94895328, -90.10064840)",OTHER CFS
68075,G1305415,34S,AGGRAVATED BATTERY BY SHOOTING,2B,21,COMPLAINT OTHER,1H,3677412,534502,07/10/2015 06:09:23 PM,07/10/2015 06:11:02 PM,07/10/2015 06:09:23 PM,07/10/2015 09:49:48 PM,RTF,REPORT TO FOLLOW,Y,1I03,Bienville St & N Galvez St,70119.0,1,"(29.96382091, -90.08087419)",VIOLENT CRIME
68142,G1323715,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,1H,37369000,3513814,07/10/2015 08:41:47 PM,,07/10/2015 08:41:47 PM,07/10/2015 09:06:21 PM,RTF,REPORT TO FOLLOW,Y,1M03,034XX Canal St,70119.0,1,"(0, 0)",VIOLENT CRIME
68143,G1323715,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,1H,37369000,3513814,07/10/2015 08:41:47 PM,,07/10/2015 08:41:47 PM,07/10/2015 09:06:21 PM,RTF,REPORT TO FOLLOW,Y,1M03,034XX Canal St,70119.0,1,"(0, 0)",VIOLENT CRIME
68248,G1348515,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3690360,523458,07/11/2015 12:30:03 AM,,07/11/2015 12:30:03 AM,07/11/2015 12:39:58 AM,NAT,Necessary Action Taken,Y,4B01,017XX Hero Blvd,70114.0,4,"(29.93305630, -90.04037958)",OTHER CFS
68264,G1353115,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3685076,534868,07/11/2015 01:20:15 AM,,07/11/2015 01:20:15 AM,07/11/2015 02:14:43 AM,RTF,REPORT TO FOLLOW,Y,8F03,Elysian Fields Ave & Royal St,70116.0,8,"(29.96459409, -90.05666080)",OTHER CFS
68385,G1399815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681162,530640,07/11/2015 12:24:04 PM,,07/11/2015 12:24:04 PM,07/11/2015 12:42:20 PM,GOA,GONE ON ARRIVAL,Y,8I01,007XX Canal St,70130.0,8,"(29.95308866, -90.06916538)",OTHER CFS
68655,G1476615,62L,"BURGLAR ALARM, LOCAL",2B,62B,BUSINESS BURGLARY,1C,3682692,532362,07/12/2015 12:58:53 AM,,07/12/2015 12:58:53 AM,07/12/2015 01:59:10 AM,NAT,Necessary Action Taken,Y,8C03,006XX Saint Peter St,70116.0,8,"(29.95777560, -90.06427597)",OTHER CFS
68724,G1494315,20I,AUTO ACCIDENT WITH INJURY,2B,21,COMPLAINT OTHER,1H,3673391,532058,07/12/2015 05:38:19 AM,07/12/2015 05:39:03 AM,07/12/2015 05:38:19 AM,07/12/2015 02:50:06 PM,RTF,REPORT TO FOLLOW,Y,6M04,I-10 E & US90B W,70125.0,6,"(29.95721993, -90.09365436)",OTHER CFS
68758,G1512615,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3681217,530712,07/12/2015 11:23:23 AM,07/12/2015 11:29:32 AM,07/12/2015 11:23:23 AM,07/12/2015 11:33:04 AM,NAT,Necessary Action Taken,Y,8C01,Royal St & Canal St,70130.0,8,"(29.95328334, -90.06899207)",OTHER CFS
68863,G1549015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/12/2015 06:51:41 PM,,07/12/2015 06:51:41 PM,07/12/2015 07:25:27 PM,NAT,Necessary Action Taken,Y,2A01,Conti & River,,0,"(0, 0)",OTHER CFS
68914,G1562815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3673165,536825,07/12/2015 08:52:21 PM,,07/12/2015 08:52:21 PM,07/12/2015 09:02:06 PM,NAT,Necessary Action Taken,Y,1M03,N Jefferson Davis Pkwy & Canal St,70119.0,1,"(29.97033404, -90.09420531)",OTHER CFS
69030,G1594215,62L,"BURGLAR ALARM, LOCAL",2B,21,COMPLAINT OTHER,1H,3678042,546865,07/13/2015 04:55:42 AM,,07/13/2015 04:55:42 AM,07/13/2015 05:13:03 AM,NAT,Necessary Action Taken,Y,3M03,014XX Caton St,70122.0,3,"(29.99779468, -90.07845650)",OTHER CFS
69054,G1606515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3679149,543434,07/13/2015 08:30:11 AM,07/13/2015 08:33:42 AM,07/13/2015 08:30:11 AM,07/13/2015 10:03:17 AM,RTF,REPORT TO FOLLOW,Y,3L02,Gentilly Blvd & De Saix Blvd,70119.0,3,"(29.98832777, -90.07507836)",OTHER CFS
69502,G1772215,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3660646,529568,07/14/2015 03:06:43 PM,,07/14/2015 03:06:43 PM,07/14/2015 03:33:58 PM,NAT,Necessary Action Taken,Y,2K01,Oak St & Leonidas St,70118.0,2,"(29.95074526, -90.13398430)",OTHER CFS
69506,G1773915,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3699731,551932,07/14/2015 03:20:29 PM,,07/14/2015 03:20:29 PM,07/14/2015 03:31:45 PM,NAT,Necessary Action Taken,Y,7C02,Chef Menteur Hwy & Dale St,70126.0,7,"(30.01105670, -90.00975827)",OTHER CFS
69520,G1777815,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3696782,522888,07/14/2015 03:58:59 PM,,07/14/2015 03:58:59 PM,07/14/2015 04:43:44 PM,RTF,REPORT TO FOLLOW,Y,4J01,021XX Westbend Pkwy,70114.0,4,"(29.93128967, -90.02012697)",OTHER CFS
69669,G1831315,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3681314,532020,07/14/2015 11:34:29 PM,07/15/2015 01:11:43 AM,07/14/2015 11:34:29 PM,07/15/2015 02:31:35 AM,RTF,REPORT TO FOLLOW,Y,8D04,Conti St & Dauphine St,70112.0,8,"(29.95687762, -90.06863771)",OTHER CFS
69705,G1841015,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3671506,538088,07/15/2015 01:35:00 AM,07/15/2015 01:45:42 AM,07/15/2015 01:35:00 AM,07/15/2015 02:22:00 AM,RTF,REPORT TO FOLLOW,Y,1M02,040XX Canal St,70119.0,1,"(29.97385574, -90.09940153)",OTHER CFS
69970,G1952115,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3663677,537680,07/15/2015 09:00:15 PM,07/15/2015 09:09:38 PM,07/15/2015 09:00:15 PM,07/15/2015 11:14:32 PM,RTF,REPORT TO FOLLOW,Y,3A01,034XX Livingston St,70118.0,3,"(29.97296286, -90.12414358)",OTHER CFS
70081,G1996415,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3680542,525239,07/16/2015 07:45:50 AM,,07/16/2015 07:45:50 AM,07/16/2015 08:04:13 AM,NAT,Necessary Action Taken,Y,6E04,Magazine St & Thalia St,70130.0,6,"(29.93825626, -90.07131374)",OTHER CFS
70149,G2018815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681456,536689,07/16/2015 11:14:19 AM,07/16/2015 11:17:16 AM,07/16/2015 11:14:19 AM,07/16/2015 11:30:07 AM,NAT,Necessary Action Taken,Y,1A01,014XX Blk N Claiborne Ave,70116.0,1,"(29.96971175, -90.06802837)",OTHER CFS
70255,G2060315,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3683067,532540,07/16/2015 04:52:26 PM,,07/16/2015 04:52:26 PM,07/16/2015 05:28:36 PM,GOA,GONE ON ARRIVAL,Y,8C03,Chartres St & St Ann St,70116.0,8,"(29.95825435, -90.06308522)",OTHER CFS
70427,G2105915,60,AGGRAVATED BURGLARY,2A,21,COMPLAINT OTHER,1H,3664821,531065,07/16/2015 11:07:04 PM,07/16/2015 11:34:13 PM,07/16/2015 11:07:04 PM,07/17/2015 06:05:16 AM,RTF,REPORT TO FOLLOW,Y,2L05,X Neron Pl,70118.0,2,"(29.95474044, -90.12074987)",PROPERTY CRIME
70428,G2105915,60,AGGRAVATED BURGLARY,2A,21,COMPLAINT OTHER,1H,3664821,531065,07/16/2015 11:07:04 PM,07/16/2015 11:34:13 PM,07/16/2015 11:07:04 PM,07/17/2015 06:05:16 AM,RTF,REPORT TO FOLLOW,Y,2L05,X Neron Pl,70118.0,2,"(29.95474044, -90.12074987)",PROPERTY CRIME
70688,G2199715,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3700707,538258,07/17/2015 04:15:35 PM,07/17/2015 04:15:42 PM,07/17/2015 04:15:35 PM,07/17/2015 04:55:55 PM,RTF,REPORT TO FOLLOW,Y,5I03,024XX Benton St,70117.0,5,"(29.97342653, -90.00717336)",OTHER CFS
70887,G2254515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/18/2015 12:36:14 AM,,07/18/2015 12:36:14 AM,07/18/2015 01:38:35 AM,NAT,Necessary Action Taken,Y,8G02,006XX Tchoupitoulas St,70130.0,8,"(0, 0)",OTHER CFS
70916,G2261215,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3679887,527031,07/18/2015 01:47:37 AM,07/18/2015 01:54:41 AM,07/18/2015 01:47:37 AM,07/18/2015 02:55:44 AM,RTF,REPORT TO FOLLOW,Y,6G04,007XX Howard Ave,70130.0,6,"(29.94320305, -90.07331640)",OTHER CFS
71144,G2386015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/19/2015 02:42:36 AM,,07/19/2015 02:42:36 AM,07/19/2015 03:15:00 AM,NAT,Necessary Action Taken,Y,,Conti St & Burgundy St,70112.0,8,"(0, 0)",OTHER CFS
71175,G2364415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/18/2015 11:04:20 PM,,07/18/2015 11:04:20 PM,07/18/2015 11:44:03 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
71202,G2372415,20F,AUTO ACCIDENT FATALITY,2B,20,AUTO ACCIDENT,1C,3669303,536276,07/19/2015 12:31:55 AM,07/19/2015 12:32:30 AM,07/19/2015 12:31:55 AM,07/19/2015 03:24:39 AM,RTF,REPORT TO FOLLOW,Y,1K02,S Carrollton Ave & Tulane Ave,70119.0,1,"(29.96893969, -90.10642239)",OTHER CFS
71263,G2389815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681162,533027,07/19/2015 03:29:19 AM,07/19/2015 03:45:17 AM,07/19/2015 03:29:19 AM,07/19/2015 03:48:57 AM,GOA,GONE ON ARRIVAL,Y,8D03,006XX N Rampart St,70112.0,8,"(29.95965185, -90.06908346)",OTHER CFS
71280,G2392215,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,1H,37369000,3513814,07/19/2015 04:13:08 AM,07/19/2015 04:16:06 AM,07/19/2015 04:13:08 AM,07/19/2015 10:48:35 AM,RTF,REPORT TO FOLLOW,Y,8D06,006XX Blk Bourbon St,70112.0,8,"(0, 0)",VIOLENT CRIME
71281,G2392215,43,SIMPLE RAPE,2D,21,COMPLAINT OTHER,1H,37369000,3513814,07/19/2015 04:13:08 AM,07/19/2015 04:16:06 AM,07/19/2015 04:13:08 AM,07/19/2015 10:48:35 AM,RTF,REPORT TO FOLLOW,Y,8D06,006XX Blk Bourbon St,70112.0,8,"(0, 0)",VIOLENT CRIME
71287,G2393815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3666896,549508,07/19/2015 04:35:42 AM,,07/19/2015 04:35:42 AM,07/19/2015 04:48:35 AM,NAT,Necessary Action Taken,Y,3F01,063XX Catina St,70124.0,3,"(30.00539356, -90.11357979)",OTHER CFS
71391,G2438915,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3693194,542968,07/19/2015 04:09:25 PM,07/19/2015 04:10:04 PM,07/19/2015 04:09:25 PM,07/19/2015 04:16:41 PM,GOA,GONE ON ARRIVAL,Y,5Q02,Abundance St & Ursula Spencer Way,70126.0,5,"(29.98661362, -90.03073349)",OTHER CFS
71502,G2485615,100I,HIT & RUN WITH INJURIES,2B,100,HIT & RUN,1E,3693549,549018,07/20/2015 01:40:50 AM,07/20/2015 01:41:11 AM,07/20/2015 01:40:50 AM,07/20/2015 06:05:20 AM,RTF,REPORT TO FOLLOW,Y,5Q03,Almonaster Ave & Alvar St,70126.0,5,"(30.00323841, -90.02939427)",OTHER CFS
71506,G2487015,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3699720,557529,07/20/2015 02:20:09 AM,07/20/2015 02:20:18 AM,07/20/2015 02:20:09 AM,07/20/2015 02:40:06 AM,RTF,REPORT TO FOLLOW,Y,7D06,I-10 W & Morrison Rd Exit,70126.0,7,"(30.02644638, -90.00958684)",OTHER CFS
71529,G2491915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/20/2015 03:48:45 AM,,07/20/2015 03:48:45 AM,07/20/2015 04:26:56 AM,NAT,Necessary Action Taken,Y,1M02,040XX Orleans Ave,70119.0,1,"(0, 0)",OTHER CFS
71634,G2550915,63,PROWLER,2C,84,PANDERING,1H,3671159,527538,07/20/2015 03:45:38 PM,,07/20/2015 03:45:38 PM,07/20/2015 04:47:07 PM,RTF,REPORT TO FOLLOW,Y,2R01,037XX S Galvez St,70125.0,2,"(29.94485655, -90.10085866)",OTHER CFS
71831,G2599815,24,MEDICAL,2B,19,DRUNK,1F,37369000,3513814,07/20/2015 09:57:44 PM,07/20/2015 09:58:27 PM,07/20/2015 09:57:44 PM,07/20/2015 10:22:40 PM,NAT,Necessary Action Taken,Y,8D01,001XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
71879,G2612115,107,SUSPICIOUS PERSON,2A,62C,SIMPLE BURGLARY VEHICLE,1E,3682102,531872,07/21/2015 12:33:58 AM,07/21/2015 12:45:56 AM,07/21/2015 12:33:58 AM,07/21/2015 12:48:34 AM,NAT,Necessary Action Taken,Y,8D05,Royal St & Saint Louis St,70130.0,8,"(29.95644661, -90.06615647)",OTHER CFS
72197,G2725515,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3676113,526279,07/21/2015 10:21:55 PM,07/21/2015 10:22:04 PM,07/21/2015 10:21:55 PM,07/21/2015 10:48:25 PM,GOA,GONE ON ARRIVAL,Y,6H01,Reverend John Raphael Jr Way & Josephine St,70113.0,6,"(29.94124764, -90.08525857)",OTHER CFS
72241,G2739715,103F,FIGHT,2B,103,DISTURBANCE (OTHER),1A,3681815,532087,07/22/2015 01:04:50 AM,07/22/2015 01:05:20 AM,07/22/2015 01:04:50 AM,07/22/2015 01:22:35 AM,UNF,UNFOUNDED,Y,8D05,Bourbon St & St Louis St,70112.0,8,"(29.95704650, -90.06705427)",OTHER CFS
72255,G2742815,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3672294,534750,07/22/2015 01:31:12 AM,,07/22/2015 01:31:12 AM,07/22/2015 02:07:54 AM,NAT,Necessary Action Taken,Y,1K01,S Rendon St & Tulane Ave,70119.0,1,"(29.96465363, -90.09702703)",OTHER CFS
72292,G2754115,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3666960,550354,07/22/2015 04:58:39 AM,,07/22/2015 04:58:39 AM,07/22/2015 05:39:03 AM,GOA,GONE ON ARRIVAL,Y,3F01,Catina St & Bragg St,70124.0,3,"(30.00771679, -90.11334810)",OTHER CFS
72412,G2804515,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,1A,37369000,3513814,07/22/2015 02:41:11 PM,07/22/2015 03:10:52 PM,07/22/2015 02:41:11 PM,07/22/2015 05:24:59 PM,NAT,Necessary Action Taken,Y,5E01,049XX Burgundy St,70117.0,5,"(0, 0)",OTHER CFS
72575,G2855815,103F,FIGHT,2B,103,DISTURBANCE (OTHER),1A,3699915,534354,07/22/2015 10:00:33 PM,07/23/2015 02:48:21 AM,07/22/2015 10:00:33 PM,07/23/2015 02:48:26 AM,RTF,REPORT TO FOLLOW,Y,5E03,N Villere St & Tupelo St,70117.0,5,"(29.96271675, -90.00981648)",OTHER CFS
72936,G2986615,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3696046,553080,07/23/2015 11:29:07 PM,07/23/2015 11:36:08 PM,07/23/2015 11:29:07 PM,07/23/2015 11:42:35 PM,GOA,GONE ON ARRIVAL,Y,7A02,Downman Rd & E Filmore Ave,70126.0,3,"(30.01432961, -90.02135727)",OTHER CFS
72938,G2987315,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/23/2015 11:36:31 PM,,07/23/2015 11:36:31 PM,07/23/2015 11:50:52 PM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
72996,G3003115,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3677241,533630,07/24/2015 03:29:33 AM,07/24/2015 03:29:56 AM,07/24/2015 03:29:33 AM,07/24/2015 03:36:56 AM,NAT,Necessary Action Taken,Y,1H01,Canal St & N Johnson St,70112.0,1,"(29.96142794, -90.08144347)",OTHER CFS
73006,G3005315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3682590,530594,07/24/2015 04:08:51 AM,07/24/2015 04:19:10 AM,07/24/2015 04:08:51 AM,07/24/2015 05:56:36 AM,NAT,Necessary Action Taken,Y,8B02,003XX Bienville St,70130.0,8,"(29.95291660, -90.06466086)",OTHER CFS
73035,G3011215,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/24/2015 06:05:33 AM,,07/24/2015 06:05:33 AM,07/24/2015 06:23:10 AM,NAT,Necessary Action Taken,Y,8B02,Decatur St & Dumaine St,70116.0,8,"(0, 0)",OTHER CFS
73122,G3064415,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3692980,529589,07/24/2015 03:53:09 PM,07/24/2015 03:53:21 PM,07/24/2015 03:53:09 PM,07/24/2015 05:40:02 PM,RTF,REPORT TO FOLLOW,Y,4H02,024XX Sanctuary Dr,70114.0,4,"(29.94983287, -90.03188866)",OTHER CFS
73229,G3087815,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3674521,536736,07/24/2015 06:52:49 PM,07/24/2015 08:24:53 PM,07/24/2015 06:52:49 PM,07/24/2015 09:30:36 PM,RTF,REPORT TO FOLLOW,Y,1M04,031XX Bienville St,70119.0,1,"(29.97005067, -90.08992597)",OTHER CFS
73242,G3092715,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3682177,532884,07/24/2015 07:41:18 PM,07/24/2015 08:00:24 PM,07/24/2015 07:41:18 PM,07/24/2015 08:01:46 PM,NAT,Necessary Action Taken,Y,8D06,008XX Orleans Ave,70116.0,8,"(29.95922628, -90.06588279)",OTHER CFS
73326,G3114615,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/24/2015 11:11:47 PM,,07/24/2015 11:11:47 PM,07/24/2015 11:17:33 PM,NAT,Necessary Action Taken,Y,8B01,Iberville St & N Peters St,70130.0,8,"(0, 0)",OTHER CFS
73331,G3116515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/24/2015 11:24:50 PM,,07/24/2015 11:24:50 PM,07/24/2015 11:34:33 PM,NAT,Necessary Action Taken,Y,8C01,002XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
73364,G3124715,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/25/2015 01:04:10 AM,07/25/2015 01:07:21 AM,07/25/2015 01:04:10 AM,07/25/2015 01:26:49 AM,NAT,Necessary Action Taken,Y,2R01,041XX S Claiborne Ave,70125.0,2,"(0, 0)",OTHER CFS
73374,G3128215,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/25/2015 01:58:19 AM,,07/25/2015 01:58:19 AM,07/25/2015 02:23:34 AM,NAT,Necessary Action Taken,Y,8C01,006XX Iberville St,70130.0,8,"(0, 0)",OTHER CFS
73616,G3212015,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3694739,526076,07/25/2015 06:46:19 PM,07/25/2015 07:28:46 PM,07/25/2015 06:46:19 PM,07/25/2015 08:17:28 PM,RTF,REPORT TO FOLLOW,Y,4I03,014XX Elizardi Blvd,70114.0,4,"(29.94012064, -90.02645988)",OTHER CFS
73666,G3229815,1028P,VEHICLE PURSUIT,2A,18,TRAFFIC INCIDENT,1H,3669684,531901,07/25/2015 09:41:23 PM,07/25/2015 09:43:13 PM,07/25/2015 09:41:23 PM,07/25/2015 09:48:25 PM,NAT,Necessary Action Taken,Y,2V03,Earhart Blvd & Thalia St,70125.0,2,"(29.95689839, -90.10536692)",OTHER CFS
73702,G3240315,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/25/2015 11:34:09 PM,07/25/2015 11:56:40 PM,07/25/2015 11:34:09 PM,07/26/2015 12:02:10 AM,RTF,REPORT TO FOLLOW,Y,8D04,003XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
73726,G3247115,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/26/2015 12:47:41 AM,07/26/2015 12:57:46 AM,07/26/2015 12:47:41 AM,07/26/2015 01:09:34 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
74116,G3371015,35D,SIMPLE BATTERY DOMESTIC,2B,103,DISTURBANCE (OTHER),1A,0,0,07/27/2015 02:32:40 AM,07/27/2015 02:38:39 AM,07/27/2015 02:32:40 AM,07/27/2015 06:41:52 AM,RTF,REPORT TO FOLLOW,Y,7R05,051XX Bundy Rd,,0,,OTHER CFS
74505,G3500915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/28/2015 03:47:32 AM,07/28/2015 03:47:45 AM,07/28/2015 03:47:32 AM,07/28/2015 04:06:30 AM,NAT,Necessary Action Taken,Y,8C01,Chartres St & Canal St,70130.0,8,"(0, 0)",OTHER CFS
74737,G3580115,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/28/2015 06:02:26 PM,07/28/2015 06:20:49 PM,07/28/2015 06:02:26 PM,07/28/2015 08:42:05 PM,RTF,REPORT TO FOLLOW,Y,5E04,064XX Saint Claude Ave,70117.0,5,"(0, 0)",OTHER CFS
74738,G3580115,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/28/2015 06:02:26 PM,07/28/2015 06:20:49 PM,07/28/2015 06:02:26 PM,07/28/2015 08:42:05 PM,RTF,REPORT TO FOLLOW,Y,5E04,064XX Saint Claude Ave,70117.0,5,"(0, 0)",OTHER CFS
74767,G3591615,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3678541,540336,07/28/2015 07:37:32 PM,,07/28/2015 07:37:32 PM,07/28/2015 07:59:00 PM,GOA,GONE ON ARRIVAL,Y,1C03,016XX Gentilly Blvd,70119.0,1,"(29.97982815, -90.07710688)",OTHER CFS
74792,G3597115,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3672606,540282,07/28/2015 08:29:28 PM,,07/28/2015 08:29:28 PM,07/28/2015 08:52:42 PM,NAT,Necessary Action Taken,Y,3H02,008XX Bungalow Ct,70119.0,3,"(29.97985680, -90.09585373)",OTHER CFS
75433,G3808515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/30/2015 01:43:27 PM,07/30/2015 01:43:42 PM,07/30/2015 01:43:27 PM,07/30/2015 02:02:04 PM,NAT,Necessary Action Taken,Y,4I01,015XX Shirley Dr,70114.0,4,"(0, 0)",OTHER CFS
75454,G3817915,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681528,532300,07/30/2015 02:57:08 PM,,07/30/2015 02:57:08 PM,07/30/2015 03:24:04 PM,NAT,Necessary Action Taken,Y,8D05,Dauphine St & St Louis St,70112.0,8,"(29.95764007, -90.06795217)",OTHER CFS
75610,G3855015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/30/2015 07:42:32 PM,07/30/2015 07:47:44 PM,07/30/2015 07:42:32 PM,07/30/2015 08:29:19 PM,NAT,Necessary Action Taken,Y,8D01,007XX Canal St,70130.0,8,"(0, 0)",OTHER CFS
75790,G3890315,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3682032,532376,07/31/2015 01:52:49 AM,07/31/2015 01:53:20 AM,07/31/2015 01:52:49 AM,07/31/2015 02:20:48 AM,NAT,Necessary Action Taken,Y,8D06,Toulouse St & Bourbon St,70112.0,8,"(29.95783455, -90.06635770)",OTHER CFS
75845,G3901615,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,07/31/2015 05:17:34 AM,,07/31/2015 05:17:34 AM,07/31/2015 05:41:06 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
