NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Date,latitude,longitude,Beat_New
C3772815,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3687286,539473,03/30/2015 10:34:16 PM,03/30/2015 10:35:10 PM,03/30/2015 10:38:25 PM,03/31/2015 02:58:11 AM,RTF,REPORT TO FOLLOW,N,5G02,019XX Painters St,70117,5,"(29.97718909, -90.04951777)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-03-30,29.97718909,-90.04951777,5G02
D0326715,37,AGGRAVATED ASSAULT,2A,66,EXTORTION (THREATS),2A,3676173,534619,04/03/2015 11:30:05 AM,04/03/2015 11:36:32 AM,04/03/2015 11:42:34 AM,04/03/2015 02:39:00 PM,RTF,REPORT TO FOLLOW,N,1I03,025XX Canal St,70119,1,"(29.96417888, -90.08478263)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-03,29.96417888,-90.08478263,1I03
D0858115,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1A,3690123,534558,04/07/2015 03:33:57 PM,04/07/2015 06:04:39 PM,04/07/2015 06:19:29 PM,04/07/2015 10:05:18 PM,RTF,REPORT TO FOLLOW,N,5D01,034XX Dauphine St,70117,5,"(29.96358534, -90.04073086)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-07,29.96358534,-90.04073086,5D01
D0926815,37,AGGRAVATED ASSAULT,1C,66,EXTORTION (THREATS),1F,3675413,535427,04/08/2015 04:26:55 AM,04/08/2015 04:33:01 AM,04/08/2015 04:35:21 AM,04/08/2015 06:10:42 AM,RTF,REPORT TO FOLLOW,N,1M05,001XX N Broad St,70119,1,"(29.96642420, -90.08715359)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-08,29.9664242,-90.08715359,1M05
D0944115,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3678698,536238,04/08/2015 08:56:21 AM,04/08/2015 08:57:12 AM,04/08/2015 09:02:08 AM,04/08/2015 10:27:17 AM,RTF,REPORT TO FOLLOW,N,1J03,022XX Dumaine St,70119,1,"(29.96855338, -90.07675461)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-08,29.96855338,-90.07675461,1J03
D1562815,37,AGGRAVATED ASSAULT,1C,,AGGRAVATED ASSAULT DOMESTIC,2B,3695186,533604,04/13/2015 08:01:25 AM,04/13/2015 08:02:42 AM,04/13/2015 08:16:09 AM,04/13/2015 10:18:36 AM,RTF,REPORT TO FOLLOW,N,5E01,049XX Burgundy St,70117,5,"(29.96080466, -90.02477735)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-13,29.96080466,-90.02477735,5E01
D1650415,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3685115,537986,04/13/2015 09:34:32 PM,04/13/2015 09:35:57 PM,04/13/2015 09:37:54 PM,04/13/2015 10:45:08 PM,RTF,REPORT TO FOLLOW,N,5B03,015XX Elysian Fields Ave,70117,5,"(29.97316586, -90.05642576)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-13,29.97316586,-90.05642576,5B03
D1913515,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),1A,3694178,536093,04/15/2015 09:47:36 PM,04/15/2015 11:20:05 PM,04/15/2015 11:29:54 PM,04/16/2015 03:15:18 AM,RTF,REPORT TO FOLLOW,N,5D04,014XX Japonica St,70117,5,"(29.96767886, -90.02787189)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-15,29.96767886,-90.02787189,5D04
D2349115,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3685243,539533,04/19/2015 01:10:32 PM,,04/19/2015 01:15:24 PM,04/19/2015 02:54:55 PM,RTF,REPORT TO FOLLOW,N,5G01,019XX Marigny St,70117,5,"(29.97741717, -90.05596633)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-19,29.97741717,-90.05596633,5G01
D2727215,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3679513,522587,04/22/2015 09:00:59 AM,04/22/2015 09:01:37 AM,04/22/2015 09:06:42 AM,04/22/2015 12:13:15 PM,RTF,REPORT TO FOLLOW,N,6E01,Magazine St & St Andrew St,70130,6,"(29.93099414, -90.07465226)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-04-22,29.93099414,-90.07465226,6E01
E0479315,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3675740,535724,05/04/2015 07:18:50 PM,05/04/2015 07:20:59 PM,05/04/2015 07:32:07 PM,05/04/2015 09:51:22 PM,RTF,REPORT TO FOLLOW,N,1M05,027XX Bienville St,70119,1,"(29.96723004, -90.08611346)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-05-04,29.96723004,-90.08611346,1M05
E0747015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1C,3688327,540234,05/06/2015 06:52:01 PM,05/06/2015 08:11:16 PM,05/06/2015 08:15:42 PM,05/07/2015 02:12:10 AM,RTF,REPORT TO FOLLOW,N,5M02,026XX N Galvez St,70117,5,"(29.97924919, -90.04620266)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-05-06,29.97924919,-90.04620266,5M02
E1198415,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3687660,535944,05/10/2015 04:41:52 AM,05/10/2015 04:43:52 AM,05/10/2015 04:48:25 AM,05/10/2015 06:53:18 AM,RTF,REPORT TO FOLLOW,N,5C02,028XX N Rampart St,70117,5,"(29.96747235, -90.04846166)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-05-10,29.96747235,-90.04846166,5C02
E2932015,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3672460,537022,05/23/2015 09:17:50 AM,05/23/2015 09:27:10 AM,05/23/2015 09:36:27 AM,05/23/2015 09:56:50 AM,RTF,REPORT TO FOLLOW,N,1L03,001XX Blk S Genois St,70119,1,"(29.97089676, -90.09642525)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-05-23,29.97089676,-90.09642525,1L03
E2991115,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1A,3678318,520395,05/23/2015 07:05:53 PM,05/23/2015 07:06:39 PM,05/23/2015 08:09:37 PM,05/23/2015 09:05:26 PM,RTF,REPORT TO FOLLOW,N,6A05,025XX Annunciation St,70130,6,"(29.92500339, -90.07850216)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-05-23,29.92500339,-90.07850216,6A05
E3340215,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3679988,527124,05/26/2015 02:56:17 PM,05/26/2015 03:22:44 PM,05/26/2015 03:40:30 PM,05/26/2015 05:33:51 PM,RTF,REPORT TO FOLLOW,N,6G04,007XX Howard Ave,70130,6,"(29.94345632, -90.07299707)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-05-26,29.94345632,-90.07299707,6G04
F0268215,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3696624,534476,06/02/2015 11:58:58 PM,,06/02/2015 11:58:58 PM,06/03/2015 01:59:27 AM,RTF,REPORT TO FOLLOW,Y,5E02,Lizardi St & Marais St,70117,5,"(29.96315750, -90.02020511)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-02,29.9631575,-90.02020511,5E02
F0720415,37,AGGRAVATED ASSAULT,1C,67,THEFT,1E,3680900,530763,06/06/2015 10:00:46 AM,06/06/2015 04:50:50 PM,06/06/2015 04:27:09 PM,06/06/2015 06:17:55 PM,RTF,REPORT TO FOLLOW,N,8I01,007XX Canal St,70130,8,"(29.95343394, -90.06999034)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-06,29.95343394,-90.06999034,8I01
F1156815,37,AGGRAVATED ASSAULT,1C,,SHOPLIFTING,1C,3689493,536017,06/09/2015 08:39:49 PM,06/09/2015 09:07:18 PM,,06/09/2015 10:37:58 PM,RTF,REPORT TO FOLLOW,N,5C02,031XX Saint Claude Ave,70117,5,"(29.96761725, -90.04266847)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-09,29.96761725,-90.04266847,5C02
F2376215,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3686216,538960,06/19/2015 11:28:42 AM,06/19/2015 11:36:41 AM,06/19/2015 11:45:36 AM,06/19/2015 02:25:15 PM,RTF,REPORT TO FOLLOW,N,5G02,017XX Saint Roch Ave,70117,5,"(29.97581016, -90.05291623)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-19,29.97581016,-90.05291623,5G02
F2380015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3674907,535502,06/19/2015 12:13:59 PM,06/19/2015 12:17:17 PM,06/19/2015 12:19:07 PM,06/19/2015 12:40:40 PM,RTF,REPORT TO FOLLOW,N,1M05,N White St & Canal St,70119,1,"(29.96664593, -90.08874911)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-19,29.96664593,-90.08874911,1M05
F2625615,37,AGGRAVATED ASSAULT,1C,,FIGHT,2B,3691161,539402,06/21/2015 11:07:42 PM,06/21/2015 11:14:52 PM,06/21/2015 11:14:55 PM,06/22/2015 04:24:33 AM,RTF,REPORT TO FOLLOW,N,5H01,034XX N Galvez St,70117,5,"(29.97687184, -90.03728238)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-21,29.97687184,-90.03728238,5H01
F3443315,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,2A,3674865,533885,06/27/2015 09:57:01 PM,06/27/2015 09:58:11 PM,06/27/2015 10:06:07 PM,06/28/2015 01:37:16 AM,RTF,REPORT TO FOLLOW,N,1H02,004XX Manasses Pl,70119,1,"(29.96220088, -90.08893867)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-06-27,29.96220088,-90.08893867,1H02
G0794415,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3680428,526474,07/06/2015 10:37:04 PM,07/06/2015 10:45:26 PM,07/06/2015 10:57:19 PM,07/07/2015 02:47:34 PM,RTF,REPORT TO FOLLOW,N,6E04,Camp St & Calliope St,70130,6,"(29.94165548, -90.07162856)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-06,29.94165548,-90.07162856,6E04
G0931115,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3689745,535312,07/07/2015 11:10:46 PM,07/07/2015 11:22:14 PM,07/07/2015 11:22:50 PM,07/08/2015 02:02:38 AM,RTF,REPORT TO FOLLOW,N,5C04,033XX N Rampart St,70117,5,"(29.96566995, -90.04189762)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-07,29.96566995,-90.04189762,5C04
G2080015,37,AGGRAVATED ASSAULT,1A,94,DISCHARGING FIREARM,2B,3699627,533639,07/16/2015 06:56:07 PM,07/16/2015 06:56:31 PM,07/16/2015 06:57:09 PM,07/16/2015 09:21:55 PM,RTF,REPORT TO FOLLOW,N,5E03,Tupelo St & Marais St,70117,5,"(29.96076041, -90.01075363)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-16,29.96076041,-90.01075363,5E03
G2207615,37,AGGRAVATED ASSAULT,2A,66,EXTORTION (THREATS),2A,3683044,542076,07/17/2015 05:15:57 PM,07/17/2015 06:21:35 PM,07/17/2015 06:25:54 PM,07/17/2015 07:24:07 PM,RTF,REPORT TO FOLLOW,N,5K03,Hope St & Saint Anthony St,70119,5,"(29.98447649, -90.06282341)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-17,29.98447649,-90.06282341,5K03
G2430615,37,AGGRAVATED ASSAULT,1A,66,EXTORTION (THREATS),2A,3670270,536429,07/19/2015 02:17:30 PM,07/19/2015 03:18:34 PM,07/19/2015 03:28:50 PM,07/19/2015 04:20:34 PM,RTF,REPORT TO FOLLOW,N,1L04,006XX S Pierce St,70119,1,"(29.96933009, -90.10336189)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-19,29.96933009,-90.10336189,1L04
G3027215,37,AGGRAVATED ASSAULT,2A,94,DISCHARGING FIREARM,2B,3696845,532652,07/24/2015 09:32:25 AM,07/24/2015 09:52:11 AM,07/24/2015 09:57:17 AM,07/24/2015 11:44:26 AM,RTF,REPORT TO FOLLOW,N,5E01,007XX Andry St,70117,5,"(29.95813600, -90.01957479)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-24,29.958136,-90.01957479,5E01
G3154815,37,AGGRAVATED ASSAULT,1C,56,SIMPLE CRIMINAL DAMAGE,2A,3688972,541203,07/25/2015 09:03:25 AM,07/25/2015 11:04:35 AM,07/25/2015 11:19:31 AM,07/25/2015 01:20:30 PM,RTF,REPORT TO FOLLOW,N,5M02,Saint Ferdinand St & N Rocheblave St,70117,5,"(29.98189318, -90.04413032)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-25,29.98189318,-90.04413032,5M02
G3980015,37,AGGRAVATED ASSAULT,1C,62,SIMPLE BURGLARY,1E,3692633,539629,07/31/2015 06:51:42 PM,07/31/2015 06:51:42 PM,,07/31/2015 09:02:48 PM,RTF,REPORT TO FOLLOW,N,5H02,022XX Alvar St,70117,5,"(29.97745013, -90.03262307)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-07-31,29.97745013,-90.03262307,5H02
H1221715,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3699402,536828,08/10/2015 02:38:39 PM,08/10/2015 03:34:49 PM,08/10/2015 03:43:19 PM,08/10/2015 05:32:27 PM,RTF,REPORT TO FOLLOW,N,5I04,019XX Charbonnet St,70117,5,"(29.96953657, -90.01134835)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-10,29.96953657,-90.01134835,5I04
H1255515,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3684601,540350,08/10/2015 07:59:18 PM,08/10/2015 07:59:29 PM,08/10/2015 07:59:18 PM,08/10/2015 10:47:31 PM,RTF,REPORT TO FOLLOW,Y,5K01,N Miro St & Elysian Fields Ave,70119,5,"(29.97968222, -90.05796750)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-10,29.97968222,-90.0579675,5K01
H1791815,37,AGGRAVATED ASSAULT,1C,,FIGHT,2B,3681276,539516,08/14/2015 11:58:56 PM,08/14/2015 11:59:42 PM,08/15/2015 12:04:23 AM,08/15/2015 02:56:18 AM,RTF,REPORT TO FOLLOW,N,1B01,N Galvez St & Saint Bernard Ave,70119,1,"(29.97748979, -90.06849701)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-14,29.97748979,-90.06849701,1B01
H1898515,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3682207,543262,08/15/2015 10:07:26 PM,,08/15/2015 10:07:26 PM,08/15/2015 11:35:31 PM,RTF,REPORT TO FOLLOW,Y,5K03,Allen St & Florida Ave,70119,5,"(29.98776247, -90.06542558)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-15,29.98776247,-90.06542558,5K03
H2056515,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3693251,539702,08/17/2015 11:35:45 AM,08/17/2015 11:39:54 AM,08/17/2015 11:49:08 AM,08/17/2015 03:31:25 PM,RTF,REPORT TO FOLLOW,N,5H02,041XX N Tonti St,70117,5,"(29.97763177, -90.03066959)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-17,29.97763177,-90.03066959,5H02
H3194515,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682454,540178,08/26/2015 03:22:06 PM,08/26/2015 03:26:19 PM,08/26/2015 03:32:21 PM,08/26/2015 06:19:55 PM,RTF,REPORT TO FOLLOW,N,5K02,N Miro St & Allen St,70119,5,"(29.97927345, -90.06475525)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-26,29.97927345,-90.06475525,5K02
H3723815,37,AGGRAVATED ASSAULT,1C,99,WRECKLESS DRIVING,2A,3684474,542193,08/30/2015 12:23:34 PM,08/30/2015 12:24:47 PM,08/30/2015 12:37:02 PM,08/30/2015 01:25:22 PM,RTF,REPORT TO FOLLOW,N,5K01,Florida Ave & Elysian Fields Ave,70119,5,"(29.98475452, -90.05830257)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-30,29.98475452,-90.05830257,5K01
H3856115,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3682482,539808,08/31/2015 03:56:53 PM,08/31/2015 03:57:41 PM,08/31/2015 04:30:48 PM,08/31/2015 08:16:04 PM,RTF,REPORT TO FOLLOW,N,5K02,Allen St & N Galvez St,70119,5,"(29.97825604, -90.06467848)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-08-31,29.97825604,-90.06467848,5K02
I0698415,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3682491,531123,09/06/2015 08:46:20 AM,09/06/2015 10:16:17 AM,09/06/2015 10:34:20 AM,09/06/2015 01:16:34 PM,RTF,REPORT TO FOLLOW,N,8B02,Decatur St & Conti St,70130,8,"(29.95437444, -90.06495307)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-06,29.95437444,-90.06495307,8B02
I0915915,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3692335,538764,09/08/2015 07:59:56 AM,09/08/2015 10:10:01 AM,09/08/2015 10:17:05 AM,09/08/2015 06:38:32 PM,RTF,REPORT TO FOLLOW,N,5H01,N Johnson St & Alvar St,70117,5,"(29.97508231, -90.03359605)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-08,29.97508231,-90.03359605,5H01
I1184615,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3673597,533150,09/10/2015 08:50:50 AM,,09/10/2015 08:50:50 AM,09/10/2015 09:10:55 AM,RTF,REPORT TO FOLLOW,Y,1K01,007XX S Broad St,70119,1,"(29.96021593, -90.09296845)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-10,29.96021593,-90.09296845,1K01
I1441715,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3678079,521498,09/12/2015 12:21:30 PM,09/12/2015 12:38:25 PM,09/12/2015 12:50:03 PM,09/12/2015 02:39:20 PM,RTF,REPORT TO FOLLOW,N,6A05,Magazine St & 1st St,70130,6,"(29.92804247, -90.07921792)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-12,29.92804247,-90.07921792,6D03
I2293115,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682300,527384,09/19/2015 03:23:41 AM,09/19/2015 03:28:03 AM,09/19/2015 03:28:06 AM,09/19/2015 08:34:09 AM,RTF,REPORT TO FOLLOW,N,8A01,008XX S Peters St,70130,8,"(29.94409903, -90.06568802)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-19,29.94409903,-90.06568802,8A01
I2534915,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3677367,539155,09/21/2015 06:11:20 AM,09/21/2015 06:17:04 AM,09/21/2015 06:11:20 AM,09/21/2015 09:55:46 AM,RTF,REPORT TO FOLLOW,Y,1N02,N White St & Bell St,70119,1,"(29.97661551, -90.08085541)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-21,29.97661551,-90.08085541,1N02
I2735915,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3681926,521481,09/22/2015 06:40:40 PM,09/22/2015 07:28:11 PM,09/22/2015 06:40:40 PM,09/22/2015 10:13:36 PM,RTF,REPORT TO FOLLOW,Y,6B04,005XX Celeste St,70130,6,"(29.92787944, -90.06707337)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-22,29.92787944,-90.06707337,6B04
I3606715,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3697189,534075,09/29/2015 09:20:06 PM,09/29/2015 09:21:01 PM,09/29/2015 09:27:17 PM,09/29/2015 10:49:06 PM,RTF,REPORT TO FOLLOW,N,5E02,011XX Andry St,70117,5,"(29.96203751, -90.01843773)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-09-29,29.96203751,-90.01843773,5E02
J0260715,37,AGGRAVATED ASSAULT,1C,,AGGRAVATED BATTERY BY SHOOTING,2B,3681871,539822,10/02/2015 09:46:04 PM,10/02/2015 09:46:30 PM,10/02/2015 09:50:21 PM,10/03/2015 12:22:37 AM,RTF,REPORT TO FOLLOW,N,5K02,017XX N Galvez St,70119,5,"(29.97831452, -90.06660817)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-02,29.97831452,-90.06660817,5K02
J0563315,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3688486,542172,10/05/2015 02:59:40 PM,10/05/2015 04:16:25 PM,10/05/2015 04:25:05 PM,10/05/2015 07:45:15 PM,RTF,REPORT TO FOLLOW,N,5M01,026XX Almonaster Ave,70117,5,"(29.98457328, -90.04563008)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-05,29.98457328,-90.04563008,5M01
J1105115,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682389,540933,10/09/2015 04:58:07 PM,10/09/2015 05:05:20 PM,,10/09/2015 07:29:58 PM,RTF,REPORT TO FOLLOW,N,5K02,024XX Allen St,70119,5,"(29.98135317, -90.06493381)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-09,29.98135317,-90.06493381,5K02
J1557815,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3691021,541849,10/13/2015 02:42:58 PM,10/13/2015 03:03:35 PM,10/13/2015 03:04:04 PM,10/13/2015 07:27:54 PM,RTF,REPORT TO FOLLOW,N,5M04,031XX Laussat Pl,70117,5,"(29.98360470, -90.03763573)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-13,29.9836047,-90.03763573,5M04
J1925615,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3685537,534904,10/16/2015 12:34:33 PM,10/16/2015 12:36:07 PM,10/16/2015 12:41:21 PM,10/16/2015 03:24:51 PM,RTF,REPORT TO FOLLOW,N,8F04,Marigny St & Royal St,70117,8,"(29.96467866, -90.05520216)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-16,29.96467866,-90.05520216,5B01
J2803915,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3679085,538389,10/23/2015 02:28:17 PM,10/23/2015 02:29:53 PM,10/23/2015 02:36:51 PM,10/23/2015 06:13:11 PM,RTF,REPORT TO FOLLOW,N,1C04,014XX Blk N Rocheblave St,70119,1,"(29.97445752, -90.07545585)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-23,29.97445752,-90.07545585,1C04
J3057315,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3685325,540109,10/25/2015 07:09:18 PM,10/25/2015 07:37:22 PM,10/25/2015 07:43:29 PM,10/25/2015 08:58:45 PM,RTF,REPORT TO FOLLOW,N,5L01,022XX N Galvez St,70117,5,"(29.97899810, -90.05568739)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-25,29.9789981,-90.05568739,5L01
J3184815,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3699728,532066,10/26/2015 11:35:51 PM,10/26/2015 11:36:35 PM,10/26/2015 11:42:33 PM,10/27/2015 02:44:06 AM,RTF,REPORT TO FOLLOW,N,5E04,008XX Tricou St,70117,5,"(29.95643175, -90.01049065)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-26,29.95643175,-90.01049065,5E04
J3546015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3691132,536250,10/29/2015 07:29:04 PM,10/29/2015 07:31:55 PM,10/29/2015 07:37:16 PM,10/29/2015 10:05:14 PM,RTF,REPORT TO FOLLOW,N,5D03,Urquhart St & Independence S,70117,5,"(29.96820729, -90.03748447)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-10-29,29.96820729,-90.03748447,5D03
K0435315,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3685399,538511,11/04/2015 03:06:37 PM,11/04/2015 03:21:04 PM,11/04/2015 03:30:23 PM,11/04/2015 06:41:58 PM,RTF,REPORT TO FOLLOW,N,5G01,022XX N Derbigny St,70117,5,"(29.97460054, -90.05551013)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-04,29.97460054,-90.05551013,5G01
K0569715,37,AGGRAVATED ASSAULT,1C,911,SILENT 911 CALL,2D,3683082,540501,11/05/2015 02:40:09 PM,11/05/2015 02:58:12 PM,11/05/2015 03:20:15 PM,11/05/2015 05:32:21 PM,RTF,REPORT TO FOLLOW,N,5K02,022XX Saint Anthony St,70119,5,"(29.98014395, -90.06275883)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-05,29.98014395,-90.06275883,5K02
K1065715,37,AGGRAVATED ASSAULT,1C,55,AGGRAVATED CRIMINAL DAMAGE,2A,3687498,542440,11/09/2015 10:52:26 PM,11/09/2015 11:13:38 PM,11/09/2015 11:16:38 PM,11/10/2015 01:54:04 AM,RTF,REPORT TO FOLLOW,N,5M01,Franklin Ave & Florida Ave,70117,5,"(29.98534016, -90.04874324)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-09,29.98534016,-90.04874324,3Y04
K1782315,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),1A,3678606,542730,11/15/2015 11:00:09 PM,11/15/2015 11:19:23 PM,11/15/2015 11:25:51 PM,11/16/2015 01:20:53 AM,RTF,REPORT TO FOLLOW,N,3L02,031XX Castiglione St,70119,3,"(29.98640952, -90.07681874)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-15,29.98640952,-90.07681874,3L02
K1876915,37,AGGRAVATED ASSAULT,1C,,ARMED ROBBERY WITH GUN,2A,3691100,542020,11/16/2015 06:09:00 PM,11/16/2015 06:09:47 PM,11/16/2015 06:13:26 PM,11/16/2015 07:32:37 PM,RTF,REPORT TO FOLLOW,N,5Q01,Louisa St & Florida Ave,70117,5,"(29.98407317, -90.03738020)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-16,29.98407317,-90.0373802,5Q01
K1919115,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3680893,529676,11/17/2015 04:07:32 AM,11/17/2015 04:09:12 AM,11/17/2015 04:12:39 AM,11/17/2015 06:56:03 AM,RTF,REPORT TO FOLLOW,N,8G04,004XX Saint Charles Ave,70130,8,"(29.95044486, -90.07005025)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-17,29.95044486,-90.07005025,8G04
K3077615,37,AGGRAVATED ASSAULT,1C,,PICKPOCKET,1A,3682000,531984,11/27/2015 01:41:01 AM,11/27/2015 01:42:34 AM,11/27/2015 01:53:23 AM,11/27/2015 03:41:26 AM,RTF,REPORT TO FOLLOW,N,8D05,007XX Saint Louis St,70130,8,"(29.95675752, -90.06647219)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-27,29.95675752,-90.06647219,8D05
